ED,Reported As,Reporting,Mojgan Cohanim Lancman (Democratic),Mojgan Cohanim Lancman (Republican),Scattered,Total Votes,Mojgan Cohanim Lancman RECAP,Scattered RECAP,p_Mojgan Cohanim Lancman (Democratic),p_Mojgan Cohanim Lancman (Republican),p_Scattered,p_Mojgan Cohanim Lancman RECAP,p_Scattered RECAP,winner,winner_p
25017,25017,100,176,66,0,242,242,0,0.7272727272727273,0.2727272727272727,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
25018,25018,100,244,51,0,295,295,0,0.8271186440677966,0.17288135593220338,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
25019,25019,100,210,35,1,246,245,1,0.8536585365853658,0.14227642276422764,0.0040650406504065045,0.9959349593495935,0.0040650406504065045,Mojgan Cohanim Lancman RECAP,0.9959349593495935
25020,25020,100,158,48,0,206,206,0,0.7669902912621359,0.23300970873786409,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
25021,25021,100,135,64,0,199,199,0,0.678391959798995,0.32160804020100503,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
25022,25022,100,129,53,0,182,182,0,0.7087912087912088,0.29120879120879123,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
25023,25023,100,43,30,1,74,73,1,0.581081081081081,0.40540540540540543,0.013513513513513514,0.9864864864864865,0.013513513513513514,Mojgan Cohanim Lancman RECAP,0.9864864864864865
25024,25024,100,133,53,1,187,186,1,0.7112299465240641,0.28342245989304815,0.0053475935828877,0.9946524064171123,0.0053475935828877,Mojgan Cohanim Lancman RECAP,0.9946524064171123
25025,25025,100,126,81,0,207,207,0,0.6086956521739131,0.391304347826087,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
25026,25026,100,17,3,0,20,20,0,0.85,0.15,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
25027,25027,100,90,69,2,161,159,2,0.5590062111801242,0.42857142857142855,0.012422360248447204,0.9875776397515528,0.012422360248447204,Mojgan Cohanim Lancman RECAP,0.9875776397515528
25028,25028,100,96,56,0,152,152,0,0.631578947368421,0.3684210526315789,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
25029,25029,100,132,105,2,239,237,2,0.5523012552301255,0.4393305439330544,0.008368200836820083,0.9916317991631799,0.008368200836820083,Mojgan Cohanim Lancman RECAP,0.9916317991631799
25030,25030,100,134,70,1,205,204,1,0.6536585365853659,0.34146341463414637,0.004878048780487805,0.9951219512195122,0.004878048780487805,Mojgan Cohanim Lancman RECAP,0.9951219512195122
25031,25031,100,114,12,0,126,126,0,0.9047619047619048,0.09523809523809523,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
25032,25032,100,124,56,0,180,180,0,0.6888888888888889,0.3111111111111111,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
25033,25033,100,105,56,0,161,161,0,0.6521739130434783,0.34782608695652173,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
25034,25034,100,14,6,0,20,20,0,0.7,0.3,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
25035,25035,100,86,61,1,148,147,1,0.581081081081081,0.41216216216216217,0.006756756756756757,0.9932432432432432,0.006756756756756757,Mojgan Cohanim Lancman RECAP,0.9932432432432432
25036,25036,100,109,87,0,196,196,0,0.5561224489795918,0.44387755102040816,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
25037,25037,100,102,82,1,185,184,1,0.5513513513513514,0.44324324324324327,0.005405405405405406,0.9945945945945946,0.005405405405405406,Mojgan Cohanim Lancman RECAP,0.9945945945945946
25038,25038,100,75,52,1,128,127,1,0.5859375,0.40625,0.0078125,0.9921875,0.0078125,Mojgan Cohanim Lancman RECAP,0.9921875
25039,25039,100,102,93,0,195,195,0,0.5230769230769231,0.47692307692307695,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
25040,25040,100,138,103,1,242,241,1,0.5702479338842975,0.4256198347107438,0.004132231404958678,0.9958677685950413,0.004132231404958678,Mojgan Cohanim Lancman RECAP,0.9958677685950413
25041,25041,100,27,19,0,46,46,0,0.5869565217391305,0.41304347826086957,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
25042,25042,100,101,60,0,161,161,0,0.6273291925465838,0.37267080745341613,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
25043,25043,100,125,67,0,192,192,0,0.6510416666666666,0.3489583333333333,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
25044,25044,100,111,46,0,157,157,0,0.7070063694267515,0.2929936305732484,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
25045,25045,100,91,37,0,128,128,0,0.7109375,0.2890625,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
25046,25046,100,72,29,0,101,101,0,0.7128712871287128,0.2871287128712871,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
25047,25047,100,79,42,0,121,121,0,0.6528925619834711,0.34710743801652894,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
25048,25048,100,108,44,1,153,152,1,0.7058823529411765,0.2875816993464052,0.006535947712418301,0.9934640522875817,0.006535947712418301,Mojgan Cohanim Lancman RECAP,0.9934640522875817
25049,25049,100,109,60,2,171,169,2,0.6374269005847953,0.3508771929824561,0.011695906432748537,0.9883040935672515,0.011695906432748537,Mojgan Cohanim Lancman RECAP,0.9883040935672515
25050,25050,100,85,24,1,110,109,1,0.7727272727272727,0.21818181818181817,0.00909090909090909,0.990909090909091,0.00909090909090909,Mojgan Cohanim Lancman RECAP,0.990909090909091
25051,25051,100,96,29,0,125,125,0,0.768,0.232,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
25052,25052,100,106,35,0,141,141,0,0.75177304964539,0.24822695035460993,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
25053,25053,100,176,34,0,210,210,0,0.8380952380952381,0.1619047619047619,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
25054,25054,100,170,23,0,193,193,0,0.8808290155440415,0.11917098445595854,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
25055,25055,100,137,35,0,172,172,0,0.7965116279069767,0.20348837209302326,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
25056,25056,100,92,38,0,130,130,0,0.7076923076923077,0.2923076923076923,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
25057,25057,100,61,27,1,89,88,1,0.6853932584269663,0.30337078651685395,0.011235955056179775,0.9887640449438202,0.011235955056179775,Mojgan Cohanim Lancman RECAP,0.9887640449438202
25058,25058,100,119,67,1,187,186,1,0.6363636363636364,0.3582887700534759,0.0053475935828877,0.9946524064171123,0.0053475935828877,Mojgan Cohanim Lancman RECAP,0.9946524064171123
25059,25059,100,118,52,0,170,170,0,0.6941176470588235,0.3058823529411765,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
25060,25060,100,65,38,0,103,103,0,0.6310679611650486,0.36893203883495146,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
25061,25061,100,106,53,0,159,159,0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
25062,25062,100,82,28,0,110,110,0,0.7454545454545455,0.2545454545454545,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
25063,25063,100,89,59,3,151,148,3,0.5894039735099338,0.39072847682119205,0.019867549668874173,0.9801324503311258,0.019867549668874173,Mojgan Cohanim Lancman RECAP,0.9801324503311258
25064,25064,100,28,12,0,40,40,0,0.7,0.3,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
25065,25065,100,117,27,0,144,144,0,0.8125,0.1875,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
25066,25066,100,21,8,0,29,29,0,0.7241379310344828,0.27586206896551724,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
25067,25067,100,0,0,0,0,0,0,0,0,0,0,0,n/a,0
26001,26001,100,41,41,0,82,82,0,0.5,0.5,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
26002,26002,100,36,16,0,52,52,0,0.6923076923076923,0.3076923076923077,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
26003,26003,100,144,105,0,249,249,0,0.5783132530120482,0.42168674698795183,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
26004,26004,100,106,102,0,208,208,0,0.5096153846153846,0.49038461538461536,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
26005,26005,100,126,95,0,221,221,0,0.5701357466063348,0.4298642533936652,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
26006,26006,100,90,65,0,155,155,0,0.5806451612903226,0.41935483870967744,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
26007,26007,100,74,56,1,131,130,1,0.5648854961832062,0.42748091603053434,0.007633587786259542,0.9923664122137404,0.007633587786259542,Mojgan Cohanim Lancman RECAP,0.9923664122137404
26008,26008,100,175,113,0,288,288,0,0.6076388888888888,0.3923611111111111,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
26009,26009,100,171,102,1,274,273,1,0.6240875912408759,0.3722627737226277,0.0036496350364963502,0.9963503649635036,0.0036496350364963502,Mojgan Cohanim Lancman RECAP,0.9963503649635036
26010,26010,100,143,91,0,234,234,0,0.6111111111111112,0.3888888888888889,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
26011,26011,100,79,108,1,188,187,1,0.42021276595744683,0.574468085106383,0.005319148936170213,0.9946808510638298,0.005319148936170213,Mojgan Cohanim Lancman RECAP,0.9946808510638298
26012,26012,100,75,97,0,172,172,0,0.436046511627907,0.563953488372093,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
26013,26013,100,125,101,3,229,226,3,0.5458515283842795,0.4410480349344978,0.013100436681222707,0.9868995633187773,0.013100436681222707,Mojgan Cohanim Lancman RECAP,0.9868995633187773
26014,26014,100,92,113,0,205,205,0,0.44878048780487806,0.551219512195122,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
26015,26015,100,175,81,1,257,256,1,0.6809338521400778,0.3151750972762646,0.0038910505836575876,0.9961089494163424,0.0038910505836575876,Mojgan Cohanim Lancman RECAP,0.9961089494163424
26016,26016,100,250,138,1,389,388,1,0.6426735218508998,0.35475578406169667,0.002570694087403599,0.9974293059125964,0.002570694087403599,Mojgan Cohanim Lancman RECAP,0.9974293059125964
26017,26017,100,128,119,0,247,247,0,0.5182186234817814,0.4817813765182186,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
26018,26018,100,57,104,0,161,161,0,0.35403726708074534,0.6459627329192547,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
26019,26019,100,173,86,0,259,259,0,0.667953667953668,0.33204633204633205,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
26020,26020,100,209,77,0,286,286,0,0.7307692307692307,0.2692307692307692,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
26021,26021,100,151,63,0,214,214,0,0.705607476635514,0.29439252336448596,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
26022,26022,100,221,99,0,320,320,0,0.690625,0.309375,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
26023,26023,100,238,85,0,323,323,0,0.7368421052631579,0.2631578947368421,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
26024,26024,100,207,55,2,264,262,2,0.7840909090909091,0.20833333333333334,0.007575757575757576,0.9924242424242424,0.007575757575757576,Mojgan Cohanim Lancman RECAP,0.9924242424242424
26025,26025,100,164,81,0,245,245,0,0.6693877551020408,0.3306122448979592,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
26026,26026,100,118,29,0,147,147,0,0.8027210884353742,0.19727891156462585,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
26027,26027,100,192,79,0,271,271,0,0.7084870848708487,0.2915129151291513,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
26028,26028,100,127,120,1,248,247,1,0.5120967741935484,0.4838709677419355,0.004032258064516129,0.9959677419354839,0.004032258064516129,Mojgan Cohanim Lancman RECAP,0.9959677419354839
26029,26029,100,125,155,0,280,280,0,0.44642857142857145,0.5535714285714286,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
26030,26030,100,176,146,1,323,322,1,0.544891640866873,0.4520123839009288,0.0030959752321981426,0.9969040247678018,0.0030959752321981426,Mojgan Cohanim Lancman RECAP,0.9969040247678018
26031,26031,100,168,164,0,332,332,0,0.5060240963855421,0.4939759036144578,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
26032,26032,100,160,109,1,270,269,1,0.5925925925925926,0.40370370370370373,0.003703703703703704,0.9962962962962963,0.003703703703703704,Mojgan Cohanim Lancman RECAP,0.9962962962962963
26033,26033,100,173,125,4,302,298,4,0.5728476821192053,0.4139072847682119,0.013245033112582781,0.9867549668874173,0.013245033112582781,Mojgan Cohanim Lancman RECAP,0.9867549668874173
26034,26034,100,69,69,0,138,138,0,0.5,0.5,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
26035,26035,100,126,107,0,233,233,0,0.5407725321888412,0.4592274678111588,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
26036,26036,100,51,31,1,83,82,1,0.6144578313253012,0.37349397590361444,0.012048192771084338,0.9879518072289156,0.012048192771084338,Mojgan Cohanim Lancman RECAP,0.9879518072289156
26037,26037,100,121,69,1,191,190,1,0.6335078534031413,0.3612565445026178,0.005235602094240838,0.9947643979057592,0.005235602094240838,Mojgan Cohanim Lancman RECAP,0.9947643979057592
26038,26038,100,11,5,0,16,16,0,0.6875,0.3125,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
26039,26039,100,90,49,0,139,139,0,0.6474820143884892,0.35251798561151076,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
26040,26040,100,71,48,0,119,119,0,0.5966386554621849,0.40336134453781514,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
26041,26041,100,5,4,0,9,9,0,0.5555555555555556,0.4444444444444444,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
26042,26042,100,75,49,0,124,124,0,0.6048387096774194,0.3951612903225806,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
26043,26043,100,49,55,0,104,104,0,0.47115384615384615,0.5288461538461539,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
26044,26044,100,43,25,0,68,68,0,0.6323529411764706,0.36764705882352944,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
26045,26045,100,196,80,0,276,276,0,0.7101449275362319,0.2898550724637681,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
26046,26046,100,199,101,0,300,300,0,0.6633333333333333,0.33666666666666667,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
26047,26047,100,258,88,0,346,346,0,0.7456647398843931,0.2543352601156069,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
26048,26048,100,80,58,0,138,138,0,0.5797101449275363,0.42028985507246375,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
26049,26049,100,87,67,0,154,154,0,0.564935064935065,0.43506493506493504,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
26050,26050,100,132,64,1,197,196,1,0.6700507614213198,0.3248730964467005,0.005076142131979695,0.9949238578680203,0.005076142131979695,Mojgan Cohanim Lancman RECAP,0.9949238578680203
26051,26051,100,76,37,1,114,113,1,0.6666666666666666,0.32456140350877194,0.008771929824561403,0.9912280701754386,0.008771929824561403,Mojgan Cohanim Lancman RECAP,0.9912280701754386
26052,26052,100,102,41,2,145,143,2,0.7034482758620689,0.2827586206896552,0.013793103448275862,0.9862068965517241,0.013793103448275862,Mojgan Cohanim Lancman RECAP,0.9862068965517241
26053,26053,100,137,78,2,217,215,2,0.631336405529954,0.35944700460829493,0.009216589861751152,0.9907834101382489,0.009216589861751152,Mojgan Cohanim Lancman RECAP,0.9907834101382489
26054,26054,100,97,81,1,179,178,1,0.5418994413407822,0.45251396648044695,0.00558659217877095,0.994413407821229,0.00558659217877095,Mojgan Cohanim Lancman RECAP,0.994413407821229
26055,26055,100,77,46,0,123,123,0,0.6260162601626016,0.37398373983739835,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
26056,26056,100,151,96,0,247,247,0,0.611336032388664,0.38866396761133604,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
26057,26057,100,189,85,1,275,274,1,0.6872727272727273,0.3090909090909091,0.0036363636363636364,0.9963636363636363,0.0036363636363636364,Mojgan Cohanim Lancman RECAP,0.9963636363636363
26058,26058,100,134,68,1,203,202,1,0.6600985221674877,0.33497536945812806,0.0049261083743842365,0.9950738916256158,0.0049261083743842365,Mojgan Cohanim Lancman RECAP,0.9950738916256158
26059,26059,100,150,122,1,273,272,1,0.5494505494505495,0.4468864468864469,0.003663003663003663,0.9963369963369964,0.003663003663003663,Mojgan Cohanim Lancman RECAP,0.9963369963369964
26060,26060,100,118,111,1,230,229,1,0.5130434782608696,0.4826086956521739,0.004347826086956522,0.9956521739130435,0.004347826086956522,Mojgan Cohanim Lancman RECAP,0.9956521739130435
26061,26061,100,108,99,1,208,207,1,0.5192307692307693,0.47596153846153844,0.004807692307692308,0.9951923076923077,0.004807692307692308,Mojgan Cohanim Lancman RECAP,0.9951923076923077
26062,26062,100,129,63,0,192,192,0,0.671875,0.328125,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
26063,26063,100,135,116,1,252,251,1,0.5357142857142857,0.4603174603174603,0.003968253968253968,0.996031746031746,0.003968253968253968,Mojgan Cohanim Lancman RECAP,0.996031746031746
26064,26064,100,105,92,0,197,197,0,0.5329949238578681,0.467005076142132,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
26065,26065,100,146,81,3,230,227,3,0.6347826086956522,0.3521739130434783,0.013043478260869565,0.9869565217391304,0.013043478260869565,Mojgan Cohanim Lancman RECAP,0.9869565217391304
26066,26066,100,150,136,1,287,286,1,0.5226480836236934,0.4738675958188153,0.003484320557491289,0.9965156794425087,0.003484320557491289,Mojgan Cohanim Lancman RECAP,0.9965156794425087
26067,26067,100,126,83,0,209,209,0,0.6028708133971292,0.39712918660287083,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
26068,26068,100,106,108,1,215,214,1,0.4930232558139535,0.5023255813953489,0.004651162790697674,0.9953488372093023,0.004651162790697674,Mojgan Cohanim Lancman RECAP,0.9953488372093023
26069,26069,100,149,130,3,282,279,3,0.5283687943262412,0.46099290780141844,0.010638297872340425,0.9893617021276596,0.010638297872340425,Mojgan Cohanim Lancman RECAP,0.9893617021276596
26070,26070,100,161,65,1,227,226,1,0.7092511013215859,0.28634361233480177,0.004405286343612335,0.9955947136563876,0.004405286343612335,Mojgan Cohanim Lancman RECAP,0.9955947136563876
26071,26071,100,255,67,0,322,322,0,0.7919254658385093,0.2080745341614907,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
26072,26072,100,148,81,1,230,229,1,0.6434782608695652,0.3521739130434783,0.004347826086956522,0.9956521739130435,0.004347826086956522,Mojgan Cohanim Lancman RECAP,0.9956521739130435
26073,26073,100,494,126,0,620,620,0,0.7967741935483871,0.2032258064516129,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
26074,26074,100,114,35,0,149,149,0,0.7651006711409396,0.2348993288590604,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
26075,26075,100,134,65,0,199,199,0,0.6733668341708543,0.32663316582914576,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
26076,26076,100,124,58,0,182,182,0,0.6813186813186813,0.31868131868131866,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
26077,26077,100,0,0,0,0,0,0,0,0,0,0,0,n/a,0
26078,26078,100,0,0,0,0,0,0,0,0,0,0,0,n/a,0
27001,27001,100,77,138,2,217,215,2,0.3548387096774194,0.6359447004608295,0.009216589861751152,0.9907834101382489,0.009216589861751152,Mojgan Cohanim Lancman RECAP,0.9907834101382489
27002,27002,100,136,15,1,152,151,1,0.8947368421052632,0.09868421052631579,0.006578947368421052,0.993421052631579,0.006578947368421052,Mojgan Cohanim Lancman RECAP,0.993421052631579
27003,27003,100,112,52,2,166,164,2,0.6746987951807228,0.3132530120481928,0.012048192771084338,0.9879518072289156,0.012048192771084338,Mojgan Cohanim Lancman RECAP,0.9879518072289156
27004,27004,100,155,59,1,215,214,1,0.7209302325581395,0.2744186046511628,0.004651162790697674,0.9953488372093023,0.004651162790697674,Mojgan Cohanim Lancman RECAP,0.9953488372093023
27005,27005,100,141,71,0,212,212,0,0.6650943396226415,0.33490566037735847,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
27006,27006,100,146,37,1,184,183,1,0.7934782608695652,0.20108695652173914,0.005434782608695652,0.9945652173913043,0.005434782608695652,Mojgan Cohanim Lancman RECAP,0.9945652173913043
27007,27007,100,276,54,0,330,330,0,0.8363636363636363,0.16363636363636364,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
27008,27008,100,133,37,0,170,170,0,0.7823529411764706,0.21764705882352942,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
27009,27009,100,173,25,0,198,198,0,0.8737373737373737,0.12626262626262627,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
27010,27010,100,3,0,0,3,3,0,1.0,0.0,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
27011,27011,100,103,10,0,113,113,0,0.911504424778761,0.08849557522123894,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
27012,27012,100,147,54,0,201,201,0,0.7313432835820896,0.26865671641791045,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
27013,27013,100,235,49,0,284,284,0,0.8274647887323944,0.17253521126760563,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
27014,27014,100,192,52,0,244,244,0,0.7868852459016393,0.21311475409836064,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
27015,27015,100,129,27,1,157,156,1,0.821656050955414,0.17197452229299362,0.006369426751592357,0.9936305732484076,0.006369426751592357,Mojgan Cohanim Lancman RECAP,0.9936305732484076
27016,27016,100,56,16,0,72,72,0,0.7777777777777778,0.2222222222222222,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
27017,27017,100,119,36,0,155,155,0,0.7677419354838709,0.23225806451612904,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
27018,27018,100,11,10,0,21,21,0,0.5238095238095238,0.47619047619047616,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
27019,27019,100,174,61,1,236,235,1,0.7372881355932204,0.2584745762711864,0.00423728813559322,0.9957627118644068,0.00423728813559322,Mojgan Cohanim Lancman RECAP,0.9957627118644068
27020,27020,100,141,41,0,182,182,0,0.7747252747252747,0.22527472527472528,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
27021,27021,100,224,51,1,276,275,1,0.8115942028985508,0.18478260869565216,0.0036231884057971015,0.9963768115942029,0.0036231884057971015,Mojgan Cohanim Lancman RECAP,0.9963768115942029
27022,27022,100,101,81,0,182,182,0,0.554945054945055,0.44505494505494503,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
27023,27023,100,73,125,1,199,198,1,0.36683417085427134,0.628140703517588,0.005025125628140704,0.9949748743718593,0.005025125628140704,Mojgan Cohanim Lancman RECAP,0.9949748743718593
27024,27024,100,76,93,3,172,169,3,0.4418604651162791,0.5406976744186046,0.01744186046511628,0.9825581395348837,0.01744186046511628,Mojgan Cohanim Lancman RECAP,0.9825581395348837
27025,27025,100,75,176,2,253,251,2,0.2964426877470356,0.6956521739130435,0.007905138339920948,0.9920948616600791,0.007905138339920948,Mojgan Cohanim Lancman RECAP,0.9920948616600791
27026,27026,100,73,113,0,186,186,0,0.3924731182795699,0.6075268817204301,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
27027,27027,100,87,114,1,202,201,1,0.4306930693069307,0.5643564356435643,0.0049504950495049506,0.995049504950495,0.0049504950495049506,Mojgan Cohanim Lancman RECAP,0.995049504950495
27028,27028,100,139,59,1,199,198,1,0.6984924623115578,0.2964824120603015,0.005025125628140704,0.9949748743718593,0.005025125628140704,Mojgan Cohanim Lancman RECAP,0.9949748743718593
27029,27029,100,71,30,1,102,101,1,0.696078431372549,0.29411764705882354,0.00980392156862745,0.9901960784313726,0.00980392156862745,Mojgan Cohanim Lancman RECAP,0.9901960784313726
27030,27030,100,67,65,3,135,132,3,0.4962962962962963,0.48148148148148145,0.022222222222222223,0.9777777777777777,0.022222222222222223,Mojgan Cohanim Lancman RECAP,0.9777777777777777
27031,27031,100,15,3,0,18,18,0,0.8333333333333334,0.16666666666666666,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
27032,27032,100,19,1,0,20,20,0,0.95,0.05,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
27033,27033,100,17,1,0,18,18,0,0.9444444444444444,0.05555555555555555,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
27034,27034,100,148,40,0,188,188,0,0.7872340425531915,0.2127659574468085,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
27035,27035,100,207,52,3,262,259,3,0.7900763358778626,0.1984732824427481,0.011450381679389313,0.9885496183206107,0.011450381679389313,Mojgan Cohanim Lancman RECAP,0.9885496183206107
27036,27036,100,181,64,0,245,245,0,0.7387755102040816,0.2612244897959184,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
27037,27037,100,252,33,0,285,285,0,0.8842105263157894,0.11578947368421053,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
27038,27038,100,259,31,4,294,290,4,0.8809523809523809,0.1054421768707483,0.013605442176870748,0.9863945578231292,0.013605442176870748,Mojgan Cohanim Lancman RECAP,0.9863945578231292
27039,27039,100,195,24,0,219,219,0,0.8904109589041096,0.1095890410958904,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
27040,27040,100,158,22,0,180,180,0,0.8777777777777778,0.12222222222222222,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
27041,27041,100,134,14,0,148,148,0,0.9054054054054054,0.0945945945945946,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
27042,27042,100,191,33,1,225,224,1,0.8488888888888889,0.14666666666666667,0.0044444444444444444,0.9955555555555555,0.0044444444444444444,Mojgan Cohanim Lancman RECAP,0.9955555555555555
27043,27043,100,99,42,0,141,141,0,0.7021276595744681,0.2978723404255319,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
27044,27044,100,100,26,1,127,126,1,0.7874015748031497,0.2047244094488189,0.007874015748031496,0.9921259842519685,0.007874015748031496,Mojgan Cohanim Lancman RECAP,0.9921259842519685
27045,27045,100,171,23,1,195,194,1,0.8769230769230769,0.11794871794871795,0.005128205128205128,0.9948717948717949,0.005128205128205128,Mojgan Cohanim Lancman RECAP,0.9948717948717949
