ED,Reported As,Reporting,Jerrold L. Nadler (Working Families),Ross Brady (Conservative),Jerrold L. Nadler (Democratic),Scattered,Michael J. Dilger (Flourish),Total Votes,Jerrold L. Nadler RECAP,Ross Brady RECAP,Scattered RECAP,Michael J. Dilger RECAP,p_Jerrold L. Nadler (Working Families),p_Ross Brady (Conservative),p_Jerrold L. Nadler (Democratic),p_Scattered,p_Michael J. Dilger (Flourish),p_Jerrold L. Nadler RECAP,p_Ross Brady RECAP,p_Scattered RECAP,p_Michael J. Dilger RECAP,winner,winner_p
67018,67018,100,34,32,244,1,1,312,278,32,1,1,0.10897435897435898,0.10256410256410256,0.782051282051282,0.003205128205128205,0.003205128205128205,0.8910256410256411,0.10256410256410256,0.003205128205128205,0.003205128205128205,Jerrold L. Nadler RECAP,0.8910256410256411
67019,67019,100,17,15,170,0,1,203,187,15,0,1,0.08374384236453201,0.07389162561576355,0.8374384236453202,0.0,0.0049261083743842365,0.9211822660098522,0.07389162561576355,0.0,0.0049261083743842365,Jerrold L. Nadler RECAP,0.9211822660098522
67020,67020,100,11,10,63,0,0,84,74,10,0,0,0.13095238095238096,0.11904761904761904,0.75,0.0,0.0,0.8809523809523809,0.11904761904761904,0.0,0.0,Jerrold L. Nadler RECAP,0.8809523809523809
67021,67021,100,10,36,157,1,2,206,167,36,1,2,0.04854368932038835,0.17475728155339806,0.7621359223300971,0.0048543689320388345,0.009708737864077669,0.8106796116504854,0.17475728155339806,0.0048543689320388345,0.009708737864077669,Jerrold L. Nadler RECAP,0.8106796116504854
67022,67022,100,18,40,153,0,0,211,171,40,0,0,0.08530805687203792,0.1895734597156398,0.7251184834123223,0.0,0.0,0.8104265402843602,0.1895734597156398,0.0,0.0,Jerrold L. Nadler RECAP,0.8104265402843602
67023,67023,100,32,39,270,0,3,344,302,39,0,3,0.09302325581395349,0.11337209302325581,0.7848837209302325,0.0,0.00872093023255814,0.877906976744186,0.11337209302325581,0.0,0.00872093023255814,Jerrold L. Nadler RECAP,0.877906976744186
67024,67024,100,21,17,118,0,0,156,139,17,0,0,0.1346153846153846,0.10897435897435898,0.7564102564102564,0.0,0.0,0.8910256410256411,0.10897435897435898,0.0,0.0,Jerrold L. Nadler RECAP,0.8910256410256411
67025,67025,100,7,3,106,0,0,116,113,3,0,0,0.0603448275862069,0.02586206896551724,0.9137931034482759,0.0,0.0,0.9741379310344828,0.02586206896551724,0.0,0.0,Jerrold L. Nadler RECAP,0.9741379310344828
67026,67026,100,7,7,140,0,0,154,147,7,0,0,0.045454545454545456,0.045454545454545456,0.9090909090909091,0.0,0.0,0.9545454545454546,0.045454545454545456,0.0,0.0,Jerrold L. Nadler RECAP,0.9545454545454546
67027,67027,100,19,10,214,0,4,247,233,10,0,4,0.07692307692307693,0.04048582995951417,0.8663967611336032,0.0,0.016194331983805668,0.9433198380566802,0.04048582995951417,0.0,0.016194331983805668,Jerrold L. Nadler RECAP,0.9433198380566802
67028,67028,100,20,29,233,1,1,284,253,29,1,1,0.07042253521126761,0.10211267605633803,0.8204225352112676,0.0035211267605633804,0.0035211267605633804,0.8908450704225352,0.10211267605633803,0.0035211267605633804,0.0035211267605633804,Jerrold L. Nadler RECAP,0.8908450704225352
67029,67029,100,4,6,27,0,0,37,31,6,0,0,0.10810810810810811,0.16216216216216217,0.7297297297297297,0.0,0.0,0.8378378378378378,0.16216216216216217,0.0,0.0,Jerrold L. Nadler RECAP,0.8378378378378378
67030,67030,100,8,19,89,0,1,117,97,19,0,1,0.06837606837606838,0.1623931623931624,0.7606837606837606,0.0,0.008547008547008548,0.8290598290598291,0.1623931623931624,0.0,0.008547008547008548,Jerrold L. Nadler RECAP,0.8290598290598291
67031,67031,100,45,32,320,0,2,399,365,32,0,2,0.11278195488721804,0.08020050125313283,0.8020050125313283,0.0,0.005012531328320802,0.9147869674185464,0.08020050125313283,0.0,0.005012531328320802,Jerrold L. Nadler RECAP,0.9147869674185464
67032,67032,100,32,35,244,1,2,314,276,35,1,2,0.10191082802547771,0.11146496815286625,0.7770700636942676,0.0031847133757961785,0.006369426751592357,0.8789808917197452,0.11146496815286625,0.0031847133757961785,0.006369426751592357,Jerrold L. Nadler RECAP,0.8789808917197452
67033,67033,100,23,35,157,0,1,216,180,35,0,1,0.10648148148148148,0.16203703703703703,0.7268518518518519,0.0,0.004629629629629629,0.8333333333333334,0.16203703703703703,0.0,0.004629629629629629,Jerrold L. Nadler RECAP,0.8333333333333334
67034,67034,100,5,28,76,0,3,112,81,28,0,3,0.044642857142857144,0.25,0.6785714285714286,0.0,0.026785714285714284,0.7232142857142857,0.25,0.0,0.026785714285714284,Jerrold L. Nadler RECAP,0.7232142857142857
67035,67035,100,30,34,196,0,1,261,226,34,0,1,0.11494252873563218,0.13026819923371646,0.7509578544061303,0.0,0.0038314176245210726,0.8659003831417624,0.13026819923371646,0.0,0.0038314176245210726,Jerrold L. Nadler RECAP,0.8659003831417624
67036,67036,100,16,20,110,1,1,148,126,20,1,1,0.10810810810810811,0.13513513513513514,0.7432432432432432,0.006756756756756757,0.006756756756756757,0.8513513513513513,0.13513513513513514,0.006756756756756757,0.006756756756756757,Jerrold L. Nadler RECAP,0.8513513513513513
67037,67037,100,36,33,210,0,3,282,246,33,0,3,0.1276595744680851,0.11702127659574468,0.7446808510638298,0.0,0.010638297872340425,0.8723404255319149,0.11702127659574468,0.0,0.010638297872340425,Jerrold L. Nadler RECAP,0.8723404255319149
67038,67038,100,16,30,142,0,0,188,158,30,0,0,0.0851063829787234,0.1595744680851064,0.7553191489361702,0.0,0.0,0.8404255319148937,0.1595744680851064,0.0,0.0,Jerrold L. Nadler RECAP,0.8404255319148937
67039,67039,100,18,30,173,0,0,221,191,30,0,0,0.08144796380090498,0.13574660633484162,0.7828054298642534,0.0,0.0,0.8642533936651584,0.13574660633484162,0.0,0.0,Jerrold L. Nadler RECAP,0.8642533936651584
67040,67040,100,22,21,140,0,0,183,162,21,0,0,0.12021857923497267,0.11475409836065574,0.7650273224043715,0.0,0.0,0.8852459016393442,0.11475409836065574,0.0,0.0,Jerrold L. Nadler RECAP,0.8852459016393442
67041,67041,100,46,29,226,0,2,303,272,29,0,2,0.15181518151815182,0.09570957095709572,0.7458745874587459,0.0,0.006600660066006601,0.8976897689768977,0.09570957095709572,0.0,0.006600660066006601,Jerrold L. Nadler RECAP,0.8976897689768977
67042,67042,100,73,40,450,2,1,566,523,40,2,1,0.12897526501766785,0.0706713780918728,0.7950530035335689,0.0035335689045936395,0.0017667844522968198,0.9240282685512368,0.0706713780918728,0.0035335689045936395,0.0017667844522968198,Jerrold L. Nadler RECAP,0.9240282685512368
67043,67043,100,68,34,443,0,1,546,511,34,0,1,0.12454212454212454,0.06227106227106227,0.8113553113553114,0.0,0.0018315018315018315,0.9358974358974359,0.06227106227106227,0.0,0.0018315018315018315,Jerrold L. Nadler RECAP,0.9358974358974359
67044,67044,100,41,19,207,0,0,267,248,19,0,0,0.15355805243445692,0.07116104868913857,0.7752808988764045,0.0,0.0,0.9288389513108615,0.07116104868913857,0.0,0.0,Jerrold L. Nadler RECAP,0.9288389513108615
67045,67045,100,16,52,198,2,2,270,214,52,2,2,0.05925925925925926,0.1925925925925926,0.7333333333333333,0.007407407407407408,0.007407407407407408,0.7925925925925926,0.1925925925925926,0.007407407407407408,0.007407407407407408,Jerrold L. Nadler RECAP,0.7925925925925926
67046,67046,100,74,37,369,1,2,483,443,37,1,2,0.15320910973084886,0.07660455486542443,0.7639751552795031,0.002070393374741201,0.004140786749482402,0.917184265010352,0.07660455486542443,0.002070393374741201,0.004140786749482402,Jerrold L. Nadler RECAP,0.917184265010352
67047,67047,100,9,50,146,0,2,207,155,50,0,2,0.043478260869565216,0.24154589371980675,0.7053140096618358,0.0,0.00966183574879227,0.748792270531401,0.24154589371980675,0.0,0.00966183574879227,Jerrold L. Nadler RECAP,0.748792270531401
67048,67048,100,65,51,386,0,3,505,451,51,0,3,0.12871287128712872,0.100990099009901,0.7643564356435644,0.0,0.005940594059405941,0.8930693069306931,0.100990099009901,0.0,0.005940594059405941,Jerrold L. Nadler RECAP,0.8930693069306931
67049,67049,100,48,24,194,2,0,268,242,24,2,0,0.1791044776119403,0.08955223880597014,0.7238805970149254,0.007462686567164179,0.0,0.9029850746268657,0.08955223880597014,0.007462686567164179,0.0,Jerrold L. Nadler RECAP,0.9029850746268657
67050,67050,100,47,43,298,0,1,389,345,43,0,1,0.12082262210796915,0.11053984575835475,0.7660668380462725,0.0,0.002570694087403599,0.8868894601542416,0.11053984575835475,0.0,0.002570694087403599,Jerrold L. Nadler RECAP,0.8868894601542416
67051,67051,100,2,2,22,0,0,26,24,2,0,0,0.07692307692307693,0.07692307692307693,0.8461538461538461,0.0,0.0,0.9230769230769231,0.07692307692307693,0.0,0.0,Jerrold L. Nadler RECAP,0.9230769230769231
67052,67052,100,31,33,231,1,4,300,262,33,1,4,0.10333333333333333,0.11,0.77,0.0033333333333333335,0.013333333333333334,0.8733333333333333,0.11,0.0033333333333333335,0.013333333333333334,Jerrold L. Nadler RECAP,0.8733333333333333
67053,67053,100,30,28,205,0,2,265,235,28,0,2,0.11320754716981132,0.10566037735849057,0.7735849056603774,0.0,0.007547169811320755,0.8867924528301887,0.10566037735849057,0.0,0.007547169811320755,Jerrold L. Nadler RECAP,0.8867924528301887
67054,67054,100,23,27,207,1,0,258,230,27,1,0,0.08914728682170543,0.10465116279069768,0.8023255813953488,0.003875968992248062,0.0,0.8914728682170543,0.10465116279069768,0.003875968992248062,0.0,Jerrold L. Nadler RECAP,0.8914728682170543
67055,67055,100,19,30,119,0,0,168,138,30,0,0,0.1130952380952381,0.17857142857142858,0.7083333333333334,0.0,0.0,0.8214285714285714,0.17857142857142858,0.0,0.0,Jerrold L. Nadler RECAP,0.8214285714285714
67056,67056,100,35,30,179,0,5,249,214,30,0,5,0.14056224899598393,0.12048192771084337,0.7188755020080321,0.0,0.020080321285140562,0.8594377510040161,0.12048192771084337,0.0,0.020080321285140562,Jerrold L. Nadler RECAP,0.8594377510040161
67057,67057,100,37,37,202,0,1,277,239,37,0,1,0.13357400722021662,0.13357400722021662,0.7292418772563177,0.0,0.0036101083032490976,0.8628158844765343,0.13357400722021662,0.0,0.0036101083032490976,Jerrold L. Nadler RECAP,0.8628158844765343
67058,67058,100,21,21,168,0,3,213,189,21,0,3,0.09859154929577464,0.09859154929577464,0.7887323943661971,0.0,0.014084507042253521,0.8873239436619719,0.09859154929577464,0.0,0.014084507042253521,Jerrold L. Nadler RECAP,0.8873239436619719
67059,67059,100,51,28,304,2,1,386,355,28,2,1,0.13212435233160622,0.07253886010362694,0.7875647668393783,0.0051813471502590676,0.0025906735751295338,0.9196891191709845,0.07253886010362694,0.0051813471502590676,0.0025906735751295338,Jerrold L. Nadler RECAP,0.9196891191709845
67060,67060,100,37,39,202,2,0,280,239,39,2,0,0.13214285714285715,0.1392857142857143,0.7214285714285714,0.007142857142857143,0.0,0.8535714285714285,0.1392857142857143,0.007142857142857143,0.0,Jerrold L. Nadler RECAP,0.8535714285714285
67061,67061,100,44,28,208,1,0,281,252,28,1,0,0.15658362989323843,0.099644128113879,0.7402135231316725,0.0035587188612099642,0.0,0.896797153024911,0.099644128113879,0.0035587188612099642,0.0,Jerrold L. Nadler RECAP,0.896797153024911
67062,67062,100,15,22,189,0,2,228,204,22,0,2,0.06578947368421052,0.09649122807017543,0.8289473684210527,0.0,0.008771929824561403,0.8947368421052632,0.09649122807017543,0.0,0.008771929824561403,Jerrold L. Nadler RECAP,0.8947368421052632
67063,67063,100,19,17,160,0,0,196,179,17,0,0,0.09693877551020408,0.08673469387755102,0.8163265306122449,0.0,0.0,0.9132653061224489,0.08673469387755102,0.0,0.0,Jerrold L. Nadler RECAP,0.9132653061224489
67064,67064,100,40,25,161,0,3,229,201,25,0,3,0.17467248908296942,0.1091703056768559,0.7030567685589519,0.0,0.013100436681222707,0.8777292576419214,0.1091703056768559,0.0,0.013100436681222707,Jerrold L. Nadler RECAP,0.8777292576419214
67065,67065,100,49,25,220,2,1,297,269,25,2,1,0.16498316498316498,0.08417508417508418,0.7407407407407407,0.006734006734006734,0.003367003367003367,0.9057239057239057,0.08417508417508418,0.006734006734006734,0.003367003367003367,Jerrold L. Nadler RECAP,0.9057239057239057
67066,67066,100,40,15,200,2,4,261,240,15,2,4,0.1532567049808429,0.05747126436781609,0.7662835249042146,0.007662835249042145,0.01532567049808429,0.9195402298850575,0.05747126436781609,0.007662835249042145,0.01532567049808429,Jerrold L. Nadler RECAP,0.9195402298850575
67067,67067,100,62,42,255,0,3,362,317,42,0,3,0.1712707182320442,0.11602209944751381,0.7044198895027625,0.0,0.008287292817679558,0.8756906077348067,0.11602209944751381,0.0,0.008287292817679558,Jerrold L. Nadler RECAP,0.8756906077348067
67068,67068,100,58,34,258,0,5,355,316,34,0,5,0.16338028169014085,0.09577464788732394,0.7267605633802817,0.0,0.014084507042253521,0.8901408450704226,0.09577464788732394,0.0,0.014084507042253521,Jerrold L. Nadler RECAP,0.8901408450704226
67069,67069,100,77,25,301,0,7,410,378,25,0,7,0.1878048780487805,0.06097560975609756,0.7341463414634146,0.0,0.01707317073170732,0.9219512195121952,0.06097560975609756,0.0,0.01707317073170732,Jerrold L. Nadler RECAP,0.9219512195121952
67070,67070,100,34,21,165,0,0,220,199,21,0,0,0.15454545454545454,0.09545454545454546,0.75,0.0,0.0,0.9045454545454545,0.09545454545454546,0.0,0.0,Jerrold L. Nadler RECAP,0.9045454545454545
67071,67071,100,26,27,176,1,0,230,202,27,1,0,0.11304347826086956,0.11739130434782609,0.7652173913043478,0.004347826086956522,0.0,0.8782608695652174,0.11739130434782609,0.004347826086956522,0.0,Jerrold L. Nadler RECAP,0.8782608695652174
67072,67072,100,46,27,288,3,0,364,334,27,3,0,0.12637362637362637,0.07417582417582418,0.7912087912087912,0.008241758241758242,0.0,0.9175824175824175,0.07417582417582418,0.008241758241758242,0.0,Jerrold L. Nadler RECAP,0.9175824175824175
67073,67073,100,39,25,171,1,2,238,210,25,1,2,0.1638655462184874,0.10504201680672269,0.7184873949579832,0.004201680672268907,0.008403361344537815,0.8823529411764706,0.10504201680672269,0.004201680672268907,0.008403361344537815,Jerrold L. Nadler RECAP,0.8823529411764706
67074,67074,100,71,36,248,2,2,359,319,36,2,2,0.1977715877437326,0.10027855153203342,0.6908077994428969,0.005571030640668524,0.005571030640668524,0.8885793871866295,0.10027855153203342,0.005571030640668524,0.005571030640668524,Jerrold L. Nadler RECAP,0.8885793871866295
67075,67075,100,46,18,177,1,1,243,223,18,1,1,0.18930041152263374,0.07407407407407407,0.7283950617283951,0.00411522633744856,0.00411522633744856,0.9176954732510288,0.07407407407407407,0.00411522633744856,0.00411522633744856,Jerrold L. Nadler RECAP,0.9176954732510288
67076,67076,100,72,36,274,0,4,386,346,36,0,4,0.18652849740932642,0.09326424870466321,0.7098445595854922,0.0,0.010362694300518135,0.8963730569948186,0.09326424870466321,0.0,0.010362694300518135,Jerrold L. Nadler RECAP,0.8963730569948186
67077,67077,100,22,29,175,0,4,230,197,29,0,4,0.09565217391304348,0.12608695652173912,0.7608695652173914,0.0,0.017391304347826087,0.8565217391304348,0.12608695652173912,0.0,0.017391304347826087,Jerrold L. Nadler RECAP,0.8565217391304348
67078,67078,100,51,22,241,2,1,317,292,22,2,1,0.1608832807570978,0.0694006309148265,0.7602523659305994,0.006309148264984227,0.0031545741324921135,0.9211356466876972,0.0694006309148265,0.006309148264984227,0.0031545741324921135,Jerrold L. Nadler RECAP,0.9211356466876972
67079,67079,100,36,24,200,2,0,262,236,24,2,0,0.13740458015267176,0.0916030534351145,0.7633587786259542,0.007633587786259542,0.0,0.9007633587786259,0.0916030534351145,0.007633587786259542,0.0,Jerrold L. Nadler RECAP,0.9007633587786259
67080,67080,100,51,28,295,1,1,376,346,28,1,1,0.1356382978723404,0.07446808510638298,0.7845744680851063,0.0026595744680851063,0.0026595744680851063,0.9202127659574468,0.07446808510638298,0.0026595744680851063,0.0026595744680851063,Jerrold L. Nadler RECAP,0.9202127659574468
67081,67081,100,43,23,220,0,1,287,263,23,0,1,0.14982578397212543,0.08013937282229965,0.7665505226480837,0.0,0.003484320557491289,0.9163763066202091,0.08013937282229965,0.0,0.003484320557491289,Jerrold L. Nadler RECAP,0.9163763066202091
67082,67082,100,31,22,191,0,2,246,222,22,0,2,0.12601626016260162,0.08943089430894309,0.7764227642276422,0.0,0.008130081300813009,0.9024390243902439,0.08943089430894309,0.0,0.008130081300813009,Jerrold L. Nadler RECAP,0.9024390243902439
67083,67083,100,65,25,266,1,1,358,331,25,1,1,0.18156424581005587,0.06983240223463687,0.7430167597765364,0.002793296089385475,0.002793296089385475,0.9245810055865922,0.06983240223463687,0.002793296089385475,0.002793296089385475,Jerrold L. Nadler RECAP,0.9245810055865922
67084,67084,100,44,18,153,0,1,216,197,18,0,1,0.2037037037037037,0.08333333333333333,0.7083333333333334,0.0,0.004629629629629629,0.9120370370370371,0.08333333333333333,0.0,0.004629629629629629,Jerrold L. Nadler RECAP,0.9120370370370371
67085,67085,100,70,18,229,0,2,319,299,18,0,2,0.219435736677116,0.05642633228840126,0.7178683385579937,0.0,0.006269592476489028,0.9373040752351097,0.05642633228840126,0.0,0.006269592476489028,Jerrold L. Nadler RECAP,0.9373040752351097
67086,67086,100,65,24,305,2,5,401,370,24,2,5,0.16209476309226933,0.059850374064837904,0.7605985037406484,0.004987531172069825,0.012468827930174564,0.9226932668329177,0.059850374064837904,0.004987531172069825,0.012468827930174564,Jerrold L. Nadler RECAP,0.9226932668329177
67087,67087,100,66,29,213,0,1,309,279,29,0,1,0.21359223300970873,0.09385113268608414,0.6893203883495146,0.0,0.003236245954692557,0.9029126213592233,0.09385113268608414,0.0,0.003236245954692557,Jerrold L. Nadler RECAP,0.9029126213592233
67088,67088,100,46,33,266,1,1,347,312,33,1,1,0.13256484149855907,0.09510086455331412,0.7665706051873199,0.002881844380403458,0.002881844380403458,0.899135446685879,0.09510086455331412,0.002881844380403458,0.002881844380403458,Jerrold L. Nadler RECAP,0.899135446685879
67089,67089,100,44,37,280,1,1,363,324,37,1,1,0.12121212121212122,0.10192837465564739,0.7713498622589532,0.0027548209366391185,0.0027548209366391185,0.8925619834710744,0.10192837465564739,0.0027548209366391185,0.0027548209366391185,Jerrold L. Nadler RECAP,0.8925619834710744
67090,67090,100,47,34,258,0,0,339,305,34,0,0,0.13864306784660768,0.10029498525073746,0.7610619469026548,0.0,0.0,0.8997050147492626,0.10029498525073746,0.0,0.0,Jerrold L. Nadler RECAP,0.8997050147492626
67091,67091,100,55,31,248,1,2,337,303,31,1,2,0.1632047477744807,0.09198813056379822,0.7359050445103857,0.002967359050445104,0.005934718100890208,0.8991097922848664,0.09198813056379822,0.002967359050445104,0.005934718100890208,Jerrold L. Nadler RECAP,0.8991097922848664
67092,67092,100,68,34,248,1,1,352,316,34,1,1,0.19318181818181818,0.09659090909090909,0.7045454545454546,0.002840909090909091,0.002840909090909091,0.8977272727272727,0.09659090909090909,0.002840909090909091,0.002840909090909091,Jerrold L. Nadler RECAP,0.8977272727272727
67093,67093,100,50,16,187,0,1,254,237,16,0,1,0.1968503937007874,0.06299212598425197,0.7362204724409449,0.0,0.003937007874015748,0.9330708661417323,0.06299212598425197,0.0,0.003937007874015748,Jerrold L. Nadler RECAP,0.9330708661417323
67094,67094,100,59,29,228,0,0,316,287,29,0,0,0.18670886075949367,0.09177215189873418,0.7215189873417721,0.0,0.0,0.9082278481012658,0.09177215189873418,0.0,0.0,Jerrold L. Nadler RECAP,0.9082278481012658
67095,67095,100,40,22,202,0,2,266,242,22,0,2,0.15037593984962405,0.08270676691729323,0.7593984962406015,0.0,0.007518796992481203,0.9097744360902256,0.08270676691729323,0.0,0.007518796992481203,Jerrold L. Nadler RECAP,0.9097744360902256
67096,67096,100,32,26,197,0,0,255,229,26,0,0,0.12549019607843137,0.10196078431372549,0.7725490196078432,0.0,0.0,0.8980392156862745,0.10196078431372549,0.0,0.0,Jerrold L. Nadler RECAP,0.8980392156862745
67097,67097,100,30,19,197,0,4,250,227,19,0,4,0.12,0.076,0.788,0.0,0.016,0.908,0.076,0.0,0.016,Jerrold L. Nadler RECAP,0.908
67098,67098,100,49,26,230,0,0,305,279,26,0,0,0.16065573770491803,0.08524590163934426,0.7540983606557377,0.0,0.0,0.9147540983606557,0.08524590163934426,0.0,0.0,Jerrold L. Nadler RECAP,0.9147540983606557
67099,67099,100,48,22,159,0,0,229,207,22,0,0,0.2096069868995633,0.09606986899563319,0.6943231441048034,0.0,0.0,0.9039301310043668,0.09606986899563319,0.0,0.0,Jerrold L. Nadler RECAP,0.9039301310043668
67100,67100,100,0,0,1,0,0,1,1,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Jerrold L. Nadler RECAP,1.0
67101,67101,100,1,10,55,1,0,67,56,10,1,0,0.014925373134328358,0.14925373134328357,0.8208955223880597,0.014925373134328358,0.0,0.835820895522388,0.14925373134328357,0.014925373134328358,0.0,Jerrold L. Nadler RECAP,0.835820895522388
67200,67200,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
67201,67201,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
67202,67202,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
69001,69001,100,25,20,165,0,3,213,190,20,0,3,0.11737089201877934,0.09389671361502347,0.7746478873239436,0.0,0.014084507042253521,0.892018779342723,0.09389671361502347,0.0,0.014084507042253521,Jerrold L. Nadler RECAP,0.892018779342723
69002,69002,100,28,10,136,1,2,177,164,10,1,2,0.15819209039548024,0.05649717514124294,0.768361581920904,0.005649717514124294,0.011299435028248588,0.9265536723163842,0.05649717514124294,0.005649717514124294,0.011299435028248588,Jerrold L. Nadler RECAP,0.9265536723163842
69003,69003,100,43,25,214,0,3,285,257,25,0,3,0.15087719298245614,0.08771929824561403,0.7508771929824561,0.0,0.010526315789473684,0.9017543859649123,0.08771929824561403,0.0,0.010526315789473684,Jerrold L. Nadler RECAP,0.9017543859649123
69004,69004,100,46,29,193,0,3,271,239,29,0,3,0.16974169741697417,0.1070110701107011,0.7121771217712177,0.0,0.01107011070110701,0.8819188191881919,0.1070110701107011,0.0,0.01107011070110701,Jerrold L. Nadler RECAP,0.8819188191881919
69005,69005,100,42,26,173,1,0,242,215,26,1,0,0.17355371900826447,0.10743801652892562,0.7148760330578512,0.004132231404958678,0.0,0.8884297520661157,0.10743801652892562,0.004132231404958678,0.0,Jerrold L. Nadler RECAP,0.8884297520661157
69006,69006,100,44,28,255,0,3,330,299,28,0,3,0.13333333333333333,0.08484848484848485,0.7727272727272727,0.0,0.00909090909090909,0.906060606060606,0.08484848484848485,0.0,0.00909090909090909,Jerrold L. Nadler RECAP,0.906060606060606
69007,69007,100,52,24,178,0,0,254,230,24,0,0,0.2047244094488189,0.09448818897637795,0.7007874015748031,0.0,0.0,0.905511811023622,0.09448818897637795,0.0,0.0,Jerrold L. Nadler RECAP,0.905511811023622
69008,69008,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
69009,69009,100,30,25,227,0,2,284,257,25,0,2,0.1056338028169014,0.0880281690140845,0.7992957746478874,0.0,0.007042253521126761,0.9049295774647887,0.0880281690140845,0.0,0.007042253521126761,Jerrold L. Nadler RECAP,0.9049295774647887
69010,69010,100,59,31,259,0,0,349,318,31,0,0,0.16905444126074498,0.08882521489971347,0.7421203438395415,0.0,0.0,0.9111747851002865,0.08882521489971347,0.0,0.0,Jerrold L. Nadler RECAP,0.9111747851002865
69011,69011,100,65,24,257,0,1,347,322,24,0,1,0.1873198847262248,0.069164265129683,0.7406340057636888,0.0,0.002881844380403458,0.9279538904899135,0.069164265129683,0.0,0.002881844380403458,Jerrold L. Nadler RECAP,0.9279538904899135
69012,69012,100,35,22,229,1,1,288,264,22,1,1,0.12152777777777778,0.0763888888888889,0.7951388888888888,0.003472222222222222,0.003472222222222222,0.9166666666666666,0.0763888888888889,0.003472222222222222,0.003472222222222222,Jerrold L. Nadler RECAP,0.9166666666666666
69013,69013,100,37,18,170,0,0,225,207,18,0,0,0.16444444444444445,0.08,0.7555555555555555,0.0,0.0,0.92,0.08,0.0,0.0,Jerrold L. Nadler RECAP,0.92
69014,69014,100,28,26,138,1,1,194,166,26,1,1,0.14432989690721648,0.13402061855670103,0.711340206185567,0.005154639175257732,0.005154639175257732,0.8556701030927835,0.13402061855670103,0.005154639175257732,0.005154639175257732,Jerrold L. Nadler RECAP,0.8556701030927835
69015,69015,100,46,24,243,0,1,314,289,24,0,1,0.1464968152866242,0.07643312101910828,0.7738853503184714,0.0,0.0031847133757961785,0.9203821656050956,0.07643312101910828,0.0,0.0031847133757961785,Jerrold L. Nadler RECAP,0.9203821656050956
69016,69016,100,22,21,173,0,3,219,195,21,0,3,0.1004566210045662,0.0958904109589041,0.7899543378995434,0.0,0.0136986301369863,0.8904109589041096,0.0958904109589041,0.0,0.0136986301369863,Jerrold L. Nadler RECAP,0.8904109589041096
69017,69017,100,36,5,230,0,0,271,266,5,0,0,0.13284132841328414,0.01845018450184502,0.8487084870848709,0.0,0.0,0.981549815498155,0.01845018450184502,0.0,0.0,Jerrold L. Nadler RECAP,0.981549815498155
69018,69018,100,65,27,299,1,3,395,364,27,1,3,0.16455696202531644,0.06835443037974684,0.7569620253164557,0.002531645569620253,0.007594936708860759,0.9215189873417722,0.06835443037974684,0.002531645569620253,0.007594936708860759,Jerrold L. Nadler RECAP,0.9215189873417722
69019,69019,100,18,16,167,0,0,201,185,16,0,0,0.08955223880597014,0.07960199004975124,0.8308457711442786,0.0,0.0,0.9203980099502488,0.07960199004975124,0.0,0.0,Jerrold L. Nadler RECAP,0.9203980099502488
69020,69020,100,48,20,275,0,2,345,323,20,0,2,0.1391304347826087,0.057971014492753624,0.7971014492753623,0.0,0.005797101449275362,0.936231884057971,0.057971014492753624,0.0,0.005797101449275362,Jerrold L. Nadler RECAP,0.936231884057971
69021,69021,100,43,19,148,0,0,210,191,19,0,0,0.20476190476190476,0.09047619047619047,0.7047619047619048,0.0,0.0,0.9095238095238095,0.09047619047619047,0.0,0.0,Jerrold L. Nadler RECAP,0.9095238095238095
69022,69022,100,48,26,233,0,2,309,281,26,0,2,0.1553398058252427,0.08414239482200647,0.7540453074433657,0.0,0.006472491909385114,0.9093851132686084,0.08414239482200647,0.0,0.006472491909385114,Jerrold L. Nadler RECAP,0.9093851132686084
69023,69023,100,45,17,138,1,0,201,183,17,1,0,0.22388059701492538,0.0845771144278607,0.6865671641791045,0.004975124378109453,0.0,0.9104477611940298,0.0845771144278607,0.004975124378109453,0.0,Jerrold L. Nadler RECAP,0.9104477611940298
69024,69024,100,51,17,218,0,2,288,269,17,0,2,0.17708333333333334,0.059027777777777776,0.7569444444444444,0.0,0.006944444444444444,0.9340277777777778,0.059027777777777776,0.0,0.006944444444444444,Jerrold L. Nadler RECAP,0.9340277777777778
69025,69025,100,56,26,257,0,2,341,313,26,0,2,0.16422287390029325,0.07624633431085044,0.7536656891495601,0.0,0.005865102639296188,0.9178885630498533,0.07624633431085044,0.0,0.005865102639296188,Jerrold L. Nadler RECAP,0.9178885630498533
69026,69026,100,65,12,222,1,2,302,287,12,1,2,0.2152317880794702,0.039735099337748346,0.7350993377483444,0.0033112582781456954,0.006622516556291391,0.9503311258278145,0.039735099337748346,0.0033112582781456954,0.006622516556291391,Jerrold L. Nadler RECAP,0.9503311258278145
