ED,Reported As,Reporting,Menachem M. Raitport (Conservative),Scattered,Jesse E. Hamilton (Democratic),Total Votes,Menachem M. Raitport RECAP,Scattered RECAP,Jesse E. Hamilton RECAP,p_Menachem M. Raitport (Conservative),p_Scattered,p_Jesse E. Hamilton (Democratic),p_Menachem M. Raitport RECAP,p_Scattered RECAP,p_Jesse E. Hamilton RECAP,winner,winner_p
57080,57080,100,4,0,284,288,4,0,284,0.013888888888888888,0.0,0.9861111111111112,0.013888888888888888,0.0,0.9861111111111112,Jesse E. Hamilton RECAP,0.9861111111111112
57081,57081,100,2,0,233,235,2,0,233,0.00851063829787234,0.0,0.9914893617021276,0.00851063829787234,0.0,0.9914893617021276,Jesse E. Hamilton RECAP,0.9914893617021276
57082,57082,100,1,0,99,100,1,0,99,0.01,0.0,0.99,0.01,0.0,0.99,Jesse E. Hamilton RECAP,0.99
57083,57083,100,1,0,181,182,1,0,181,0.005494505494505495,0.0,0.9945054945054945,0.005494505494505495,0.0,0.9945054945054945,Jesse E. Hamilton RECAP,0.9945054945054945
57084,57084,100,1,0,119,120,1,0,119,0.008333333333333333,0.0,0.9916666666666667,0.008333333333333333,0.0,0.9916666666666667,Jesse E. Hamilton RECAP,0.9916666666666667
57085,57085,100,1,1,241,243,1,1,241,0.00411522633744856,0.00411522633744856,0.9917695473251029,0.00411522633744856,0.00411522633744856,0.9917695473251029,Jesse E. Hamilton RECAP,0.9917695473251029
57088,57088,100,2,0,216,218,2,0,216,0.009174311926605505,0.0,0.9908256880733946,0.009174311926605505,0.0,0.9908256880733946,Jesse E. Hamilton RECAP,0.9908256880733946
57089,57089,100,1,0,226,227,1,0,226,0.004405286343612335,0.0,0.9955947136563876,0.004405286343612335,0.0,0.9955947136563876,Jesse E. Hamilton RECAP,0.9955947136563876
57090,57090,100,2,1,307,310,2,1,307,0.0064516129032258064,0.0032258064516129032,0.9903225806451613,0.0064516129032258064,0.0032258064516129032,0.9903225806451613,Jesse E. Hamilton RECAP,0.9903225806451613
57091,57091,100,4,0,278,282,4,0,278,0.014184397163120567,0.0,0.9858156028368794,0.014184397163120567,0.0,0.9858156028368794,Jesse E. Hamilton RECAP,0.9858156028368794
57092,57092,100,3,1,166,170,3,1,166,0.01764705882352941,0.0058823529411764705,0.9764705882352941,0.01764705882352941,0.0058823529411764705,0.9764705882352941,Jesse E. Hamilton RECAP,0.9764705882352941
57093,57093,100,0,1,159,160,0,1,159,0.0,0.00625,0.99375,0.0,0.00625,0.99375,Jesse E. Hamilton RECAP,0.99375
58001,58001,100,2,0,200,202,2,0,200,0.009900990099009901,0.0,0.9900990099009901,0.009900990099009901,0.0,0.9900990099009901,Jesse E. Hamilton RECAP,0.9900990099009901
58002,58002,100,5,0,223,228,5,0,223,0.021929824561403508,0.0,0.9780701754385965,0.021929824561403508,0.0,0.9780701754385965,Jesse E. Hamilton RECAP,0.9780701754385965
58003,58003,100,0,0,211,211,0,0,211,0.0,0.0,1.0,0.0,0.0,1.0,Jesse E. Hamilton RECAP,1.0
58004,58004,100,6,0,212,218,6,0,212,0.027522935779816515,0.0,0.9724770642201835,0.027522935779816515,0.0,0.9724770642201835,Jesse E. Hamilton RECAP,0.9724770642201835
58005,58005,100,0,0,251,251,0,0,251,0.0,0.0,1.0,0.0,0.0,1.0,Jesse E. Hamilton RECAP,1.0
58006,58006,100,0,0,194,194,0,0,194,0.0,0.0,1.0,0.0,0.0,1.0,Jesse E. Hamilton RECAP,1.0
58007,58007,100,2,0,176,178,2,0,176,0.011235955056179775,0.0,0.9887640449438202,0.011235955056179775,0.0,0.9887640449438202,Jesse E. Hamilton RECAP,0.9887640449438202
58008,58008,100,0,0,247,247,0,0,247,0.0,0.0,1.0,0.0,0.0,1.0,Jesse E. Hamilton RECAP,1.0
58009,58009,100,1,0,238,239,1,0,238,0.0041841004184100415,0.0,0.99581589958159,0.0041841004184100415,0.0,0.99581589958159,Jesse E. Hamilton RECAP,0.99581589958159
58010,58010,100,2,0,210,212,2,0,210,0.009433962264150943,0.0,0.9905660377358491,0.009433962264150943,0.0,0.9905660377358491,Jesse E. Hamilton RECAP,0.9905660377358491
58011,58011,100,2,0,214,216,2,0,214,0.009259259259259259,0.0,0.9907407407407407,0.009259259259259259,0.0,0.9907407407407407,Jesse E. Hamilton RECAP,0.9907407407407407
58012,58012,100,6,0,255,261,6,0,255,0.022988505747126436,0.0,0.9770114942528736,0.022988505747126436,0.0,0.9770114942528736,Jesse E. Hamilton RECAP,0.9770114942528736
58013,58013,100,0,0,194,194,0,0,194,0.0,0.0,1.0,0.0,0.0,1.0,Jesse E. Hamilton RECAP,1.0
58014,58014,100,3,0,129,132,3,0,129,0.022727272727272728,0.0,0.9772727272727273,0.022727272727272728,0.0,0.9772727272727273,Jesse E. Hamilton RECAP,0.9772727272727273
58015,58015,100,3,0,178,181,3,0,178,0.016574585635359115,0.0,0.9834254143646409,0.016574585635359115,0.0,0.9834254143646409,Jesse E. Hamilton RECAP,0.9834254143646409
58045,58045,100,1,1,162,164,1,1,162,0.006097560975609756,0.006097560975609756,0.9878048780487805,0.006097560975609756,0.006097560975609756,0.9878048780487805,Jesse E. Hamilton RECAP,0.9878048780487805
58046,58046,100,4,0,193,197,4,0,193,0.02030456852791878,0.0,0.9796954314720813,0.02030456852791878,0.0,0.9796954314720813,Jesse E. Hamilton RECAP,0.9796954314720813
58047,58047,100,1,0,154,155,1,0,154,0.0064516129032258064,0.0,0.9935483870967742,0.0064516129032258064,0.0,0.9935483870967742,Jesse E. Hamilton RECAP,0.9935483870967742
58048,58048,100,2,0,133,135,2,0,133,0.014814814814814815,0.0,0.9851851851851852,0.014814814814814815,0.0,0.9851851851851852,Jesse E. Hamilton RECAP,0.9851851851851852
58052,58052,100,0,0,198,198,0,0,198,0.0,0.0,1.0,0.0,0.0,1.0,Jesse E. Hamilton RECAP,1.0
58053,58053,100,1,0,41,42,1,0,41,0.023809523809523808,0.0,0.9761904761904762,0.023809523809523808,0.0,0.9761904761904762,Jesse E. Hamilton RECAP,0.9761904761904762
58054,58054,100,2,0,170,172,2,0,170,0.011627906976744186,0.0,0.9883720930232558,0.011627906976744186,0.0,0.9883720930232558,Jesse E. Hamilton RECAP,0.9883720930232558
