ED,Reported As,Reporting,Martin J. Golden (Republican),James T. Kemmerer (Democratic),James T. Kemmerer (Working Families),Scattered,Martin J. Golden (Conservative),Martin J. Golden (Independence),Total Votes,Martin J. Golden RECAP,James T. Kemmerer RECAP,Scattered RECAP,p_Martin J. Golden (Republican),p_James T. Kemmerer (Democratic),p_James T. Kemmerer (Working Families),p_Scattered,p_Martin J. Golden (Conservative),p_Martin J. Golden (Independence),p_Martin J. Golden RECAP,p_James T. Kemmerer RECAP,p_Scattered RECAP,winner,winner_p
48050,48050,100,108,15,0,0,25,6,154,139,15,0,0.7012987012987013,0.09740259740259741,0.0,0.0,0.16233766233766234,0.03896103896103896,0.9025974025974026,0.09740259740259741,0.0,Martin J. Golden RECAP,0.9025974025974026
48051,48051,100,90,31,3,1,23,5,153,118,34,1,0.5882352941176471,0.20261437908496732,0.0196078431372549,0.006535947712418301,0.1503267973856209,0.032679738562091505,0.7712418300653595,0.2222222222222222,0.006535947712418301,Martin J. Golden RECAP,0.7712418300653595
48052,48052,100,111,30,2,0,17,5,165,133,32,0,0.6727272727272727,0.18181818181818182,0.012121212121212121,0.0,0.10303030303030303,0.030303030303030304,0.806060606060606,0.19393939393939394,0.0,Martin J. Golden RECAP,0.806060606060606
48059,48059,100,170,32,3,0,50,5,260,225,35,0,0.6538461538461539,0.12307692307692308,0.011538461538461539,0.0,0.19230769230769232,0.019230769230769232,0.8653846153846154,0.1346153846153846,0.0,Martin J. Golden RECAP,0.8653846153846154
48068,48068,100,20,10,1,0,5,0,36,25,11,0,0.5555555555555556,0.2777777777777778,0.027777777777777776,0.0,0.1388888888888889,0.0,0.6944444444444444,0.3055555555555556,0.0,Martin J. Golden RECAP,0.6944444444444444
49016,49016,100,63,40,2,0,9,6,120,78,42,0,0.525,0.3333333333333333,0.016666666666666666,0.0,0.075,0.05,0.65,0.35,0.0,Martin J. Golden RECAP,0.65
49017,49017,100,47,34,2,0,13,9,105,69,36,0,0.44761904761904764,0.3238095238095238,0.01904761904761905,0.0,0.12380952380952381,0.08571428571428572,0.6571428571428571,0.34285714285714286,0.0,Martin J. Golden RECAP,0.6571428571428571
49018,49018,100,21,2,0,0,1,8,32,30,2,0,0.65625,0.0625,0.0,0.0,0.03125,0.25,0.9375,0.0625,0.0,Martin J. Golden RECAP,0.9375
49019,49019,100,66,54,7,0,13,2,142,81,61,0,0.4647887323943662,0.38028169014084506,0.04929577464788732,0.0,0.09154929577464789,0.014084507042253521,0.5704225352112676,0.4295774647887324,0.0,Martin J. Golden RECAP,0.5704225352112676
49020,49020,100,80,38,4,0,14,10,146,104,42,0,0.547945205479452,0.2602739726027397,0.0273972602739726,0.0,0.0958904109589041,0.0684931506849315,0.7123287671232876,0.2876712328767123,0.0,Martin J. Golden RECAP,0.7123287671232876
49021,49021,100,59,31,6,1,10,3,110,72,37,1,0.5363636363636364,0.2818181818181818,0.05454545454545454,0.00909090909090909,0.09090909090909091,0.02727272727272727,0.6545454545454545,0.33636363636363636,0.00909090909090909,Martin J. Golden RECAP,0.6545454545454545
49022,49022,100,96,55,1,0,21,9,182,126,56,0,0.5274725274725275,0.3021978021978022,0.005494505494505495,0.0,0.11538461538461539,0.04945054945054945,0.6923076923076923,0.3076923076923077,0.0,Martin J. Golden RECAP,0.6923076923076923
49023,49023,100,49,49,3,0,3,6,110,58,52,0,0.44545454545454544,0.44545454545454544,0.02727272727272727,0.0,0.02727272727272727,0.05454545454545454,0.5272727272727272,0.4727272727272727,0.0,Martin J. Golden RECAP,0.5272727272727272
49024,49024,100,44,25,4,0,10,6,89,60,29,0,0.4943820224719101,0.2808988764044944,0.0449438202247191,0.0,0.11235955056179775,0.06741573033707865,0.6741573033707865,0.3258426966292135,0.0,Martin J. Golden RECAP,0.6741573033707865
49025,49025,100,83,52,6,0,13,5,159,101,58,0,0.5220125786163522,0.3270440251572327,0.03773584905660377,0.0,0.08176100628930817,0.031446540880503145,0.6352201257861635,0.36477987421383645,0.0,Martin J. Golden RECAP,0.6352201257861635
49026,49026,100,78,38,9,0,10,3,138,91,47,0,0.5652173913043478,0.2753623188405797,0.06521739130434782,0.0,0.07246376811594203,0.021739130434782608,0.6594202898550725,0.34057971014492755,0.0,Martin J. Golden RECAP,0.6594202898550725
49027,49027,100,48,37,2,0,5,4,96,57,39,0,0.5,0.3854166666666667,0.020833333333333332,0.0,0.052083333333333336,0.041666666666666664,0.59375,0.40625,0.0,Martin J. Golden RECAP,0.59375
49028,49028,100,93,24,9,0,18,3,147,114,33,0,0.6326530612244898,0.16326530612244897,0.061224489795918366,0.0,0.12244897959183673,0.02040816326530612,0.7755102040816326,0.22448979591836735,0.0,Martin J. Golden RECAP,0.7755102040816326
49029,49029,100,22,5,0,0,8,1,36,31,5,0,0.6111111111111112,0.1388888888888889,0.0,0.0,0.2222222222222222,0.027777777777777776,0.8611111111111112,0.1388888888888889,0.0,Martin J. Golden RECAP,0.8611111111111112
49035,49035,100,57,23,1,0,3,6,90,66,24,0,0.6333333333333333,0.25555555555555554,0.011111111111111112,0.0,0.03333333333333333,0.06666666666666667,0.7333333333333333,0.26666666666666666,0.0,Martin J. Golden RECAP,0.7333333333333333
49037,49037,100,83,41,2,1,16,5,148,104,43,1,0.5608108108108109,0.27702702702702703,0.013513513513513514,0.006756756756756757,0.10810810810810811,0.033783783783783786,0.7027027027027027,0.2905405405405405,0.006756756756756757,Martin J. Golden RECAP,0.7027027027027027
49038,49038,100,98,48,4,0,14,5,169,117,52,0,0.5798816568047337,0.28402366863905326,0.023668639053254437,0.0,0.08284023668639054,0.029585798816568046,0.6923076923076923,0.3076923076923077,0.0,Martin J. Golden RECAP,0.6923076923076923
49039,49039,100,94,60,6,0,6,5,171,105,66,0,0.5497076023391813,0.3508771929824561,0.03508771929824561,0.0,0.03508771929824561,0.029239766081871343,0.6140350877192983,0.38596491228070173,0.0,Martin J. Golden RECAP,0.6140350877192983
49040,49040,100,80,57,2,0,13,11,163,104,59,0,0.49079754601226994,0.3496932515337423,0.012269938650306749,0.0,0.07975460122699386,0.06748466257668712,0.6380368098159509,0.3619631901840491,0.0,Martin J. Golden RECAP,0.6380368098159509
49041,49041,100,79,42,5,1,13,5,145,97,47,1,0.5448275862068965,0.2896551724137931,0.034482758620689655,0.006896551724137931,0.0896551724137931,0.034482758620689655,0.6689655172413793,0.32413793103448274,0.006896551724137931,Martin J. Golden RECAP,0.6689655172413793
49045,49045,100,38,19,2,0,9,2,70,49,21,0,0.5428571428571428,0.2714285714285714,0.02857142857142857,0.0,0.12857142857142856,0.02857142857142857,0.7,0.3,0.0,Martin J. Golden RECAP,0.7
49047,49047,100,72,61,7,0,8,9,157,89,68,0,0.4585987261146497,0.3885350318471338,0.044585987261146494,0.0,0.050955414012738856,0.05732484076433121,0.5668789808917197,0.43312101910828027,0.0,Martin J. Golden RECAP,0.5668789808917197
49048,49048,100,134,60,7,0,27,10,238,171,67,0,0.5630252100840336,0.25210084033613445,0.029411764705882353,0.0,0.1134453781512605,0.04201680672268908,0.7184873949579832,0.2815126050420168,0.0,Martin J. Golden RECAP,0.7184873949579832
49049,49049,100,119,50,6,0,16,9,200,144,56,0,0.595,0.25,0.03,0.0,0.08,0.045,0.72,0.28,0.0,Martin J. Golden RECAP,0.72
49050,49050,100,108,64,6,0,24,5,207,137,70,0,0.5217391304347826,0.30917874396135264,0.028985507246376812,0.0,0.11594202898550725,0.024154589371980676,0.6618357487922706,0.33816425120772947,0.0,Martin J. Golden RECAP,0.6618357487922706
49051,49051,100,77,39,3,0,23,9,151,109,42,0,0.5099337748344371,0.2582781456953642,0.019867549668874173,0.0,0.152317880794702,0.059602649006622516,0.7218543046357616,0.2781456953642384,0.0,Martin J. Golden RECAP,0.7218543046357616
49052,49052,100,125,52,7,0,23,6,213,154,59,0,0.5868544600938967,0.24413145539906103,0.03286384976525822,0.0,0.107981220657277,0.028169014084507043,0.7230046948356808,0.27699530516431925,0.0,Martin J. Golden RECAP,0.7230046948356808
49053,49053,100,161,66,9,0,24,14,274,199,75,0,0.5875912408759124,0.24087591240875914,0.032846715328467155,0.0,0.08759124087591241,0.051094890510948905,0.7262773722627737,0.2737226277372263,0.0,Martin J. Golden RECAP,0.7262773722627737
49054,49054,100,89,33,6,0,17,4,149,110,39,0,0.5973154362416108,0.2214765100671141,0.040268456375838924,0.0,0.11409395973154363,0.026845637583892617,0.738255033557047,0.26174496644295303,0.0,Martin J. Golden RECAP,0.738255033557047
49056,49056,100,6,0,1,0,1,0,8,7,1,0,0.75,0.0,0.125,0.0,0.125,0.0,0.875,0.125,0.0,Martin J. Golden RECAP,0.875
49058,49058,100,56,27,4,0,10,3,100,69,31,0,0.56,0.27,0.04,0.0,0.1,0.03,0.69,0.31,0.0,Martin J. Golden RECAP,0.69
49059,49059,100,51,42,7,0,7,5,112,63,49,0,0.45535714285714285,0.375,0.0625,0.0,0.0625,0.044642857142857144,0.5625,0.4375,0.0,Martin J. Golden RECAP,0.5625
49063,49063,100,114,36,7,0,21,6,184,141,43,0,0.6195652173913043,0.1956521739130435,0.03804347826086957,0.0,0.11413043478260869,0.03260869565217391,0.7663043478260869,0.23369565217391305,0.0,Martin J. Golden RECAP,0.7663043478260869
51059,51059,100,110,119,34,0,25,11,299,146,153,0,0.36789297658862874,0.3979933110367893,0.11371237458193979,0.0,0.08361204013377926,0.03678929765886288,0.4882943143812709,0.5117056856187291,0.0,James T. Kemmerer RECAP,0.5117056856187291
51061,51061,100,91,98,24,0,29,5,247,125,122,0,0.3684210526315789,0.3967611336032389,0.09716599190283401,0.0,0.11740890688259109,0.020242914979757085,0.5060728744939271,0.4939271255060729,0.0,Martin J. Golden RECAP,0.5060728744939271
51062,51062,100,124,120,25,1,31,13,314,168,145,1,0.39490445859872614,0.3821656050955414,0.07961783439490445,0.0031847133757961785,0.09872611464968153,0.041401273885350316,0.535031847133758,0.46178343949044587,0.0031847133757961785,Martin J. Golden RECAP,0.535031847133758
59033,59033,100,133,52,7,0,36,11,239,180,59,0,0.5564853556485355,0.2175732217573222,0.029288702928870293,0.0,0.1506276150627615,0.04602510460251046,0.7531380753138075,0.24686192468619247,0.0,Martin J. Golden RECAP,0.7531380753138075
59034,59034,100,110,41,15,1,36,9,212,155,56,1,0.5188679245283019,0.19339622641509435,0.07075471698113207,0.0047169811320754715,0.16981132075471697,0.04245283018867924,0.7311320754716981,0.2641509433962264,0.0047169811320754715,Martin J. Golden RECAP,0.7311320754716981
59035,59035,100,161,46,7,0,62,16,292,239,53,0,0.5513698630136986,0.15753424657534246,0.023972602739726026,0.0,0.21232876712328766,0.0547945205479452,0.8184931506849316,0.1815068493150685,0.0,Martin J. Golden RECAP,0.8184931506849316
59036,59036,100,141,46,10,0,51,8,256,200,56,0,0.55078125,0.1796875,0.0390625,0.0,0.19921875,0.03125,0.78125,0.21875,0.0,Martin J. Golden RECAP,0.78125
59037,59037,100,152,42,3,0,47,13,257,212,45,0,0.5914396887159533,0.16342412451361868,0.011673151750972763,0.0,0.1828793774319066,0.05058365758754864,0.8249027237354085,0.17509727626459143,0.0,Martin J. Golden RECAP,0.8249027237354085
59038,59038,100,205,77,8,1,57,15,363,277,85,1,0.5647382920110193,0.21212121212121213,0.02203856749311295,0.0027548209366391185,0.15702479338842976,0.04132231404958678,0.7630853994490359,0.23415977961432508,0.0027548209366391185,Martin J. Golden RECAP,0.7630853994490359
59039,59039,100,105,38,8,0,49,7,207,161,46,0,0.5072463768115942,0.18357487922705315,0.03864734299516908,0.0,0.23671497584541062,0.033816425120772944,0.7777777777777778,0.2222222222222222,0.0,Martin J. Golden RECAP,0.7777777777777778
59040,59040,100,167,64,12,0,73,20,336,260,76,0,0.49702380952380953,0.19047619047619047,0.03571428571428571,0.0,0.21726190476190477,0.05952380952380952,0.7738095238095238,0.2261904761904762,0.0,Martin J. Golden RECAP,0.7738095238095238
59042,59042,100,137,26,2,0,78,26,269,241,28,0,0.5092936802973977,0.09665427509293681,0.007434944237918215,0.0,0.2899628252788104,0.09665427509293681,0.895910780669145,0.10408921933085502,0.0,Martin J. Golden RECAP,0.895910780669145
59043,59043,100,89,26,4,1,34,9,163,132,30,1,0.5460122699386503,0.15950920245398773,0.024539877300613498,0.006134969325153374,0.2085889570552147,0.05521472392638037,0.8098159509202454,0.18404907975460122,0.006134969325153374,Martin J. Golden RECAP,0.8098159509202454
59044,59044,100,161,43,7,0,53,24,288,238,50,0,0.5590277777777778,0.14930555555555555,0.024305555555555556,0.0,0.1840277777777778,0.08333333333333333,0.8263888888888888,0.1736111111111111,0.0,Martin J. Golden RECAP,0.8263888888888888
59045,59045,100,120,22,0,0,33,4,179,157,22,0,0.6703910614525139,0.12290502793296089,0.0,0.0,0.18435754189944134,0.0223463687150838,0.8770949720670391,0.12290502793296089,0.0,Martin J. Golden RECAP,0.8770949720670391
59046,59046,100,1,1,0,0,0,1,3,2,1,0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,Martin J. Golden RECAP,0.6666666666666666
59048,59048,100,5,9,0,0,1,2,17,8,9,0,0.29411764705882354,0.5294117647058824,0.0,0.0,0.058823529411764705,0.11764705882352941,0.47058823529411764,0.5294117647058824,0.0,James T. Kemmerer RECAP,0.5294117647058824
59079,59079,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
64075,64075,100,151,101,27,0,41,16,336,208,128,0,0.4494047619047619,0.3005952380952381,0.08035714285714286,0.0,0.12202380952380952,0.047619047619047616,0.6190476190476191,0.38095238095238093,0.0,Martin J. Golden RECAP,0.6190476190476191
64076,64076,100,151,115,20,1,19,15,321,185,135,1,0.470404984423676,0.3582554517133956,0.06230529595015576,0.003115264797507788,0.059190031152647975,0.04672897196261682,0.5763239875389408,0.4205607476635514,0.003115264797507788,Martin J. Golden RECAP,0.5763239875389408
64077,64077,100,174,112,31,0,39,15,371,228,143,0,0.46900269541778977,0.3018867924528302,0.08355795148247978,0.0,0.10512129380053908,0.04043126684636118,0.6145552560646901,0.38544474393531,0.0,Martin J. Golden RECAP,0.6145552560646901
64078,64078,100,159,135,33,1,34,6,368,199,168,1,0.4320652173913043,0.36684782608695654,0.08967391304347826,0.002717391304347826,0.09239130434782608,0.016304347826086956,0.5407608695652174,0.45652173913043476,0.002717391304347826,Martin J. Golden RECAP,0.5407608695652174
64079,64079,100,104,104,12,0,22,13,255,139,116,0,0.40784313725490196,0.40784313725490196,0.047058823529411764,0.0,0.08627450980392157,0.050980392156862744,0.5450980392156862,0.4549019607843137,0.0,Martin J. Golden RECAP,0.5450980392156862
64080,64080,100,115,123,16,0,25,9,288,149,139,0,0.3993055555555556,0.4270833333333333,0.05555555555555555,0.0,0.08680555555555555,0.03125,0.5173611111111112,0.4826388888888889,0.0,Martin J. Golden RECAP,0.5173611111111112
64083,64083,100,131,128,34,0,26,10,329,167,162,0,0.3981762917933131,0.3890577507598784,0.1033434650455927,0.0,0.0790273556231003,0.030395136778115502,0.5075987841945289,0.49240121580547114,0.0,Martin J. Golden RECAP,0.5075987841945289
64084,64084,100,132,105,28,1,39,9,314,180,133,1,0.42038216560509556,0.3343949044585987,0.08917197452229299,0.0031847133757961785,0.12420382165605096,0.028662420382165606,0.5732484076433121,0.42356687898089174,0.0031847133757961785,Martin J. Golden RECAP,0.5732484076433121
64085,64085,100,123,114,24,0,58,11,330,192,138,0,0.37272727272727274,0.34545454545454546,0.07272727272727272,0.0,0.17575757575757575,0.03333333333333333,0.5818181818181818,0.41818181818181815,0.0,Martin J. Golden RECAP,0.5818181818181818
64086,64086,100,85,94,21,1,18,10,229,113,115,1,0.37117903930131,0.4104803493449782,0.09170305676855896,0.004366812227074236,0.07860262008733625,0.043668122270742356,0.49344978165938863,0.5021834061135371,0.004366812227074236,James T. Kemmerer RECAP,0.5021834061135371
64087,64087,100,92,75,14,0,16,7,204,115,89,0,0.45098039215686275,0.36764705882352944,0.06862745098039216,0.0,0.0784313725490196,0.03431372549019608,0.5637254901960784,0.4362745098039216,0.0,Martin J. Golden RECAP,0.5637254901960784
64088,64088,100,115,127,27,0,26,11,306,152,154,0,0.3758169934640523,0.4150326797385621,0.08823529411764706,0.0,0.08496732026143791,0.03594771241830065,0.49673202614379086,0.5032679738562091,0.0,James T. Kemmerer RECAP,0.5032679738562091
64089,64089,100,220,49,10,0,48,18,345,286,59,0,0.6376811594202898,0.14202898550724638,0.028985507246376812,0.0,0.1391304347826087,0.05217391304347826,0.8289855072463768,0.17101449275362318,0.0,Martin J. Golden RECAP,0.8289855072463768
64090,64090,100,178,112,24,0,28,10,352,216,136,0,0.5056818181818182,0.3181818181818182,0.06818181818181818,0.0,0.07954545454545454,0.028409090909090908,0.6136363636363636,0.38636363636363635,0.0,Martin J. Golden RECAP,0.6136363636363636
64091,64091,100,94,28,7,0,25,6,160,125,35,0,0.5875,0.175,0.04375,0.0,0.15625,0.0375,0.78125,0.21875,0.0,Martin J. Golden RECAP,0.78125
64095,64095,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
64097,64097,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
