ED,Reported As,Reporting,Anna Culley (Republican),Carmen R. Velasquez (Democratic),Anna Culley (Democratic),Leslie G. Leach (Democratic),Thomas Benedetto (Conservative),William V. Decandido (Republican),John F. Casey (Republican),Ronald D. Hollie (Republican),Anna Culley (Conservative),Scattered,John F. Casey (Conservative),Ronald D. Hollie (Democratic),Total Votes,Anna Culley RECAP,Carmen R. Velasquez RECAP,Leslie G. Leach RECAP,Thomas Benedetto RECAP,William V. Decandido RECAP,John F. Casey RECAP,Ronald D. Hollie RECAP,Scattered RECAP,p_Anna Culley (Republican),p_Carmen R. Velasquez (Democratic),p_Anna Culley (Democratic),p_Leslie G. Leach (Democratic),p_Thomas Benedetto (Conservative),p_William V. Decandido (Republican),p_John F. Casey (Republican),p_Ronald D. Hollie (Republican),p_Anna Culley (Conservative),p_Scattered,p_John F. Casey (Conservative),p_Ronald D. Hollie (Democratic),p_Anna Culley RECAP,p_Carmen R. Velasquez RECAP,p_Leslie G. Leach RECAP,p_Thomas Benedetto RECAP,p_William V. Decandido RECAP,p_John F. Casey RECAP,p_Ronald D. Hollie RECAP,p_Scattered RECAP,winner,winner_p
25020,25020,100,44,142,135,134,25,42,53,38,9,0,13,126,761,188,142,134,25,42,66,164,0,0.05781865965834428,0.18659658344283836,0.1773981603153745,0.17608409986859397,0.0328515111695138,0.05519053876478318,0.06964520367936924,0.04993429697766097,0.011826544021024968,0.0,0.017082785808147174,0.16557161629434955,0.24704336399474375,0.18659658344283836,0.17608409986859397,0.0328515111695138,0.05519053876478318,0.08672798948751642,0.21550591327201052,0.0,Anna Culley RECAP,0.24704336399474375
25021,25021,100,46,118,120,122,23,47,62,52,16,0,14,107,727,182,118,122,23,47,76,159,0,0.06327372764786796,0.1623108665749656,0.16506189821182943,0.16781292984869325,0.03163686382393398,0.06464924346629987,0.08528198074277854,0.07152682255845942,0.02200825309491059,0.0,0.01925722145804677,0.14718019257221457,0.25034387895460797,0.1623108665749656,0.16781292984869325,0.03163686382393398,0.06464924346629987,0.10453920220082531,0.218707015130674,0.0,Anna Culley RECAP,0.25034387895460797
25022,25022,100,42,109,106,121,9,43,51,43,4,0,6,97,631,152,109,121,9,43,57,140,0,0.06656101426307448,0.17274167987321712,0.16798732171156894,0.19175911251980982,0.014263074484944533,0.06814580031695722,0.08082408874801902,0.06814580031695722,0.006339144215530904,0.0,0.009508716323296355,0.1537242472266244,0.24088748019017434,0.17274167987321712,0.19175911251980982,0.014263074484944533,0.06814580031695722,0.09033280507131537,0.2218700475435816,0.0,Anna Culley RECAP,0.24088748019017434
25023,25023,100,21,41,41,49,8,24,24,24,5,2,2,39,280,67,41,49,8,24,26,63,2,0.075,0.14642857142857144,0.14642857142857144,0.175,0.02857142857142857,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.017857142857142856,0.007142857142857143,0.007142857142857143,0.1392857142857143,0.2392857142857143,0.14642857142857144,0.175,0.02857142857142857,0.08571428571428572,0.09285714285714286,0.225,0.007142857142857143,Anna Culley RECAP,0.2392857142857143
25024,25024,100,53,97,104,107,21,51,71,45,6,0,5,95,655,163,97,107,21,51,76,140,0,0.08091603053435115,0.1480916030534351,0.15877862595419848,0.1633587786259542,0.03206106870229008,0.07786259541984733,0.1083969465648855,0.06870229007633588,0.00916030534351145,0.0,0.007633587786259542,0.1450381679389313,0.24885496183206107,0.1480916030534351,0.1633587786259542,0.03206106870229008,0.07786259541984733,0.11603053435114503,0.21374045801526717,0.0,Anna Culley RECAP,0.24885496183206107
25025,25025,100,66,97,112,110,21,64,77,65,16,0,19,96,743,194,97,110,21,64,96,161,0,0.08882907133243607,0.13055181695827725,0.15074024226110364,0.1480484522207268,0.02826379542395693,0.08613728129205922,0.10363391655450875,0.08748317631224764,0.021534320323014805,0.0,0.02557200538358008,0.12920592193808883,0.2611036339165545,0.13055181695827725,0.1480484522207268,0.02826379542395693,0.08613728129205922,0.12920592193808883,0.21668909825033647,0.0,Anna Culley RECAP,0.2611036339165545
25026,25026,100,2,13,15,17,3,5,3,3,2,0,3,15,81,19,13,17,3,5,6,18,0,0.024691358024691357,0.16049382716049382,0.18518518518518517,0.20987654320987653,0.037037037037037035,0.06172839506172839,0.037037037037037035,0.037037037037037035,0.024691358024691357,0.0,0.037037037037037035,0.18518518518518517,0.2345679012345679,0.16049382716049382,0.20987654320987653,0.037037037037037035,0.06172839506172839,0.07407407407407407,0.2222222222222222,0.0,Anna Culley RECAP,0.2345679012345679
25027,25027,100,48,74,75,72,29,46,59,59,26,6,21,69,584,149,74,72,29,46,80,128,6,0.0821917808219178,0.1267123287671233,0.1284246575342466,0.1232876712328767,0.04965753424657534,0.07876712328767123,0.10102739726027397,0.10102739726027397,0.04452054794520548,0.010273972602739725,0.03595890410958904,0.11815068493150685,0.2551369863013699,0.1267123287671233,0.1232876712328767,0.04965753424657534,0.07876712328767123,0.136986301369863,0.2191780821917808,0.010273972602739725,Anna Culley RECAP,0.2551369863013699
25028,25028,100,42,86,85,80,21,39,49,51,17,1,19,76,566,144,86,80,21,39,68,127,1,0.07420494699646643,0.1519434628975265,0.1501766784452297,0.1413427561837456,0.037102473498233215,0.06890459363957598,0.08657243816254417,0.09010600706713781,0.030035335689045935,0.0017667844522968198,0.03356890459363958,0.13427561837455831,0.254416961130742,0.1519434628975265,0.1413427561837456,0.037102473498233215,0.06890459363957598,0.12014134275618374,0.22438162544169613,0.0017667844522968198,Anna Culley RECAP,0.254416961130742
25029,25029,100,95,115,121,112,42,94,110,100,20,4,20,113,946,236,115,112,42,94,130,213,4,0.10042283298097252,0.12156448202959831,0.12790697674418605,0.11839323467230443,0.04439746300211417,0.09936575052854123,0.11627906976744186,0.10570824524312897,0.021141649048625793,0.004228329809725159,0.021141649048625793,0.11945031712473574,0.24947145877378435,0.12156448202959831,0.11839323467230443,0.04439746300211417,0.09936575052854123,0.13742071881606766,0.2251585623678647,0.004228329809725159,Anna Culley RECAP,0.24947145877378435
25030,25030,100,59,124,118,127,29,60,75,63,17,0,16,113,801,194,124,127,29,60,91,176,0,0.07365792759051186,0.15480649188514356,0.14731585518102372,0.1585518102372035,0.03620474406991261,0.0749063670411985,0.09363295880149813,0.07865168539325842,0.02122347066167291,0.0,0.019975031210986267,0.14107365792759052,0.2421972534332085,0.15480649188514356,0.1585518102372035,0.03620474406991261,0.0749063670411985,0.1136079900124844,0.21972534332084895,0.0,Anna Culley RECAP,0.2421972534332085
25031,25031,100,5,109,98,107,7,10,12,8,4,0,1,83,444,107,109,107,7,10,13,91,0,0.01126126126126126,0.24549549549549549,0.22072072072072071,0.240990990990991,0.015765765765765764,0.02252252252252252,0.02702702702702703,0.018018018018018018,0.009009009009009009,0.0,0.0022522522522522522,0.18693693693693694,0.240990990990991,0.24549549549549549,0.240990990990991,0.015765765765765764,0.02252252252252252,0.02927927927927928,0.20495495495495494,0.0,Carmen R. Velasquez RECAP,0.24549549549549549
25032,25032,100,37,105,98,105,16,46,49,44,12,0,12,88,612,147,105,105,16,46,61,132,0,0.06045751633986928,0.1715686274509804,0.16013071895424835,0.1715686274509804,0.026143790849673203,0.07516339869281045,0.08006535947712418,0.0718954248366013,0.0196078431372549,0.0,0.0196078431372549,0.1437908496732026,0.24019607843137256,0.1715686274509804,0.1715686274509804,0.026143790849673203,0.07516339869281045,0.09967320261437909,0.21568627450980393,0.0,Anna Culley RECAP,0.24019607843137256
25033,25033,100,54,91,87,96,23,49,52,50,12,0,13,77,604,153,91,96,23,49,65,127,0,0.08940397350993377,0.15066225165562913,0.14403973509933773,0.15894039735099338,0.0380794701986755,0.08112582781456953,0.08609271523178808,0.08278145695364239,0.019867549668874173,0.0,0.02152317880794702,0.12748344370860928,0.2533112582781457,0.15066225165562913,0.15894039735099338,0.0380794701986755,0.08112582781456953,0.1076158940397351,0.21026490066225165,0.0,Anna Culley RECAP,0.2533112582781457
25034,25034,100,7,11,12,14,1,8,7,6,0,0,0,11,77,19,11,14,1,8,7,17,0,0.09090909090909091,0.14285714285714285,0.15584415584415584,0.18181818181818182,0.012987012987012988,0.1038961038961039,0.09090909090909091,0.07792207792207792,0.0,0.0,0.0,0.14285714285714285,0.24675324675324675,0.14285714285714285,0.18181818181818182,0.012987012987012988,0.1038961038961039,0.09090909090909091,0.22077922077922077,0.0,Anna Culley RECAP,0.24675324675324675
25035,25035,100,49,73,75,73,17,52,58,49,7,0,10,65,528,131,73,73,17,52,68,114,0,0.0928030303030303,0.13825757575757575,0.14204545454545456,0.13825757575757575,0.032196969696969696,0.09848484848484848,0.10984848484848485,0.0928030303030303,0.013257575757575758,0.0,0.01893939393939394,0.12310606060606061,0.2481060606060606,0.13825757575757575,0.13825757575757575,0.032196969696969696,0.09848484848484848,0.12878787878787878,0.2159090909090909,0.0,Anna Culley RECAP,0.2481060606060606
25036,25036,100,67,100,90,88,20,71,83,72,12,0,18,80,701,169,100,88,20,71,101,152,0,0.09557774607703282,0.14265335235378032,0.12838801711840228,0.12553495007132667,0.028530670470756064,0.10128388017118402,0.11840228245363767,0.10271041369472182,0.017118402282453638,0.0,0.025677603423680456,0.11412268188302425,0.24108416547788872,0.14265335235378032,0.12553495007132667,0.028530670470756064,0.10128388017118402,0.14407988587731813,0.21683309557774608,0.0,Anna Culley RECAP,0.24108416547788872
25037,25037,100,71,93,103,88,22,65,81,72,10,0,11,85,701,184,93,88,22,65,92,157,0,0.10128388017118402,0.1326676176890157,0.14693295292439373,0.12553495007132667,0.03138373751783167,0.09272467902995721,0.11554921540656206,0.10271041369472182,0.014265335235378032,0.0,0.015691868758915834,0.12125534950071326,0.2624821683309558,0.1326676176890157,0.12553495007132667,0.03138373751783167,0.09272467902995721,0.1312410841654779,0.2239657631954351,0.0,Anna Culley RECAP,0.2624821683309558
25038,25038,100,40,66,61,65,25,38,47,38,16,2,16,66,480,117,66,65,25,38,63,104,2,0.08333333333333333,0.1375,0.12708333333333333,0.13541666666666666,0.052083333333333336,0.07916666666666666,0.09791666666666667,0.07916666666666666,0.03333333333333333,0.004166666666666667,0.03333333333333333,0.1375,0.24375,0.1375,0.13541666666666666,0.052083333333333336,0.07916666666666666,0.13125,0.21666666666666667,0.004166666666666667,Anna Culley RECAP,0.24375
25039,25039,100,84,101,95,97,32,84,83,88,19,0,19,88,790,198,101,97,32,84,102,176,0,0.10632911392405063,0.12784810126582277,0.12025316455696203,0.12278481012658228,0.04050632911392405,0.10632911392405063,0.10506329113924051,0.11139240506329114,0.024050632911392405,0.0,0.024050632911392405,0.11139240506329114,0.25063291139240507,0.12784810126582277,0.12278481012658228,0.04050632911392405,0.10632911392405063,0.1291139240506329,0.22278481012658227,0.0,Anna Culley RECAP,0.25063291139240507
25040,25040,100,84,118,114,119,29,84,109,79,17,2,14,108,877,215,118,119,29,84,123,187,2,0.09578107183580388,0.1345496009122007,0.12998859749144812,0.13568985176738882,0.0330672748004561,0.09578107183580388,0.12428734321550741,0.09007981755986318,0.019384264538198404,0.002280501710376283,0.01596351197263398,0.12314709236031927,0.2451539338654504,0.1345496009122007,0.13568985176738882,0.0330672748004561,0.09578107183580388,0.1402508551881414,0.21322690992018245,0.002280501710376283,Anna Culley RECAP,0.2451539338654504
25041,25041,100,15,25,25,27,11,14,17,17,5,0,5,25,186,45,25,27,11,14,22,42,0,0.08064516129032258,0.13440860215053763,0.13440860215053763,0.14516129032258066,0.05913978494623656,0.07526881720430108,0.0913978494623656,0.0913978494623656,0.026881720430107527,0.0,0.026881720430107527,0.13440860215053763,0.24193548387096775,0.13440860215053763,0.14516129032258066,0.05913978494623656,0.07526881720430108,0.11827956989247312,0.22580645161290322,0.0,Anna Culley RECAP,0.24193548387096775
25042,25042,100,47,88,96,88,32,40,56,51,17,4,20,73,612,160,88,88,32,40,76,124,4,0.07679738562091504,0.1437908496732026,0.1568627450980392,0.1437908496732026,0.05228758169934641,0.06535947712418301,0.0915032679738562,0.08333333333333333,0.027777777777777776,0.006535947712418301,0.032679738562091505,0.119281045751634,0.26143790849673204,0.1437908496732026,0.1437908496732026,0.05228758169934641,0.06535947712418301,0.12418300653594772,0.20261437908496732,0.006535947712418301,Anna Culley RECAP,0.26143790849673204
25043,25043,100,55,93,100,103,10,59,62,59,8,0,5,88,642,163,93,103,10,59,67,147,0,0.08566978193146417,0.14485981308411214,0.1557632398753894,0.16043613707165108,0.01557632398753894,0.09190031152647975,0.09657320872274143,0.09190031152647975,0.012461059190031152,0.0,0.00778816199376947,0.13707165109034267,0.2538940809968847,0.14485981308411214,0.16043613707165108,0.01557632398753894,0.09190031152647975,0.1043613707165109,0.22897196261682243,0.0,Anna Culley RECAP,0.2538940809968847
25044,25044,100,50,87,86,90,24,52,54,43,10,0,11,69,576,146,87,90,24,52,65,112,0,0.08680555555555555,0.15104166666666666,0.14930555555555555,0.15625,0.041666666666666664,0.09027777777777778,0.09375,0.07465277777777778,0.017361111111111112,0.0,0.019097222222222224,0.11979166666666667,0.2534722222222222,0.15104166666666666,0.15625,0.041666666666666664,0.09027777777777778,0.11284722222222222,0.19444444444444445,0.0,Anna Culley RECAP,0.2534722222222222
25045,25045,100,33,72,80,77,9,40,42,32,7,0,6,68,466,120,72,77,9,40,48,100,0,0.07081545064377683,0.15450643776824036,0.17167381974248927,0.16523605150214593,0.019313304721030045,0.08583690987124463,0.09012875536480687,0.06866952789699571,0.015021459227467811,0.0,0.012875536480686695,0.1459227467811159,0.2575107296137339,0.15450643776824036,0.16523605150214593,0.019313304721030045,0.08583690987124463,0.10300429184549356,0.2145922746781116,0.0,Anna Culley RECAP,0.2575107296137339
25046,25046,100,26,66,62,66,6,27,31,26,2,0,3,51,366,90,66,66,6,27,34,77,0,0.07103825136612021,0.18032786885245902,0.16939890710382513,0.18032786885245902,0.01639344262295082,0.07377049180327869,0.08469945355191257,0.07103825136612021,0.00546448087431694,0.0,0.00819672131147541,0.13934426229508196,0.2459016393442623,0.18032786885245902,0.18032786885245902,0.01639344262295082,0.07377049180327869,0.09289617486338798,0.2103825136612022,0.0,Anna Culley RECAP,0.2459016393442623
25047,25047,100,34,59,58,67,11,38,48,34,5,0,3,49,406,97,59,67,11,38,51,83,0,0.08374384236453201,0.14532019704433496,0.14285714285714285,0.16502463054187191,0.027093596059113302,0.09359605911330049,0.11822660098522167,0.08374384236453201,0.012315270935960592,0.0,0.007389162561576354,0.1206896551724138,0.23891625615763548,0.14532019704433496,0.16502463054187191,0.027093596059113302,0.09359605911330049,0.12561576354679804,0.2044334975369458,0.0,Anna Culley RECAP,0.23891625615763548
25048,25048,100,29,86,90,88,10,33,38,32,9,0,7,71,493,128,86,88,10,33,45,103,0,0.058823529411764705,0.1744421906693712,0.18255578093306288,0.17849898580121704,0.02028397565922921,0.06693711967545639,0.07707910750507099,0.06490872210953347,0.018255578093306288,0.0,0.014198782961460446,0.1440162271805274,0.25963488843813387,0.1744421906693712,0.17849898580121704,0.02028397565922921,0.06693711967545639,0.09127789046653144,0.20892494929006086,0.0,Anna Culley RECAP,0.25963488843813387
25049,25049,100,50,87,92,87,16,53,60,47,8,5,8,78,591,150,87,87,16,53,68,125,5,0.08460236886632826,0.14720812182741116,0.155668358714044,0.14720812182741116,0.02707275803722504,0.08967851099830795,0.10152284263959391,0.07952622673434856,0.01353637901861252,0.008460236886632826,0.01353637901861252,0.1319796954314721,0.25380710659898476,0.14720812182741116,0.14720812182741116,0.02707275803722504,0.08967851099830795,0.11505922165820642,0.21150592216582065,0.008460236886632826,Anna Culley RECAP,0.25380710659898476
25050,25050,100,23,70,69,70,9,25,32,20,2,1,5,53,379,94,70,70,9,25,37,73,1,0.06068601583113457,0.18469656992084432,0.1820580474934037,0.18469656992084432,0.023746701846965697,0.06596306068601583,0.08443271767810026,0.052770448548812667,0.005277044854881266,0.002638522427440633,0.013192612137203167,0.13984168865435356,0.24802110817941952,0.18469656992084432,0.18469656992084432,0.023746701846965697,0.06596306068601583,0.09762532981530343,0.19261213720316622,0.002638522427440633,Anna Culley RECAP,0.24802110817941952
25051,25051,100,20,84,79,78,4,21,30,21,4,0,5,72,418,103,84,78,4,21,35,93,0,0.04784688995215311,0.20095693779904306,0.18899521531100477,0.18660287081339713,0.009569377990430622,0.050239234449760764,0.07177033492822966,0.050239234449760764,0.009569377990430622,0.0,0.011961722488038277,0.1722488038277512,0.24641148325358853,0.20095693779904306,0.18660287081339713,0.009569377990430622,0.050239234449760764,0.08373205741626795,0.22248803827751196,0.0,Anna Culley RECAP,0.24641148325358853
25052,25052,100,33,83,99,85,6,33,36,32,1,0,3,75,486,133,83,85,6,33,39,107,0,0.06790123456790123,0.17078189300411523,0.2037037037037037,0.1748971193415638,0.012345679012345678,0.06790123456790123,0.07407407407407407,0.06584362139917696,0.00205761316872428,0.0,0.006172839506172839,0.15432098765432098,0.2736625514403292,0.17078189300411523,0.1748971193415638,0.012345679012345678,0.06790123456790123,0.08024691358024691,0.22016460905349794,0.0,Anna Culley RECAP,0.2736625514403292
25053,25053,100,33,111,150,134,11,35,41,28,2,0,4,95,644,185,111,134,11,35,45,123,0,0.05124223602484472,0.17236024844720496,0.2329192546583851,0.2080745341614907,0.017080745341614908,0.05434782608695652,0.06366459627329192,0.043478260869565216,0.003105590062111801,0.0,0.006211180124223602,0.14751552795031056,0.28726708074534163,0.17236024844720496,0.2080745341614907,0.017080745341614908,0.05434782608695652,0.06987577639751552,0.19099378881987578,0.0,Anna Culley RECAP,0.28726708074534163
25054,25054,100,20,161,115,130,12,18,25,17,4,0,7,109,618,139,161,130,12,18,32,126,0,0.032362459546925564,0.2605177993527508,0.18608414239482202,0.21035598705501618,0.019417475728155338,0.02912621359223301,0.040453074433656956,0.02750809061488673,0.006472491909385114,0.0,0.011326860841423949,0.17637540453074432,0.22491909385113268,0.2605177993527508,0.21035598705501618,0.019417475728155338,0.02912621359223301,0.05177993527508091,0.20388349514563106,0.0,Carmen R. Velasquez RECAP,0.2605177993527508
25055,25055,100,26,86,112,100,13,24,25,27,4,0,3,77,497,142,86,100,13,24,28,104,0,0.052313883299798795,0.17303822937625754,0.22535211267605634,0.2012072434607646,0.026156941649899398,0.0482897384305835,0.05030181086519115,0.05432595573440644,0.008048289738430584,0.0,0.006036217303822937,0.15492957746478872,0.2857142857142857,0.17303822937625754,0.2012072434607646,0.026156941649899398,0.0482897384305835,0.056338028169014086,0.20925553319919518,0.0,Anna Culley RECAP,0.2857142857142857
25056,25056,100,34,74,79,72,12,37,39,34,6,1,9,70,467,119,74,72,12,37,48,104,1,0.0728051391862955,0.15845824411134904,0.16916488222698073,0.15417558886509636,0.02569593147751606,0.07922912205567452,0.0835117773019272,0.0728051391862955,0.01284796573875803,0.0021413276231263384,0.019271948608137045,0.14989293361884368,0.25481798715203424,0.15845824411134904,0.15417558886509636,0.02569593147751606,0.07922912205567452,0.10278372591006424,0.22269807280513917,0.0021413276231263384,Anna Culley RECAP,0.25481798715203424
25057,25057,100,23,49,44,51,10,26,32,26,11,0,7,39,318,78,49,51,10,26,39,65,0,0.07232704402515723,0.1540880503144654,0.13836477987421383,0.16037735849056603,0.031446540880503145,0.08176100628930817,0.10062893081761007,0.08176100628930817,0.03459119496855346,0.0,0.0220125786163522,0.12264150943396226,0.24528301886792453,0.1540880503144654,0.16037735849056603,0.031446540880503145,0.08176100628930817,0.12264150943396226,0.20440251572327045,0.0,Anna Culley RECAP,0.24528301886792453
25058,25058,100,54,113,116,118,24,58,61,60,18,0,19,102,743,188,113,118,24,58,80,162,0,0.07267833109017496,0.15208613728129206,0.15612382234185734,0.15881561238223418,0.03230148048452221,0.07806191117092867,0.08209959623149395,0.08075370121130551,0.024226110363391656,0.0,0.02557200538358008,0.13728129205921938,0.253028263795424,0.15208613728129206,0.15881561238223418,0.03230148048452221,0.07806191117092867,0.10767160161507403,0.2180349932705249,0.0,Anna Culley RECAP,0.253028263795424
25059,25059,100,44,108,105,111,21,36,44,46,10,0,10,97,632,159,108,111,21,36,54,143,0,0.06962025316455696,0.17088607594936708,0.1661392405063291,0.17563291139240506,0.03322784810126582,0.056962025316455694,0.06962025316455696,0.07278481012658228,0.015822784810126583,0.0,0.015822784810126583,0.15348101265822786,0.25158227848101267,0.17088607594936708,0.17563291139240506,0.03322784810126582,0.056962025316455694,0.08544303797468354,0.22626582278481014,0.0,Anna Culley RECAP,0.25158227848101267
25060,25060,100,30,57,49,55,26,25,30,35,12,3,14,48,384,91,57,55,26,25,44,83,3,0.078125,0.1484375,0.12760416666666666,0.14322916666666666,0.06770833333333333,0.06510416666666667,0.078125,0.09114583333333333,0.03125,0.0078125,0.036458333333333336,0.125,0.23697916666666666,0.1484375,0.14322916666666666,0.06770833333333333,0.06510416666666667,0.11458333333333333,0.21614583333333334,0.0078125,Anna Culley RECAP,0.23697916666666666
25061,25061,100,52,85,83,83,25,56,64,52,9,0,10,77,596,144,85,83,25,56,74,129,0,0.087248322147651,0.14261744966442952,0.13926174496644295,0.13926174496644295,0.04194630872483222,0.09395973154362416,0.10738255033557047,0.087248322147651,0.015100671140939598,0.0,0.016778523489932886,0.12919463087248323,0.24161073825503357,0.14261744966442952,0.13926174496644295,0.04194630872483222,0.09395973154362416,0.12416107382550336,0.21644295302013422,0.0,Anna Culley RECAP,0.24161073825503357
25062,25062,100,25,79,67,67,6,24,27,26,5,0,4,56,386,97,79,67,6,24,31,82,0,0.06476683937823834,0.20466321243523317,0.17357512953367876,0.17357512953367876,0.015544041450777202,0.06217616580310881,0.06994818652849741,0.06735751295336788,0.012953367875647668,0.0,0.010362694300518135,0.14507772020725387,0.25129533678756477,0.20466321243523317,0.17357512953367876,0.015544041450777202,0.06217616580310881,0.08031088082901554,0.21243523316062177,0.0,Anna Culley RECAP,0.25129533678756477
25063,25063,100,44,79,78,75,26,42,55,45,17,5,16,67,549,139,79,75,26,42,71,112,5,0.08014571948998178,0.14389799635701275,0.14207650273224043,0.1366120218579235,0.04735883424408015,0.07650273224043716,0.10018214936247723,0.08196721311475409,0.030965391621129327,0.009107468123861567,0.029143897996357013,0.122040072859745,0.25318761384335153,0.14389799635701275,0.1366120218579235,0.04735883424408015,0.07650273224043716,0.12932604735883424,0.2040072859744991,0.009107468123861567,Anna Culley RECAP,0.25318761384335153
25064,25064,100,9,25,22,25,6,10,12,12,3,0,3,22,149,34,25,25,6,10,15,34,0,0.06040268456375839,0.16778523489932887,0.1476510067114094,0.16778523489932887,0.040268456375838924,0.06711409395973154,0.08053691275167785,0.08053691275167785,0.020134228187919462,0.0,0.020134228187919462,0.1476510067114094,0.22818791946308725,0.16778523489932887,0.16778523489932887,0.040268456375838924,0.06711409395973154,0.10067114093959731,0.22818791946308725,0.0,Tie,0.22818791946308725
25065,25065,100,23,103,99,103,17,26,33,27,12,1,9,90,543,134,103,103,17,26,42,117,1,0.0423572744014733,0.18968692449355432,0.18232044198895028,0.18968692449355432,0.03130755064456722,0.04788213627992634,0.06077348066298342,0.049723756906077346,0.022099447513812154,0.001841620626151013,0.016574585635359115,0.16574585635359115,0.24677716390423574,0.18968692449355432,0.18968692449355432,0.03130755064456722,0.04788213627992634,0.07734806629834254,0.2154696132596685,0.001841620626151013,Anna Culley RECAP,0.24677716390423574
25066,25066,100,7,17,18,21,3,8,7,6,2,0,2,15,106,27,17,21,3,8,9,21,0,0.0660377358490566,0.16037735849056603,0.16981132075471697,0.19811320754716982,0.02830188679245283,0.07547169811320754,0.0660377358490566,0.05660377358490566,0.018867924528301886,0.0,0.018867924528301886,0.14150943396226415,0.25471698113207547,0.16037735849056603,0.19811320754716982,0.02830188679245283,0.07547169811320754,0.08490566037735849,0.19811320754716982,0.0,Anna Culley RECAP,0.25471698113207547
25067,25067,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
26001,26001,100,39,33,36,33,17,36,40,36,9,0,9,25,313,84,33,33,17,36,49,61,0,0.12460063897763578,0.10543130990415335,0.11501597444089456,0.10543130990415335,0.054313099041533544,0.11501597444089456,0.12779552715654952,0.11501597444089456,0.02875399361022364,0.0,0.02875399361022364,0.07987220447284345,0.268370607028754,0.10543130990415335,0.10543130990415335,0.054313099041533544,0.11501597444089456,0.15654952076677317,0.19488817891373802,0.0,Anna Culley RECAP,0.268370607028754
26002,26002,100,12,32,31,27,4,13,15,12,6,0,6,23,181,49,32,27,4,13,21,35,0,0.06629834254143646,0.17679558011049723,0.1712707182320442,0.14917127071823205,0.022099447513812154,0.0718232044198895,0.08287292817679558,0.06629834254143646,0.03314917127071823,0.0,0.03314917127071823,0.1270718232044199,0.27071823204419887,0.17679558011049723,0.14917127071823205,0.022099447513812154,0.0718232044198895,0.11602209944751381,0.19337016574585636,0.0,Anna Culley RECAP,0.27071823204419887
26003,26003,100,93,119,123,121,43,82,111,82,26,0,24,111,935,242,119,121,43,82,135,193,0,0.09946524064171124,0.12727272727272726,0.13155080213903744,0.12941176470588237,0.045989304812834225,0.0877005347593583,0.11871657754010695,0.0877005347593583,0.027807486631016044,0.0,0.025668449197860963,0.11871657754010695,0.25882352941176473,0.12727272727272726,0.12941176470588237,0.045989304812834225,0.0877005347593583,0.1443850267379679,0.20641711229946524,0.0,Anna Culley RECAP,0.25882352941176473
26004,26004,100,95,94,89,87,23,92,94,92,13,0,15,74,768,197,94,87,23,92,109,166,0,0.12369791666666667,0.12239583333333333,0.11588541666666667,0.11328125,0.029947916666666668,0.11979166666666667,0.12239583333333333,0.11979166666666667,0.016927083333333332,0.0,0.01953125,0.09635416666666667,0.2565104166666667,0.12239583333333333,0.11328125,0.029947916666666668,0.11979166666666667,0.14192708333333334,0.21614583333333334,0.0,Anna Culley RECAP,0.2565104166666667
26005,26005,100,78,104,107,96,44,69,97,75,27,1,22,93,813,212,104,96,44,69,119,168,1,0.0959409594095941,0.12792127921279212,0.13161131611316113,0.11808118081180811,0.05412054120541206,0.08487084870848709,0.11931119311193111,0.09225092250922509,0.033210332103321034,0.0012300123001230013,0.02706027060270603,0.11439114391143912,0.2607626076260763,0.12792127921279212,0.11808118081180811,0.05412054120541206,0.08487084870848709,0.14637146371463713,0.2066420664206642,0.0012300123001230013,Anna Culley RECAP,0.2607626076260763
26006,26006,100,54,80,89,87,27,57,66,53,18,0,20,80,631,161,80,87,27,57,86,133,0,0.08557844690966719,0.12678288431061807,0.1410459587955626,0.13787638668779714,0.042789223454833596,0.09033280507131537,0.1045958795562599,0.08399366085578447,0.028526148969889066,0.0,0.03169572107765452,0.12678288431061807,0.2551505546751189,0.12678288431061807,0.13787638668779714,0.042789223454833596,0.09033280507131537,0.13629160063391443,0.21077654516640254,0.0,Anna Culley RECAP,0.2551505546751189
26007,26007,100,49,65,71,66,20,53,57,46,9,1,9,56,502,129,65,66,20,53,66,102,1,0.09760956175298804,0.1294820717131474,0.14143426294820718,0.13147410358565736,0.0398406374501992,0.10557768924302789,0.11354581673306773,0.09163346613545817,0.017928286852589643,0.00199203187250996,0.017928286852589643,0.11155378486055777,0.25697211155378485,0.1294820717131474,0.13147410358565736,0.0398406374501992,0.10557768924302789,0.13147410358565736,0.20318725099601595,0.00199203187250996,Anna Culley RECAP,0.25697211155378485
26008,26008,100,89,148,161,156,39,94,102,99,23,0,25,139,1075,273,148,156,39,94,127,238,0,0.0827906976744186,0.13767441860465116,0.14976744186046512,0.14511627906976743,0.03627906976744186,0.08744186046511628,0.09488372093023256,0.09209302325581395,0.021395348837209303,0.0,0.023255813953488372,0.12930232558139534,0.25395348837209303,0.13767441860465116,0.14511627906976743,0.03627906976744186,0.08744186046511628,0.11813953488372093,0.2213953488372093,0.0,Anna Culley RECAP,0.25395348837209303
