ED,Reported As,Reporting,Joseph P. Addabbo Jr. (Democratic),Michael Conigliaro (Republican),Scattered,Michael Conigliaro (Conservative),Total Votes,Joseph P. Addabbo Jr. RECAP,Michael Conigliaro RECAP,Scattered RECAP,p_Joseph P. Addabbo Jr. (Democratic),p_Michael Conigliaro (Republican),p_Scattered,p_Michael Conigliaro (Conservative),p_Joseph P. Addabbo Jr. RECAP,p_Michael Conigliaro RECAP,p_Scattered RECAP,winner,winner_p
30023,30023,100,110,92,0,17,219,110,109,0,0.502283105022831,0.4200913242009132,0.0,0.0776255707762557,0.502283105022831,0.4977168949771689,0.0,Joseph P. Addabbo Jr. RECAP,0.502283105022831
30024,30024,100,59,32,0,7,98,59,39,0,0.6020408163265306,0.32653061224489793,0.0,0.07142857142857142,0.6020408163265306,0.3979591836734694,0.0,Joseph P. Addabbo Jr. RECAP,0.6020408163265306
30025,30025,100,142,84,0,19,245,142,103,0,0.5795918367346938,0.34285714285714286,0.0,0.07755102040816327,0.5795918367346938,0.4204081632653061,0.0,Joseph P. Addabbo Jr. RECAP,0.5795918367346938
30026,30026,100,104,71,1,15,191,104,86,1,0.5445026178010471,0.3717277486910995,0.005235602094240838,0.07853403141361257,0.5445026178010471,0.450261780104712,0.005235602094240838,Joseph P. Addabbo Jr. RECAP,0.5445026178010471
30027,30027,100,135,69,1,18,223,135,87,1,0.6053811659192825,0.3094170403587444,0.004484304932735426,0.08071748878923767,0.6053811659192825,0.3901345291479821,0.004484304932735426,Joseph P. Addabbo Jr. RECAP,0.6053811659192825
30028,30028,100,0,0,0,1,1,0,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Michael Conigliaro RECAP,1.0
30029,30029,100,5,10,0,3,18,5,13,0,0.2777777777777778,0.5555555555555556,0.0,0.16666666666666666,0.2777777777777778,0.7222222222222222,0.0,Michael Conigliaro RECAP,0.7222222222222222
30033,30033,100,38,12,0,1,51,38,13,0,0.7450980392156863,0.23529411764705882,0.0,0.0196078431372549,0.7450980392156863,0.2549019607843137,0.0,Joseph P. Addabbo Jr. RECAP,0.7450980392156863
30036,30036,100,114,58,0,15,187,114,73,0,0.6096256684491979,0.31016042780748665,0.0,0.08021390374331551,0.6096256684491979,0.39037433155080214,0.0,Joseph P. Addabbo Jr. RECAP,0.6096256684491979
30037,30037,100,113,33,0,18,164,113,51,0,0.6890243902439024,0.20121951219512196,0.0,0.10975609756097561,0.6890243902439024,0.31097560975609756,0.0,Joseph P. Addabbo Jr. RECAP,0.6890243902439024
30072,30024,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
31006,31006,100,6,1,0,0,7,6,1,0,0.8571428571428571,0.14285714285714285,0.0,0.0,0.8571428571428571,0.14285714285714285,0.0,Joseph P. Addabbo Jr. RECAP,0.8571428571428571
31021,31021,100,6,0,0,0,6,6,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Joseph P. Addabbo Jr. RECAP,1.0
31027,31027,100,76,35,1,11,123,76,46,1,0.6178861788617886,0.2845528455284553,0.008130081300813009,0.08943089430894309,0.6178861788617886,0.37398373983739835,0.008130081300813009,Joseph P. Addabbo Jr. RECAP,0.6178861788617886
31028,31028,100,72,19,0,6,97,72,25,0,0.7422680412371134,0.1958762886597938,0.0,0.061855670103092786,0.7422680412371134,0.25773195876288657,0.0,Joseph P. Addabbo Jr. RECAP,0.7422680412371134
31060,31060,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
31071,31071,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
31072,31072,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
31073,31073,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
31077,31077,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
34056,34056,100,15,3,0,1,19,15,4,0,0.7894736842105263,0.15789473684210525,0.0,0.05263157894736842,0.7894736842105263,0.21052631578947367,0.0,Joseph P. Addabbo Jr. RECAP,0.7894736842105263
34054,34056,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
34062,34062,100,28,16,0,4,48,28,20,0,0.5833333333333334,0.3333333333333333,0.0,0.08333333333333333,0.5833333333333334,0.4166666666666667,0.0,Joseph P. Addabbo Jr. RECAP,0.5833333333333334
37042,37042,100,63,28,0,4,95,63,32,0,0.6631578947368421,0.29473684210526313,0.0,0.042105263157894736,0.6631578947368421,0.3368421052631579,0.0,Joseph P. Addabbo Jr. RECAP,0.6631578947368421
37043,37043,100,124,62,0,19,205,124,81,0,0.6048780487804878,0.3024390243902439,0.0,0.09268292682926829,0.6048780487804878,0.3951219512195122,0.0,Joseph P. Addabbo Jr. RECAP,0.6048780487804878
37044,37044,100,117,79,0,11,207,117,90,0,0.5652173913043478,0.38164251207729466,0.0,0.05314009661835749,0.5652173913043478,0.43478260869565216,0.0,Joseph P. Addabbo Jr. RECAP,0.5652173913043478
37045,37045,100,63,44,0,7,114,63,51,0,0.5526315789473685,0.38596491228070173,0.0,0.06140350877192982,0.5526315789473685,0.4473684210526316,0.0,Joseph P. Addabbo Jr. RECAP,0.5526315789473685
37046,37046,100,107,55,1,18,181,107,73,1,0.5911602209944752,0.30386740331491713,0.0055248618784530384,0.09944751381215469,0.5911602209944752,0.40331491712707185,0.0055248618784530384,Joseph P. Addabbo Jr. RECAP,0.5911602209944752
37047,37047,100,110,46,0,16,172,110,62,0,0.6395348837209303,0.26744186046511625,0.0,0.09302325581395349,0.6395348837209303,0.36046511627906974,0.0,Joseph P. Addabbo Jr. RECAP,0.6395348837209303
37048,37048,100,120,40,0,9,169,120,49,0,0.7100591715976331,0.23668639053254437,0.0,0.05325443786982249,0.7100591715976331,0.28994082840236685,0.0,Joseph P. Addabbo Jr. RECAP,0.7100591715976331
37049,37049,100,97,25,0,7,129,97,32,0,0.751937984496124,0.1937984496124031,0.0,0.05426356589147287,0.751937984496124,0.24806201550387597,0.0,Joseph P. Addabbo Jr. RECAP,0.751937984496124
37050,37050,100,103,33,1,3,140,103,36,1,0.7357142857142858,0.2357142857142857,0.007142857142857143,0.02142857142857143,0.7357142857142858,0.2571428571428571,0.007142857142857143,Joseph P. Addabbo Jr. RECAP,0.7357142857142858
37052,37052,100,41,12,0,5,58,41,17,0,0.7068965517241379,0.20689655172413793,0.0,0.08620689655172414,0.7068965517241379,0.29310344827586204,0.0,Joseph P. Addabbo Jr. RECAP,0.7068965517241379
37053,37053,100,22,7,0,5,34,22,12,0,0.6470588235294118,0.20588235294117646,0.0,0.14705882352941177,0.6470588235294118,0.35294117647058826,0.0,Joseph P. Addabbo Jr. RECAP,0.6470588235294118
37054,37054,100,79,30,0,6,115,79,36,0,0.6869565217391305,0.2608695652173913,0.0,0.05217391304347826,0.6869565217391305,0.3130434782608696,0.0,Joseph P. Addabbo Jr. RECAP,0.6869565217391305
37060,37060,100,13,5,0,1,19,13,6,0,0.6842105263157895,0.2631578947368421,0.0,0.05263157894736842,0.6842105263157895,0.3157894736842105,0.0,Joseph P. Addabbo Jr. RECAP,0.6842105263157895
37061,37061,100,62,32,0,5,99,62,37,0,0.6262626262626263,0.32323232323232326,0.0,0.050505050505050504,0.6262626262626263,0.37373737373737376,0.0,Joseph P. Addabbo Jr. RECAP,0.6262626262626263
37062,37062,100,82,37,0,13,132,82,50,0,0.6212121212121212,0.2803030303030303,0.0,0.09848484848484848,0.6212121212121212,0.3787878787878788,0.0,Joseph P. Addabbo Jr. RECAP,0.6212121212121212
37066,37066,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
38014,38014,100,113,80,0,11,204,113,91,0,0.553921568627451,0.39215686274509803,0.0,0.05392156862745098,0.553921568627451,0.44607843137254904,0.0,Joseph P. Addabbo Jr. RECAP,0.553921568627451
38015,38015,100,41,30,0,7,78,41,37,0,0.5256410256410257,0.38461538461538464,0.0,0.08974358974358974,0.5256410256410257,0.47435897435897434,0.0,Joseph P. Addabbo Jr. RECAP,0.5256410256410257
38016,38016,100,120,87,0,22,229,120,109,0,0.5240174672489083,0.3799126637554585,0.0,0.09606986899563319,0.5240174672489083,0.4759825327510917,0.0,Joseph P. Addabbo Jr. RECAP,0.5240174672489083
38017,38017,100,118,115,0,19,252,118,134,0,0.46825396825396826,0.45634920634920634,0.0,0.07539682539682539,0.46825396825396826,0.5317460317460317,0.0,Michael Conigliaro RECAP,0.5317460317460317
38018,38018,100,104,96,0,30,230,104,126,0,0.45217391304347826,0.41739130434782606,0.0,0.13043478260869565,0.45217391304347826,0.5478260869565217,0.0,Michael Conigliaro RECAP,0.5478260869565217
38019,38019,100,74,87,0,20,181,74,107,0,0.4088397790055249,0.48066298342541436,0.0,0.11049723756906077,0.4088397790055249,0.5911602209944752,0.0,Michael Conigliaro RECAP,0.5911602209944752
38020,38020,100,29,5,0,2,36,29,7,0,0.8055555555555556,0.1388888888888889,0.0,0.05555555555555555,0.8055555555555556,0.19444444444444445,0.0,Joseph P. Addabbo Jr. RECAP,0.8055555555555556
38021,38021,100,87,11,0,2,100,87,13,0,0.87,0.11,0.0,0.02,0.87,0.13,0.0,Joseph P. Addabbo Jr. RECAP,0.87
38028,38028,100,104,103,0,15,222,104,118,0,0.46846846846846846,0.46396396396396394,0.0,0.06756756756756757,0.46846846846846846,0.5315315315315315,0.0,Michael Conigliaro RECAP,0.5315315315315315
38030,38030,100,135,27,0,3,165,135,30,0,0.8181818181818182,0.16363636363636364,0.0,0.01818181818181818,0.8181818181818182,0.18181818181818182,0.0,Joseph P. Addabbo Jr. RECAP,0.8181818181818182
38031,38031,100,112,27,0,6,145,112,33,0,0.7724137931034483,0.18620689655172415,0.0,0.041379310344827586,0.7724137931034483,0.22758620689655173,0.0,Joseph P. Addabbo Jr. RECAP,0.7724137931034483
38032,38032,100,146,31,0,4,181,146,35,0,0.8066298342541437,0.1712707182320442,0.0,0.022099447513812154,0.8066298342541437,0.19337016574585636,0.0,Joseph P. Addabbo Jr. RECAP,0.8066298342541437
38033,38033,100,53,12,0,4,69,53,16,0,0.7681159420289855,0.17391304347826086,0.0,0.057971014492753624,0.7681159420289855,0.2318840579710145,0.0,Joseph P. Addabbo Jr. RECAP,0.7681159420289855
38035,38035,100,21,0,1,0,22,21,0,1,0.9545454545454546,0.0,0.045454545454545456,0.0,0.9545454545454546,0.0,0.045454545454545456,Joseph P. Addabbo Jr. RECAP,0.9545454545454546
38037,38037,100,39,6,0,4,49,39,10,0,0.7959183673469388,0.12244897959183673,0.0,0.08163265306122448,0.7959183673469388,0.20408163265306123,0.0,Joseph P. Addabbo Jr. RECAP,0.7959183673469388
38050,38050,100,104,23,0,7,134,104,30,0,0.7761194029850746,0.17164179104477612,0.0,0.05223880597014925,0.7761194029850746,0.22388059701492538,0.0,Joseph P. Addabbo Jr. RECAP,0.7761194029850746
38051,38051,100,191,49,0,9,249,191,58,0,0.7670682730923695,0.19678714859437751,0.0,0.03614457831325301,0.7670682730923695,0.23293172690763053,0.0,Joseph P. Addabbo Jr. RECAP,0.7670682730923695
38052,38052,100,165,55,0,22,242,165,77,0,0.6818181818181818,0.22727272727272727,0.0,0.09090909090909091,0.6818181818181818,0.3181818181818182,0.0,Joseph P. Addabbo Jr. RECAP,0.6818181818181818
38054,38054,100,78,15,0,6,99,78,21,0,0.7878787878787878,0.15151515151515152,0.0,0.06060606060606061,0.7878787878787878,0.21212121212121213,0.0,Joseph P. Addabbo Jr. RECAP,0.7878787878787878
38055,38055,100,143,24,0,13,180,143,37,0,0.7944444444444444,0.13333333333333333,0.0,0.07222222222222222,0.7944444444444444,0.20555555555555555,0.0,Joseph P. Addabbo Jr. RECAP,0.7944444444444444
38056,38056,100,148,37,0,12,197,148,49,0,0.751269035532995,0.18781725888324874,0.0,0.06091370558375635,0.751269035532995,0.24873096446700507,0.0,Joseph P. Addabbo Jr. RECAP,0.751269035532995
38057,38057,100,175,27,0,14,216,175,41,0,0.8101851851851852,0.125,0.0,0.06481481481481481,0.8101851851851852,0.18981481481481483,0.0,Joseph P. Addabbo Jr. RECAP,0.8101851851851852
38058,38058,100,176,47,0,14,237,176,61,0,0.7426160337552743,0.19831223628691982,0.0,0.05907172995780591,0.7426160337552743,0.25738396624472576,0.0,Joseph P. Addabbo Jr. RECAP,0.7426160337552743
38059,38059,100,87,21,0,7,115,87,28,0,0.7565217391304347,0.1826086956521739,0.0,0.06086956521739131,0.7565217391304347,0.24347826086956523,0.0,Joseph P. Addabbo Jr. RECAP,0.7565217391304347
38061,38061,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
39036,39036,100,10,8,0,0,18,10,8,0,0.5555555555555556,0.4444444444444444,0.0,0.0,0.5555555555555556,0.4444444444444444,0.0,Joseph P. Addabbo Jr. RECAP,0.5555555555555556
