ED,Reported As,Reporting,Eduardo Ramirez (Conservative),Jose E. Serrano (Democratic),Scattered,Jose E. Serrano (Working Families),William Edstrom (Green),Total Votes,Eduardo Ramirez RECAP,Jose E. Serrano RECAP,Scattered RECAP,William Edstrom RECAP,p_Eduardo Ramirez (Conservative),p_Jose E. Serrano (Democratic),p_Scattered,p_Jose E. Serrano (Working Families),p_William Edstrom (Green),p_Eduardo Ramirez RECAP,p_Jose E. Serrano RECAP,p_Scattered RECAP,p_William Edstrom RECAP,winner,winner_p
79042,79042,100,1,136,0,6,0,143,1,142,0,0,0.006993006993006993,0.951048951048951,0.0,0.04195804195804196,0.0,0.006993006993006993,0.993006993006993,0.0,0.0,Jose E. Serrano RECAP,0.993006993006993
79043,79043,100,3,106,0,5,0,114,3,111,0,0,0.02631578947368421,0.9298245614035088,0.0,0.043859649122807015,0.0,0.02631578947368421,0.9736842105263158,0.0,0.0,Jose E. Serrano RECAP,0.9736842105263158
79044,79044,100,3,111,0,4,1,119,3,115,0,1,0.025210084033613446,0.9327731092436975,0.0,0.03361344537815126,0.008403361344537815,0.025210084033613446,0.9663865546218487,0.0,0.008403361344537815,Jose E. Serrano RECAP,0.9663865546218487
79045,79045,100,0,101,0,7,0,108,0,108,0,0,0.0,0.9351851851851852,0.0,0.06481481481481481,0.0,0.0,1.0,0.0,0.0,Jose E. Serrano RECAP,1.0
79046,79046,100,0,160,0,3,0,163,0,163,0,0,0.0,0.9815950920245399,0.0,0.018404907975460124,0.0,0.0,1.0,0.0,0.0,Jose E. Serrano RECAP,1.0
79047,79047,100,0,177,0,2,1,180,0,179,0,1,0.0,0.9833333333333333,0.0,0.011111111111111112,0.005555555555555556,0.0,0.9944444444444445,0.0,0.005555555555555556,Jose E. Serrano RECAP,0.9944444444444445
79048,79048,100,0,138,0,3,0,141,0,141,0,0,0.0,0.9787234042553191,0.0,0.02127659574468085,0.0,0.0,1.0,0.0,0.0,Jose E. Serrano RECAP,1.0
79049,79049,100,0,93,0,0,0,93,0,93,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Jose E. Serrano RECAP,1.0
79050,79050,100,1,119,0,2,0,122,1,121,0,0,0.00819672131147541,0.9754098360655737,0.0,0.01639344262295082,0.0,0.00819672131147541,0.9918032786885246,0.0,0.0,Jose E. Serrano RECAP,0.9918032786885246
79051,79051,100,2,201,0,9,0,212,2,210,0,0,0.009433962264150943,0.9481132075471698,0.0,0.04245283018867924,0.0,0.009433962264150943,0.9905660377358491,0.0,0.0,Jose E. Serrano RECAP,0.9905660377358491
79052,79052,100,4,176,0,7,2,189,4,183,0,2,0.021164021164021163,0.9312169312169312,0.0,0.037037037037037035,0.010582010582010581,0.021164021164021163,0.9682539682539683,0.0,0.010582010582010581,Jose E. Serrano RECAP,0.9682539682539683
79053,79053,100,2,129,0,9,1,141,2,138,0,1,0.014184397163120567,0.9148936170212766,0.0,0.06382978723404255,0.0070921985815602835,0.014184397163120567,0.9787234042553191,0.0,0.0070921985815602835,Jose E. Serrano RECAP,0.9787234042553191
79054,79054,100,0,90,0,2,1,93,0,92,0,1,0.0,0.967741935483871,0.0,0.021505376344086023,0.010752688172043012,0.0,0.989247311827957,0.0,0.010752688172043012,Jose E. Serrano RECAP,0.989247311827957
79055,79055,100,2,34,0,2,1,39,2,36,0,1,0.05128205128205128,0.8717948717948718,0.0,0.05128205128205128,0.02564102564102564,0.05128205128205128,0.9230769230769231,0.0,0.02564102564102564,Jose E. Serrano RECAP,0.9230769230769231
79056,79056,100,4,199,0,6,1,210,4,205,0,1,0.01904761904761905,0.9476190476190476,0.0,0.02857142857142857,0.004761904761904762,0.01904761904761905,0.9761904761904762,0.0,0.004761904761904762,Jose E. Serrano RECAP,0.9761904761904762
79057,79057,100,8,240,0,13,4,265,8,253,0,4,0.03018867924528302,0.9056603773584906,0.0,0.04905660377358491,0.01509433962264151,0.03018867924528302,0.9547169811320755,0.0,0.01509433962264151,Jose E. Serrano RECAP,0.9547169811320755
79058,79058,100,3,126,0,0,0,129,3,126,0,0,0.023255813953488372,0.9767441860465116,0.0,0.0,0.0,0.023255813953488372,0.9767441860465116,0.0,0.0,Jose E. Serrano RECAP,0.9767441860465116
79059,79059,100,4,114,0,7,0,125,4,121,0,0,0.032,0.912,0.0,0.056,0.0,0.032,0.968,0.0,0.0,Jose E. Serrano RECAP,0.968
79060,79060,100,0,81,0,0,2,83,0,81,0,2,0.0,0.9759036144578314,0.0,0.0,0.024096385542168676,0.0,0.9759036144578314,0.0,0.024096385542168676,Jose E. Serrano RECAP,0.9759036144578314
79061,79061,100,2,189,0,1,1,193,2,190,0,1,0.010362694300518135,0.9792746113989638,0.0,0.0051813471502590676,0.0051813471502590676,0.010362694300518135,0.9844559585492227,0.0,0.0051813471502590676,Jose E. Serrano RECAP,0.9844559585492227
79062,79062,100,3,116,0,5,1,125,3,121,0,1,0.024,0.928,0.0,0.04,0.008,0.024,0.968,0.0,0.008,Jose E. Serrano RECAP,0.968
79063,79063,100,2,128,0,11,0,141,2,139,0,0,0.014184397163120567,0.9078014184397163,0.0,0.07801418439716312,0.0,0.014184397163120567,0.9858156028368794,0.0,0.0,Jose E. Serrano RECAP,0.9858156028368794
79064,79064,100,3,78,0,1,0,82,3,79,0,0,0.036585365853658534,0.9512195121951219,0.0,0.012195121951219513,0.0,0.036585365853658534,0.9634146341463414,0.0,0.0,Jose E. Serrano RECAP,0.9634146341463414
79065,79065,100,0,123,0,4,2,129,0,127,0,2,0.0,0.9534883720930233,0.0,0.031007751937984496,0.015503875968992248,0.0,0.9844961240310077,0.0,0.015503875968992248,Jose E. Serrano RECAP,0.9844961240310077
79066,79066,100,2,146,0,1,1,150,2,147,0,1,0.013333333333333334,0.9733333333333334,0.0,0.006666666666666667,0.006666666666666667,0.013333333333333334,0.98,0.0,0.006666666666666667,Jose E. Serrano RECAP,0.98
79067,79067,100,1,87,0,5,1,94,1,92,0,1,0.010638297872340425,0.925531914893617,0.0,0.05319148936170213,0.010638297872340425,0.010638297872340425,0.9787234042553191,0.0,0.010638297872340425,Jose E. Serrano RECAP,0.9787234042553191
79068,79068,100,4,314,2,21,4,345,4,335,2,4,0.011594202898550725,0.9101449275362319,0.005797101449275362,0.06086956521739131,0.011594202898550725,0.011594202898550725,0.9710144927536232,0.005797101449275362,0.011594202898550725,Jose E. Serrano RECAP,0.9710144927536232
79069,79069,100,10,352,0,9,2,373,10,361,0,2,0.02680965147453083,0.9436997319034852,0.0,0.024128686327077747,0.005361930294906166,0.02680965147453083,0.967828418230563,0.0,0.005361930294906166,Jose E. Serrano RECAP,0.967828418230563
79070,79070,100,7,331,0,12,6,356,7,343,0,6,0.019662921348314606,0.9297752808988764,0.0,0.033707865168539325,0.016853932584269662,0.019662921348314606,0.9634831460674157,0.0,0.016853932584269662,Jose E. Serrano RECAP,0.9634831460674157
79071,79071,100,1,142,0,5,0,148,1,147,0,0,0.006756756756756757,0.9594594594594594,0.0,0.033783783783783786,0.0,0.006756756756756757,0.9932432432432432,0.0,0.0,Jose E. Serrano RECAP,0.9932432432432432
79072,79072,100,2,139,0,5,3,149,2,144,0,3,0.013422818791946308,0.9328859060402684,0.0,0.03355704697986577,0.020134228187919462,0.013422818791946308,0.9664429530201343,0.0,0.020134228187919462,Jose E. Serrano RECAP,0.9664429530201343
79073,79073,100,0,105,0,2,1,108,0,107,0,1,0.0,0.9722222222222222,0.0,0.018518518518518517,0.009259259259259259,0.0,0.9907407407407407,0.0,0.009259259259259259,Jose E. Serrano RECAP,0.9907407407407407
79075,79075,100,3,166,0,8,0,177,3,174,0,0,0.01694915254237288,0.9378531073446328,0.0,0.04519774011299435,0.0,0.01694915254237288,0.9830508474576272,0.0,0.0,Jose E. Serrano RECAP,0.9830508474576272
79076,79076,100,3,118,0,12,3,136,3,130,0,3,0.022058823529411766,0.8676470588235294,0.0,0.08823529411764706,0.022058823529411766,0.022058823529411766,0.9558823529411765,0.0,0.022058823529411766,Jose E. Serrano RECAP,0.9558823529411765
79077,79077,100,1,67,0,3,0,71,1,70,0,0,0.014084507042253521,0.9436619718309859,0.0,0.04225352112676056,0.0,0.014084507042253521,0.9859154929577465,0.0,0.0,Jose E. Serrano RECAP,0.9859154929577465
79078,79078,100,0,43,0,3,0,46,0,46,0,0,0.0,0.9347826086956522,0.0,0.06521739130434782,0.0,0.0,1.0,0.0,0.0,Jose E. Serrano RECAP,1.0
79079,79079,100,4,192,0,2,1,199,4,194,0,1,0.020100502512562814,0.964824120603015,0.0,0.010050251256281407,0.005025125628140704,0.020100502512562814,0.9748743718592965,0.0,0.005025125628140704,Jose E. Serrano RECAP,0.9748743718592965
79080,79080,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
79081,79081,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
82117,82117,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
82118,82117,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
84001,84001,100,2,137,0,5,0,144,2,142,0,0,0.013888888888888888,0.9513888888888888,0.0,0.034722222222222224,0.0,0.013888888888888888,0.9861111111111112,0.0,0.0,Jose E. Serrano RECAP,0.9861111111111112
84002,84002,100,0,32,0,1,1,34,0,33,0,1,0.0,0.9411764705882353,0.0,0.029411764705882353,0.029411764705882353,0.0,0.9705882352941176,0.0,0.029411764705882353,Jose E. Serrano RECAP,0.9705882352941176
84003,84003,100,2,167,0,3,0,172,2,170,0,0,0.011627906976744186,0.9709302325581395,0.0,0.01744186046511628,0.0,0.011627906976744186,0.9883720930232558,0.0,0.0,Jose E. Serrano RECAP,0.9883720930232558
84004,84004,100,1,160,0,4,0,165,1,164,0,0,0.006060606060606061,0.9696969696969697,0.0,0.024242424242424242,0.0,0.006060606060606061,0.9939393939393939,0.0,0.0,Jose E. Serrano RECAP,0.9939393939393939
84005,84005,100,0,199,0,8,2,209,0,207,0,2,0.0,0.9521531100478469,0.0,0.03827751196172249,0.009569377990430622,0.0,0.9904306220095693,0.0,0.009569377990430622,Jose E. Serrano RECAP,0.9904306220095693
84006,84006,100,9,224,0,6,3,242,9,230,0,3,0.0371900826446281,0.9256198347107438,0.0,0.024793388429752067,0.012396694214876033,0.0371900826446281,0.9504132231404959,0.0,0.012396694214876033,Jose E. Serrano RECAP,0.9504132231404959
84007,84007,100,4,146,0,3,0,153,4,149,0,0,0.026143790849673203,0.954248366013072,0.0,0.0196078431372549,0.0,0.026143790849673203,0.9738562091503268,0.0,0.0,Jose E. Serrano RECAP,0.9738562091503268
84008,84008,100,2,192,0,4,1,199,2,196,0,1,0.010050251256281407,0.964824120603015,0.0,0.020100502512562814,0.005025125628140704,0.010050251256281407,0.9849246231155779,0.0,0.005025125628140704,Jose E. Serrano RECAP,0.9849246231155779
84009,84009,100,0,123,0,6,1,130,0,129,0,1,0.0,0.9461538461538461,0.0,0.046153846153846156,0.007692307692307693,0.0,0.9923076923076923,0.0,0.007692307692307693,Jose E. Serrano RECAP,0.9923076923076923
84010,84010,100,4,180,0,19,2,205,4,199,0,2,0.01951219512195122,0.8780487804878049,0.0,0.09268292682926829,0.00975609756097561,0.01951219512195122,0.9707317073170731,0.0,0.00975609756097561,Jose E. Serrano RECAP,0.9707317073170731
84011,84011,100,2,168,0,8,2,180,2,176,0,2,0.011111111111111112,0.9333333333333333,0.0,0.044444444444444446,0.011111111111111112,0.011111111111111112,0.9777777777777777,0.0,0.011111111111111112,Jose E. Serrano RECAP,0.9777777777777777
84012,84012,100,1,61,0,5,1,68,1,66,0,1,0.014705882352941176,0.8970588235294118,0.0,0.07352941176470588,0.014705882352941176,0.014705882352941176,0.9705882352941176,0.0,0.014705882352941176,Jose E. Serrano RECAP,0.9705882352941176
84013,84013,100,3,202,0,8,3,216,3,210,0,3,0.013888888888888888,0.9351851851851852,0.0,0.037037037037037035,0.013888888888888888,0.013888888888888888,0.9722222222222222,0.0,0.013888888888888888,Jose E. Serrano RECAP,0.9722222222222222
84014,84014,100,8,131,1,9,4,153,8,140,1,4,0.05228758169934641,0.8562091503267973,0.006535947712418301,0.058823529411764705,0.026143790849673203,0.05228758169934641,0.9150326797385621,0.006535947712418301,0.026143790849673203,Jose E. Serrano RECAP,0.9150326797385621
84015,84015,100,2,77,0,3,0,82,2,80,0,0,0.024390243902439025,0.9390243902439024,0.0,0.036585365853658534,0.0,0.024390243902439025,0.975609756097561,0.0,0.0,Jose E. Serrano RECAP,0.975609756097561
84016,84016,100,4,173,0,6,7,190,4,179,0,7,0.021052631578947368,0.9105263157894737,0.0,0.031578947368421054,0.03684210526315789,0.021052631578947368,0.9421052631578948,0.0,0.03684210526315789,Jose E. Serrano RECAP,0.9421052631578948
84017,84017,100,2,55,0,3,1,61,2,58,0,1,0.03278688524590164,0.9016393442622951,0.0,0.04918032786885246,0.01639344262295082,0.03278688524590164,0.9508196721311475,0.0,0.01639344262295082,Jose E. Serrano RECAP,0.9508196721311475
84018,84018,100,0,10,0,0,0,10,0,10,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Jose E. Serrano RECAP,1.0
84019,84019,100,1,191,0,2,3,197,1,193,0,3,0.005076142131979695,0.9695431472081218,0.0,0.01015228426395939,0.015228426395939087,0.005076142131979695,0.9796954314720813,0.0,0.015228426395939087,Jose E. Serrano RECAP,0.9796954314720813
84020,84020,100,4,75,0,6,5,90,4,81,0,5,0.044444444444444446,0.8333333333333334,0.0,0.06666666666666667,0.05555555555555555,0.044444444444444446,0.9,0.0,0.05555555555555555,Jose E. Serrano RECAP,0.9
84021,84021,100,0,24,0,1,0,25,0,25,0,0,0.0,0.96,0.0,0.04,0.0,0.0,1.0,0.0,0.0,Jose E. Serrano RECAP,1.0
84022,84022,100,4,36,0,1,0,41,4,37,0,0,0.0975609756097561,0.8780487804878049,0.0,0.024390243902439025,0.0,0.0975609756097561,0.9024390243902439,0.0,0.0,Jose E. Serrano RECAP,0.9024390243902439
84023,84023,100,1,172,0,6,3,182,1,178,0,3,0.005494505494505495,0.945054945054945,0.0,0.03296703296703297,0.016483516483516484,0.005494505494505495,0.978021978021978,0.0,0.016483516483516484,Jose E. Serrano RECAP,0.978021978021978
84024,84024,100,3,170,0,7,5,185,3,177,0,5,0.016216216216216217,0.918918918918919,0.0,0.03783783783783784,0.02702702702702703,0.016216216216216217,0.9567567567567568,0.0,0.02702702702702703,Jose E. Serrano RECAP,0.9567567567567568
84025,84025,100,1,86,1,12,5,105,1,98,1,5,0.009523809523809525,0.819047619047619,0.009523809523809525,0.11428571428571428,0.047619047619047616,0.009523809523809525,0.9333333333333333,0.009523809523809525,0.047619047619047616,Jose E. Serrano RECAP,0.9333333333333333
84026,84026,100,2,38,0,0,0,40,2,38,0,0,0.05,0.95,0.0,0.0,0.0,0.05,0.95,0.0,0.0,Jose E. Serrano RECAP,0.95
84027,84027,100,0,108,0,8,1,117,0,116,0,1,0.0,0.9230769230769231,0.0,0.06837606837606838,0.008547008547008548,0.0,0.9914529914529915,0.0,0.008547008547008548,Jose E. Serrano RECAP,0.9914529914529915
84028,84028,100,2,169,0,2,2,175,2,171,0,2,0.011428571428571429,0.9657142857142857,0.0,0.011428571428571429,0.011428571428571429,0.011428571428571429,0.9771428571428571,0.0,0.011428571428571429,Jose E. Serrano RECAP,0.9771428571428571
84029,84029,100,2,94,0,0,0,96,2,94,0,0,0.020833333333333332,0.9791666666666666,0.0,0.0,0.0,0.020833333333333332,0.9791666666666666,0.0,0.0,Jose E. Serrano RECAP,0.9791666666666666
84030,84030,100,5,89,0,1,2,97,5,90,0,2,0.05154639175257732,0.9175257731958762,0.0,0.010309278350515464,0.020618556701030927,0.05154639175257732,0.9278350515463918,0.0,0.020618556701030927,Jose E. Serrano RECAP,0.9278350515463918
84031,84031,100,2,76,0,3,0,81,2,79,0,0,0.024691358024691357,0.9382716049382716,0.0,0.037037037037037035,0.0,0.024691358024691357,0.9753086419753086,0.0,0.0,Jose E. Serrano RECAP,0.9753086419753086
84032,84032,100,1,59,0,2,1,63,1,61,0,1,0.015873015873015872,0.9365079365079365,0.0,0.031746031746031744,0.015873015873015872,0.015873015873015872,0.9682539682539683,0.0,0.015873015873015872,Jose E. Serrano RECAP,0.9682539682539683
84033,84033,100,0,86,0,2,2,90,0,88,0,2,0.0,0.9555555555555556,0.0,0.022222222222222223,0.022222222222222223,0.0,0.9777777777777777,0.0,0.022222222222222223,Jose E. Serrano RECAP,0.9777777777777777
84034,84034,100,5,239,0,10,2,256,5,249,0,2,0.01953125,0.93359375,0.0,0.0390625,0.0078125,0.01953125,0.97265625,0.0,0.0078125,Jose E. Serrano RECAP,0.97265625
84035,84035,100,9,112,0,6,1,128,9,118,0,1,0.0703125,0.875,0.0,0.046875,0.0078125,0.0703125,0.921875,0.0,0.0078125,Jose E. Serrano RECAP,0.921875
84036,84036,100,0,37,0,3,0,40,0,40,0,0,0.0,0.925,0.0,0.075,0.0,0.0,1.0,0.0,0.0,Jose E. Serrano RECAP,1.0
84037,84037,100,1,130,0,2,1,134,1,132,0,1,0.007462686567164179,0.9701492537313433,0.0,0.014925373134328358,0.007462686567164179,0.007462686567164179,0.9850746268656716,0.0,0.007462686567164179,Jose E. Serrano RECAP,0.9850746268656716
84038,84038,100,6,130,1,5,3,145,6,135,1,3,0.041379310344827586,0.896551724137931,0.006896551724137931,0.034482758620689655,0.020689655172413793,0.041379310344827586,0.9310344827586207,0.006896551724137931,0.020689655172413793,Jose E. Serrano RECAP,0.9310344827586207
84039,84039,100,3,164,1,2,2,172,3,166,1,2,0.01744186046511628,0.9534883720930233,0.005813953488372093,0.011627906976744186,0.011627906976744186,0.01744186046511628,0.9651162790697675,0.005813953488372093,0.011627906976744186,Jose E. Serrano RECAP,0.9651162790697675
84040,84040,100,1,146,0,4,2,153,1,150,0,2,0.006535947712418301,0.954248366013072,0.0,0.026143790849673203,0.013071895424836602,0.006535947712418301,0.9803921568627451,0.0,0.013071895424836602,Jose E. Serrano RECAP,0.9803921568627451
84041,84041,100,6,121,0,2,3,132,6,123,0,3,0.045454545454545456,0.9166666666666666,0.0,0.015151515151515152,0.022727272727272728,0.045454545454545456,0.9318181818181818,0.0,0.022727272727272728,Jose E. Serrano RECAP,0.9318181818181818
84042,84042,100,0,159,0,4,1,164,0,163,0,1,0.0,0.9695121951219512,0.0,0.024390243902439025,0.006097560975609756,0.0,0.9939024390243902,0.0,0.006097560975609756,Jose E. Serrano RECAP,0.9939024390243902
84043,84043,100,3,137,0,5,2,147,3,142,0,2,0.02040816326530612,0.9319727891156463,0.0,0.034013605442176874,0.013605442176870748,0.02040816326530612,0.9659863945578231,0.0,0.013605442176870748,Jose E. Serrano RECAP,0.9659863945578231
84044,84044,100,0,107,0,5,3,115,0,112,0,3,0.0,0.9304347826086956,0.0,0.043478260869565216,0.02608695652173913,0.0,0.9739130434782609,0.0,0.02608695652173913,Jose E. Serrano RECAP,0.9739130434782609
84045,84045,100,0,85,1,1,1,88,0,86,1,1,0.0,0.9659090909090909,0.011363636363636364,0.011363636363636364,0.011363636363636364,0.0,0.9772727272727273,0.011363636363636364,0.011363636363636364,Jose E. Serrano RECAP,0.9772727272727273
84046,84046,100,4,117,1,2,0,124,4,119,1,0,0.03225806451612903,0.9435483870967742,0.008064516129032258,0.016129032258064516,0.0,0.03225806451612903,0.9596774193548387,0.008064516129032258,0.0,Jose E. Serrano RECAP,0.9596774193548387
84047,84047,100,1,39,0,1,1,42,1,40,0,1,0.023809523809523808,0.9285714285714286,0.0,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.9523809523809523,0.0,0.023809523809523808,Jose E. Serrano RECAP,0.9523809523809523
84048,84048,100,3,119,1,7,4,134,3,126,1,4,0.022388059701492536,0.8880597014925373,0.007462686567164179,0.05223880597014925,0.029850746268656716,0.022388059701492536,0.9402985074626866,0.007462686567164179,0.029850746268656716,Jose E. Serrano RECAP,0.9402985074626866
84049,84049,100,1,46,0,2,1,50,1,48,0,1,0.02,0.92,0.0,0.04,0.02,0.02,0.96,0.0,0.02,Jose E. Serrano RECAP,0.96
84050,84050,100,1,75,0,4,2,82,1,79,0,2,0.012195121951219513,0.9146341463414634,0.0,0.04878048780487805,0.024390243902439025,0.012195121951219513,0.9634146341463414,0.0,0.024390243902439025,Jose E. Serrano RECAP,0.9634146341463414
84051,84051,100,5,163,0,6,0,174,5,169,0,0,0.028735632183908046,0.9367816091954023,0.0,0.034482758620689655,0.0,0.028735632183908046,0.9712643678160919,0.0,0.0,Jose E. Serrano RECAP,0.9712643678160919
84052,84052,100,4,145,0,10,2,161,4,155,0,2,0.024844720496894408,0.9006211180124224,0.0,0.062111801242236024,0.012422360248447204,0.024844720496894408,0.9627329192546584,0.0,0.012422360248447204,Jose E. Serrano RECAP,0.9627329192546584
84053,84053,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
84054,84054,100,4,126,0,6,0,136,4,132,0,0,0.029411764705882353,0.9264705882352942,0.0,0.04411764705882353,0.0,0.029411764705882353,0.9705882352941176,0.0,0.0,Jose E. Serrano RECAP,0.9705882352941176
84055,84055,100,5,137,0,3,1,146,5,140,0,1,0.03424657534246575,0.9383561643835616,0.0,0.02054794520547945,0.00684931506849315,0.03424657534246575,0.958904109589041,0.0,0.00684931506849315,Jose E. Serrano RECAP,0.958904109589041
84056,84056,100,6,127,0,6,6,145,6,133,0,6,0.041379310344827586,0.8758620689655172,0.0,0.041379310344827586,0.041379310344827586,0.041379310344827586,0.9172413793103448,0.0,0.041379310344827586,Jose E. Serrano RECAP,0.9172413793103448
84057,84057,100,7,121,1,6,3,138,7,127,1,3,0.050724637681159424,0.8768115942028986,0.007246376811594203,0.043478260869565216,0.021739130434782608,0.050724637681159424,0.9202898550724637,0.007246376811594203,0.021739130434782608,Jose E. Serrano RECAP,0.9202898550724637
84058,84058,100,1,123,0,5,4,133,1,128,0,4,0.007518796992481203,0.924812030075188,0.0,0.03759398496240601,0.03007518796992481,0.007518796992481203,0.9624060150375939,0.0,0.03007518796992481,Jose E. Serrano RECAP,0.9624060150375939
84059,84059,100,1,169,0,7,3,180,1,176,0,3,0.005555555555555556,0.9388888888888889,0.0,0.03888888888888889,0.016666666666666666,0.005555555555555556,0.9777777777777777,0.0,0.016666666666666666,Jose E. Serrano RECAP,0.9777777777777777
84060,84060,100,1,86,0,2,1,90,1,88,0,1,0.011111111111111112,0.9555555555555556,0.0,0.022222222222222223,0.011111111111111112,0.011111111111111112,0.9777777777777777,0.0,0.011111111111111112,Jose E. Serrano RECAP,0.9777777777777777
84061,84061,100,1,135,1,1,1,139,1,136,1,1,0.007194244604316547,0.9712230215827338,0.007194244604316547,0.007194244604316547,0.007194244604316547,0.007194244604316547,0.9784172661870504,0.007194244604316547,0.007194244604316547,Jose E. Serrano RECAP,0.9784172661870504
84062,84062,100,3,119,0,1,0,123,3,120,0,0,0.024390243902439025,0.967479674796748,0.0,0.008130081300813009,0.0,0.024390243902439025,0.975609756097561,0.0,0.0,Jose E. Serrano RECAP,0.975609756097561
84063,84063,100,1,126,0,4,1,132,1,130,0,1,0.007575757575757576,0.9545454545454546,0.0,0.030303030303030304,0.007575757575757576,0.007575757575757576,0.9848484848484849,0.0,0.007575757575757576,Jose E. Serrano RECAP,0.9848484848484849
84064,84064,100,3,134,0,5,0,142,3,139,0,0,0.02112676056338028,0.9436619718309859,0.0,0.035211267605633804,0.0,0.02112676056338028,0.9788732394366197,0.0,0.0,Jose E. Serrano RECAP,0.9788732394366197
84065,84065,100,3,100,0,0,0,103,3,100,0,0,0.02912621359223301,0.970873786407767,0.0,0.0,0.0,0.02912621359223301,0.970873786407767,0.0,0.0,Jose E. Serrano RECAP,0.970873786407767
84066,84066,100,4,106,0,2,0,112,4,108,0,0,0.03571428571428571,0.9464285714285714,0.0,0.017857142857142856,0.0,0.03571428571428571,0.9642857142857143,0.0,0.0,Jose E. Serrano RECAP,0.9642857142857143
84067,84067,100,1,114,0,3,1,119,1,117,0,1,0.008403361344537815,0.957983193277311,0.0,0.025210084033613446,0.008403361344537815,0.008403361344537815,0.9831932773109243,0.0,0.008403361344537815,Jose E. Serrano RECAP,0.9831932773109243
84068,84068,100,0,101,0,1,1,103,0,102,0,1,0.0,0.9805825242718447,0.0,0.009708737864077669,0.009708737864077669,0.0,0.9902912621359223,0.0,0.009708737864077669,Jose E. Serrano RECAP,0.9902912621359223
84069,84069,100,1,53,0,2,0,56,1,55,0,0,0.017857142857142856,0.9464285714285714,0.0,0.03571428571428571,0.0,0.017857142857142856,0.9821428571428571,0.0,0.0,Jose E. Serrano RECAP,0.9821428571428571
84070,84070,100,3,51,0,4,1,59,3,55,0,1,0.05084745762711865,0.864406779661017,0.0,0.06779661016949153,0.01694915254237288,0.05084745762711865,0.9322033898305084,0.0,0.01694915254237288,Jose E. Serrano RECAP,0.9322033898305084
84071,84071,100,7,131,0,5,2,145,7,136,0,2,0.04827586206896552,0.903448275862069,0.0,0.034482758620689655,0.013793103448275862,0.04827586206896552,0.9379310344827586,0.0,0.013793103448275862,Jose E. Serrano RECAP,0.9379310344827586
84072,84072,100,6,162,0,4,0,172,6,166,0,0,0.03488372093023256,0.9418604651162791,0.0,0.023255813953488372,0.0,0.03488372093023256,0.9651162790697675,0.0,0.0,Jose E. Serrano RECAP,0.9651162790697675
84073,84073,100,0,39,0,2,2,43,0,41,0,2,0.0,0.9069767441860465,0.0,0.046511627906976744,0.046511627906976744,0.0,0.9534883720930233,0.0,0.046511627906976744,Jose E. Serrano RECAP,0.9534883720930233
84074,84074,100,1,124,0,3,1,129,1,127,0,1,0.007751937984496124,0.9612403100775194,0.0,0.023255813953488372,0.007751937984496124,0.007751937984496124,0.9844961240310077,0.0,0.007751937984496124,Jose E. Serrano RECAP,0.9844961240310077
84075,84075,100,1,137,0,4,1,143,1,141,0,1,0.006993006993006993,0.958041958041958,0.0,0.027972027972027972,0.006993006993006993,0.006993006993006993,0.986013986013986,0.0,0.006993006993006993,Jose E. Serrano RECAP,0.986013986013986
84076,84076,100,0,11,0,1,0,12,0,12,0,0,0.0,0.9166666666666666,0.0,0.08333333333333333,0.0,0.0,1.0,0.0,0.0,Jose E. Serrano RECAP,1.0
84077,84077,100,1,110,0,2,1,114,1,112,0,1,0.008771929824561403,0.9649122807017544,0.0,0.017543859649122806,0.008771929824561403,0.008771929824561403,0.9824561403508771,0.0,0.008771929824561403,Jose E. Serrano RECAP,0.9824561403508771
84078,84078,100,0,30,0,2,0,32,0,32,0,0,0.0,0.9375,0.0,0.0625,0.0,0.0,1.0,0.0,0.0,Jose E. Serrano RECAP,1.0
84079,84079,100,0,2,0,0,0,2,0,2,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Jose E. Serrano RECAP,1.0
84080,84080,100,6,181,0,14,2,203,6,195,0,2,0.029556650246305417,0.8916256157635468,0.0,0.06896551724137931,0.009852216748768473,0.029556650246305417,0.9605911330049262,0.0,0.009852216748768473,Jose E. Serrano RECAP,0.9605911330049262
84081,84053,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
85001,85001,100,4,181,1,12,2,200,4,193,1,2,0.02,0.905,0.005,0.06,0.01,0.02,0.965,0.005,0.01,Jose E. Serrano RECAP,0.965
85002,85002,100,8,156,0,8,4,176,8,164,0,4,0.045454545454545456,0.8863636363636364,0.0,0.045454545454545456,0.022727272727272728,0.045454545454545456,0.9318181818181818,0.0,0.022727272727272728,Jose E. Serrano RECAP,0.9318181818181818
