ED,Reported As,Reporting,Kevin Barrett (Conservative),Scattered,Kevin Barrett (Republican),Jose M. Serrano (Working Families),Jose M. Serrano (Democratic),Total Votes,Kevin Barrett RECAP,Scattered RECAP,Jose M. Serrano RECAP,p_Kevin Barrett (Conservative),p_Scattered,p_Kevin Barrett (Republican),p_Jose M. Serrano (Working Families),p_Jose M. Serrano (Democratic),p_Kevin Barrett RECAP,p_Scattered RECAP,p_Jose M. Serrano RECAP,winner,winner_p
77036,77036,100,6,0,4,1,88,99,10,0,89,0.06060606060606061,0.0,0.04040404040404041,0.010101010101010102,0.8888888888888888,0.10101010101010101,0.0,0.898989898989899,Jose M. Serrano RECAP,0.898989898989899
77040,77040,100,2,0,3,5,106,116,5,0,111,0.017241379310344827,0.0,0.02586206896551724,0.04310344827586207,0.9137931034482759,0.04310344827586207,0.0,0.9568965517241379,Jose M. Serrano RECAP,0.9568965517241379
77041,77041,100,0,0,5,3,115,123,5,0,118,0.0,0.0,0.04065040650406504,0.024390243902439025,0.9349593495934959,0.04065040650406504,0.0,0.959349593495935,Jose M. Serrano RECAP,0.959349593495935
77046,77046,100,1,0,9,1,158,169,10,0,159,0.005917159763313609,0.0,0.05325443786982249,0.005917159763313609,0.9349112426035503,0.05917159763313609,0.0,0.9408284023668639,Jose M. Serrano RECAP,0.9408284023668639
77047,77047,100,0,0,8,5,212,225,8,0,217,0.0,0.0,0.035555555555555556,0.022222222222222223,0.9422222222222222,0.035555555555555556,0.0,0.9644444444444444,Jose M. Serrano RECAP,0.9644444444444444
77048,77048,100,2,0,4,13,180,199,6,0,193,0.010050251256281407,0.0,0.020100502512562814,0.06532663316582915,0.9045226130653267,0.03015075376884422,0.0,0.9698492462311558,Jose M. Serrano RECAP,0.9698492462311558
77049,77049,100,0,0,4,6,66,76,4,0,72,0.0,0.0,0.05263157894736842,0.07894736842105263,0.868421052631579,0.05263157894736842,0.0,0.9473684210526315,Jose M. Serrano RECAP,0.9473684210526315
77061,77061,100,1,0,3,2,57,63,4,0,59,0.015873015873015872,0.0,0.047619047619047616,0.031746031746031744,0.9047619047619048,0.06349206349206349,0.0,0.9365079365079365,Jose M. Serrano RECAP,0.9365079365079365
77065,77065,100,2,0,6,9,174,191,8,0,183,0.010471204188481676,0.0,0.031413612565445025,0.04712041884816754,0.9109947643979057,0.041884816753926704,0.0,0.9581151832460733,Jose M. Serrano RECAP,0.9581151832460733
77066,77066,100,0,0,3,0,21,24,3,0,21,0.0,0.0,0.125,0.0,0.875,0.125,0.0,0.875,Jose M. Serrano RECAP,0.875
77067,77067,100,1,1,3,5,82,92,4,1,87,0.010869565217391304,0.010869565217391304,0.03260869565217391,0.05434782608695652,0.8913043478260869,0.043478260869565216,0.010869565217391304,0.9456521739130435,Jose M. Serrano RECAP,0.9456521739130435
77068,77068,100,1,0,6,4,89,100,7,0,93,0.01,0.0,0.06,0.04,0.89,0.07,0.0,0.93,Jose M. Serrano RECAP,0.93
77069,77069,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
79080,79080,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
84001,84001,100,1,0,6,6,131,144,7,0,137,0.006944444444444444,0.0,0.041666666666666664,0.041666666666666664,0.9097222222222222,0.04861111111111111,0.0,0.9513888888888888,Jose M. Serrano RECAP,0.9513888888888888
84002,84002,100,0,0,1,1,32,34,1,0,33,0.0,0.0,0.029411764705882353,0.029411764705882353,0.9411764705882353,0.029411764705882353,0.0,0.9705882352941176,Jose M. Serrano RECAP,0.9705882352941176
84003,84003,100,0,0,6,4,163,173,6,0,167,0.0,0.0,0.03468208092485549,0.023121387283236993,0.9421965317919075,0.03468208092485549,0.0,0.9653179190751445,Jose M. Serrano RECAP,0.9653179190751445
84004,84004,100,1,0,5,5,156,167,6,0,161,0.005988023952095809,0.0,0.029940119760479042,0.029940119760479042,0.9341317365269461,0.03592814371257485,0.0,0.9640718562874252,Jose M. Serrano RECAP,0.9640718562874252
84005,84005,100,1,0,9,9,198,217,10,0,207,0.004608294930875576,0.0,0.041474654377880185,0.041474654377880185,0.9124423963133641,0.04608294930875576,0.0,0.9539170506912442,Jose M. Serrano RECAP,0.9539170506912442
84006,84006,100,3,0,11,8,227,249,14,0,235,0.012048192771084338,0.0,0.04417670682730924,0.0321285140562249,0.9116465863453815,0.05622489959839357,0.0,0.9437751004016064,Jose M. Serrano RECAP,0.9437751004016064
84007,84007,100,1,0,5,1,153,160,6,0,154,0.00625,0.0,0.03125,0.00625,0.95625,0.0375,0.0,0.9625,Jose M. Serrano RECAP,0.9625
84008,84008,100,2,0,6,3,191,202,8,0,194,0.009900990099009901,0.0,0.0297029702970297,0.01485148514851485,0.9455445544554455,0.039603960396039604,0.0,0.9603960396039604,Jose M. Serrano RECAP,0.9603960396039604
84009,84009,100,0,0,3,7,117,127,3,0,124,0.0,0.0,0.023622047244094488,0.05511811023622047,0.9212598425196851,0.023622047244094488,0.0,0.9763779527559056,Jose M. Serrano RECAP,0.9763779527559056
84010,84010,100,2,0,7,17,180,206,9,0,197,0.009708737864077669,0.0,0.03398058252427184,0.0825242718446602,0.8737864077669902,0.043689320388349516,0.0,0.9563106796116505,Jose M. Serrano RECAP,0.9563106796116505
84011,84011,100,1,0,5,10,162,178,6,0,172,0.0056179775280898875,0.0,0.028089887640449437,0.056179775280898875,0.9101123595505618,0.033707865168539325,0.0,0.9662921348314607,Jose M. Serrano RECAP,0.9662921348314607
84012,84012,100,1,0,1,4,60,66,2,0,64,0.015151515151515152,0.0,0.015151515151515152,0.06060606060606061,0.9090909090909091,0.030303030303030304,0.0,0.9696969696969697,Jose M. Serrano RECAP,0.9696969696969697
84013,84013,100,3,0,8,9,196,216,11,0,205,0.013888888888888888,0.0,0.037037037037037035,0.041666666666666664,0.9074074074074074,0.05092592592592592,0.0,0.9490740740740741,Jose M. Serrano RECAP,0.9490740740740741
84014,84014,100,4,1,7,8,130,150,11,1,138,0.02666666666666667,0.006666666666666667,0.04666666666666667,0.05333333333333334,0.8666666666666667,0.07333333333333333,0.006666666666666667,0.92,Jose M. Serrano RECAP,0.92
84015,84015,100,0,0,3,4,75,82,3,0,79,0.0,0.0,0.036585365853658534,0.04878048780487805,0.9146341463414634,0.036585365853658534,0.0,0.9634146341463414,Jose M. Serrano RECAP,0.9634146341463414
84016,84016,100,1,0,5,7,177,190,6,0,184,0.005263157894736842,0.0,0.02631578947368421,0.03684210526315789,0.9315789473684211,0.031578947368421054,0.0,0.968421052631579,Jose M. Serrano RECAP,0.968421052631579
84017,84017,100,2,0,2,2,58,64,4,0,60,0.03125,0.0,0.03125,0.03125,0.90625,0.0625,0.0,0.9375,Jose M. Serrano RECAP,0.9375
84018,84018,100,0,0,0,0,10,10,0,0,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Jose M. Serrano RECAP,1.0
84019,84019,100,1,0,2,4,192,199,3,0,196,0.005025125628140704,0.0,0.010050251256281407,0.020100502512562814,0.964824120603015,0.01507537688442211,0.0,0.9849246231155779,Jose M. Serrano RECAP,0.9849246231155779
84020,84020,100,5,0,6,8,70,89,11,0,78,0.056179775280898875,0.0,0.06741573033707865,0.0898876404494382,0.7865168539325843,0.12359550561797752,0.0,0.8764044943820225,Jose M. Serrano RECAP,0.8764044943820225
84021,84021,100,0,0,0,1,24,25,0,0,25,0.0,0.0,0.0,0.04,0.96,0.0,0.0,1.0,Jose M. Serrano RECAP,1.0
84022,84022,100,1,0,2,1,36,40,3,0,37,0.025,0.0,0.05,0.025,0.9,0.075,0.0,0.925,Jose M. Serrano RECAP,0.925
84023,84023,100,0,1,5,8,173,187,5,1,181,0.0,0.0053475935828877,0.026737967914438502,0.0427807486631016,0.9251336898395722,0.026737967914438502,0.0053475935828877,0.9679144385026738,Jose M. Serrano RECAP,0.9679144385026738
84024,84024,100,4,0,9,6,171,190,13,0,177,0.021052631578947368,0.0,0.04736842105263158,0.031578947368421054,0.9,0.06842105263157895,0.0,0.9315789473684211,Jose M. Serrano RECAP,0.9315789473684211
84025,84025,100,0,1,3,12,87,103,3,1,99,0.0,0.009708737864077669,0.02912621359223301,0.11650485436893204,0.8446601941747572,0.02912621359223301,0.009708737864077669,0.9611650485436893,Jose M. Serrano RECAP,0.9611650485436893
84026,84026,100,0,0,3,0,34,37,3,0,34,0.0,0.0,0.08108108108108109,0.0,0.918918918918919,0.08108108108108109,0.0,0.918918918918919,Jose M. Serrano RECAP,0.918918918918919
84027,84027,100,0,0,1,3,107,111,1,0,110,0.0,0.0,0.009009009009009009,0.02702702702702703,0.963963963963964,0.009009009009009009,0.0,0.990990990990991,Jose M. Serrano RECAP,0.990990990990991
84028,84028,100,1,0,10,4,165,180,11,0,169,0.005555555555555556,0.0,0.05555555555555555,0.022222222222222223,0.9166666666666666,0.06111111111111111,0.0,0.9388888888888889,Jose M. Serrano RECAP,0.9388888888888889
84029,84029,100,1,0,6,0,90,97,7,0,90,0.010309278350515464,0.0,0.061855670103092786,0.0,0.9278350515463918,0.07216494845360824,0.0,0.9278350515463918,Jose M. Serrano RECAP,0.9278350515463918
84030,84030,100,3,0,1,1,89,94,4,0,90,0.031914893617021274,0.0,0.010638297872340425,0.010638297872340425,0.9468085106382979,0.0425531914893617,0.0,0.9574468085106383,Jose M. Serrano RECAP,0.9574468085106383
84031,84031,100,0,0,3,2,78,83,3,0,80,0.0,0.0,0.03614457831325301,0.024096385542168676,0.9397590361445783,0.03614457831325301,0.0,0.963855421686747,Jose M. Serrano RECAP,0.963855421686747
84032,84032,100,1,0,0,2,54,57,1,0,56,0.017543859649122806,0.0,0.0,0.03508771929824561,0.9473684210526315,0.017543859649122806,0.0,0.9824561403508771,Jose M. Serrano RECAP,0.9824561403508771
84033,84033,100,0,0,7,2,88,97,7,0,90,0.0,0.0,0.07216494845360824,0.020618556701030927,0.9072164948453608,0.07216494845360824,0.0,0.9278350515463918,Jose M. Serrano RECAP,0.9278350515463918
84034,84034,100,4,0,5,8,228,245,9,0,236,0.0163265306122449,0.0,0.02040816326530612,0.0326530612244898,0.9306122448979591,0.036734693877551024,0.0,0.963265306122449,Jose M. Serrano RECAP,0.963265306122449
84035,84035,100,7,0,6,6,112,131,13,0,118,0.05343511450381679,0.0,0.04580152671755725,0.04580152671755725,0.8549618320610687,0.09923664122137404,0.0,0.9007633587786259,Jose M. Serrano RECAP,0.9007633587786259
84040,84040,100,1,0,7,6,143,157,8,0,149,0.006369426751592357,0.0,0.044585987261146494,0.03821656050955414,0.910828025477707,0.050955414012738856,0.0,0.9490445859872612,Jose M. Serrano RECAP,0.9490445859872612
84041,84041,100,1,0,14,2,118,135,15,0,120,0.007407407407407408,0.0,0.1037037037037037,0.014814814814814815,0.8740740740740741,0.1111111111111111,0.0,0.8888888888888888,Jose M. Serrano RECAP,0.8888888888888888
84042,84042,100,2,0,5,3,163,173,7,0,166,0.011560693641618497,0.0,0.028901734104046242,0.017341040462427744,0.9421965317919075,0.04046242774566474,0.0,0.9595375722543352,Jose M. Serrano RECAP,0.9595375722543352
84043,84043,100,4,0,7,2,132,145,11,0,134,0.027586206896551724,0.0,0.04827586206896552,0.013793103448275862,0.9103448275862069,0.07586206896551724,0.0,0.9241379310344827,Jose M. Serrano RECAP,0.9241379310344827
84044,84044,100,1,0,5,5,106,117,6,0,111,0.008547008547008548,0.0,0.042735042735042736,0.042735042735042736,0.905982905982906,0.05128205128205128,0.0,0.9487179487179487,Jose M. Serrano RECAP,0.9487179487179487
84045,84045,100,0,1,5,1,84,91,5,1,85,0.0,0.01098901098901099,0.054945054945054944,0.01098901098901099,0.9230769230769231,0.054945054945054944,0.01098901098901099,0.9340659340659341,Jose M. Serrano RECAP,0.9340659340659341
84046,84046,100,4,0,4,2,115,125,8,0,117,0.032,0.0,0.032,0.016,0.92,0.064,0.0,0.936,Jose M. Serrano RECAP,0.936
84047,84047,100,0,0,2,1,37,40,2,0,38,0.0,0.0,0.05,0.025,0.925,0.05,0.0,0.95,Jose M. Serrano RECAP,0.95
84054,84054,100,1,0,11,3,128,143,12,0,131,0.006993006993006993,0.0,0.07692307692307693,0.02097902097902098,0.8951048951048951,0.08391608391608392,0.0,0.916083916083916,Jose M. Serrano RECAP,0.916083916083916
84055,84055,100,1,1,8,3,133,146,9,1,136,0.00684931506849315,0.00684931506849315,0.0547945205479452,0.02054794520547945,0.910958904109589,0.06164383561643835,0.00684931506849315,0.9315068493150684,Jose M. Serrano RECAP,0.9315068493150684
84056,84056,100,3,0,9,7,120,139,12,0,127,0.02158273381294964,0.0,0.06474820143884892,0.050359712230215826,0.8633093525179856,0.08633093525179857,0.0,0.9136690647482014,Jose M. Serrano RECAP,0.9136690647482014
84057,84057,100,2,1,6,7,115,131,8,1,122,0.015267175572519083,0.007633587786259542,0.04580152671755725,0.05343511450381679,0.8778625954198473,0.061068702290076333,0.007633587786259542,0.9312977099236641,Jose M. Serrano RECAP,0.9312977099236641
84058,84058,100,1,0,9,4,120,134,10,0,124,0.007462686567164179,0.0,0.06716417910447761,0.029850746268656716,0.8955223880597015,0.07462686567164178,0.0,0.9253731343283582,Jose M. Serrano RECAP,0.9253731343283582
84059,84059,100,0,0,5,9,164,178,5,0,173,0.0,0.0,0.028089887640449437,0.05056179775280899,0.9213483146067416,0.028089887640449437,0.0,0.9719101123595506,Jose M. Serrano RECAP,0.9719101123595506
84060,84060,100,1,0,3,4,82,90,4,0,86,0.011111111111111112,0.0,0.03333333333333333,0.044444444444444446,0.9111111111111111,0.044444444444444446,0.0,0.9555555555555556,Jose M. Serrano RECAP,0.9555555555555556
84061,84061,100,0,1,4,1,133,139,4,1,134,0.0,0.007194244604316547,0.02877697841726619,0.007194244604316547,0.9568345323741008,0.02877697841726619,0.007194244604316547,0.9640287769784173,Jose M. Serrano RECAP,0.9640287769784173
84062,84062,100,0,0,12,2,117,131,12,0,119,0.0,0.0,0.0916030534351145,0.015267175572519083,0.8931297709923665,0.0916030534351145,0.0,0.9083969465648855,Jose M. Serrano RECAP,0.9083969465648855
84063,84063,100,1,0,4,1,123,129,5,0,124,0.007751937984496124,0.0,0.031007751937984496,0.007751937984496124,0.9534883720930233,0.03875968992248062,0.0,0.9612403100775194,Jose M. Serrano RECAP,0.9612403100775194
84064,84064,100,1,0,9,6,131,147,10,0,137,0.006802721088435374,0.0,0.061224489795918366,0.04081632653061224,0.891156462585034,0.06802721088435375,0.0,0.9319727891156463,Jose M. Serrano RECAP,0.9319727891156463
84065,84065,100,1,0,4,0,92,97,5,0,92,0.010309278350515464,0.0,0.041237113402061855,0.0,0.9484536082474226,0.05154639175257732,0.0,0.9484536082474226,Jose M. Serrano RECAP,0.9484536082474226
84066,84066,100,1,0,4,2,107,114,5,0,109,0.008771929824561403,0.0,0.03508771929824561,0.017543859649122806,0.9385964912280702,0.043859649122807015,0.0,0.956140350877193,Jose M. Serrano RECAP,0.956140350877193
84067,84067,100,0,0,7,3,116,126,7,0,119,0.0,0.0,0.05555555555555555,0.023809523809523808,0.9206349206349206,0.05555555555555555,0.0,0.9444444444444444,Jose M. Serrano RECAP,0.9444444444444444
84068,84068,100,0,0,3,1,103,107,3,0,104,0.0,0.0,0.028037383177570093,0.009345794392523364,0.9626168224299065,0.028037383177570093,0.0,0.9719626168224299,Jose M. Serrano RECAP,0.9719626168224299
84069,84069,100,1,0,4,2,49,56,5,0,51,0.017857142857142856,0.0,0.07142857142857142,0.03571428571428571,0.875,0.08928571428571429,0.0,0.9107142857142857,Jose M. Serrano RECAP,0.9107142857142857
84070,84070,100,0,0,4,6,50,60,4,0,56,0.0,0.0,0.06666666666666667,0.1,0.8333333333333334,0.06666666666666667,0.0,0.9333333333333333,Jose M. Serrano RECAP,0.9333333333333333
84071,84071,100,3,0,11,3,130,147,14,0,133,0.02040816326530612,0.0,0.07482993197278912,0.02040816326530612,0.8843537414965986,0.09523809523809523,0.0,0.9047619047619048,Jose M. Serrano RECAP,0.9047619047619048
84072,84072,100,5,0,6,4,161,176,11,0,165,0.028409090909090908,0.0,0.03409090909090909,0.022727272727272728,0.9147727272727273,0.0625,0.0,0.9375,Jose M. Serrano RECAP,0.9375
84076,84076,100,0,0,0,0,10,10,0,0,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Jose M. Serrano RECAP,1.0
84080,84080,100,4,0,5,17,179,205,9,0,196,0.01951219512195122,0.0,0.024390243902439025,0.08292682926829269,0.8731707317073171,0.04390243902439024,0.0,0.9560975609756097,Jose M. Serrano RECAP,0.9560975609756097
86001,86001,100,0,0,0,0,165,165,0,0,165,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Jose M. Serrano RECAP,1.0
86002,86002,100,1,0,4,2,129,136,5,0,131,0.007352941176470588,0.0,0.029411764705882353,0.014705882352941176,0.9485294117647058,0.03676470588235294,0.0,0.9632352941176471,Jose M. Serrano RECAP,0.9632352941176471
86003,86003,100,0,0,5,6,152,163,5,0,158,0.0,0.0,0.03067484662576687,0.03680981595092025,0.9325153374233128,0.03067484662576687,0.0,0.9693251533742331,Jose M. Serrano RECAP,0.9693251533742331
86004,86004,100,0,0,7,2,77,86,7,0,79,0.0,0.0,0.08139534883720931,0.023255813953488372,0.8953488372093024,0.08139534883720931,0.0,0.9186046511627907,Jose M. Serrano RECAP,0.9186046511627907
86005,86005,100,0,0,0,1,114,115,0,0,115,0.0,0.0,0.0,0.008695652173913044,0.991304347826087,0.0,0.0,1.0,Jose M. Serrano RECAP,1.0
86006,86006,100,0,0,6,8,98,112,6,0,106,0.0,0.0,0.05357142857142857,0.07142857142857142,0.875,0.05357142857142857,0.0,0.9464285714285714,Jose M. Serrano RECAP,0.9464285714285714
86007,86007,100,1,0,5,4,115,125,6,0,119,0.008,0.0,0.04,0.032,0.92,0.048,0.0,0.952,Jose M. Serrano RECAP,0.952
