ED,Reported As,Reporting,Gregory W. Meeks (Democratic),Allen F. Steinhardt (Allen 4 Congress),Scattered,Total Votes,Gregory W. Meeks RECAP,Allen F. Steinhardt RECAP,Scattered RECAP,p_Gregory W. Meeks (Democratic),p_Allen F. Steinhardt (Allen 4 Congress),p_Scattered,p_Gregory W. Meeks RECAP,p_Allen F. Steinhardt RECAP,p_Scattered RECAP,winner,winner_p
29061,29061,100,365,4,4,373,365,4,4,0.9785522788203753,0.010723860589812333,0.010723860589812333,0.9785522788203753,0.010723860589812333,0.010723860589812333,Gregory W. Meeks RECAP,0.9785522788203753
29062,29062,100,376,6,0,382,376,6,0,0.9842931937172775,0.015706806282722512,0.0,0.9842931937172775,0.015706806282722512,0.0,Gregory W. Meeks RECAP,0.9842931937172775
29063,29063,100,313,3,0,316,313,3,0,0.990506329113924,0.00949367088607595,0.0,0.990506329113924,0.00949367088607595,0.0,Gregory W. Meeks RECAP,0.990506329113924
29064,29064,100,215,2,0,217,215,2,0,0.9907834101382489,0.009216589861751152,0.0,0.9907834101382489,0.009216589861751152,0.0,Gregory W. Meeks RECAP,0.9907834101382489
29065,29065,100,213,6,0,219,213,6,0,0.9726027397260274,0.0273972602739726,0.0,0.9726027397260274,0.0273972602739726,0.0,Gregory W. Meeks RECAP,0.9726027397260274
29066,29066,100,226,1,2,229,226,1,2,0.9868995633187773,0.004366812227074236,0.008733624454148471,0.9868995633187773,0.004366812227074236,0.008733624454148471,Gregory W. Meeks RECAP,0.9868995633187773
29067,29067,100,207,2,0,209,207,2,0,0.9904306220095693,0.009569377990430622,0.0,0.9904306220095693,0.009569377990430622,0.0,Gregory W. Meeks RECAP,0.9904306220095693
29068,29068,100,236,5,1,242,236,5,1,0.9752066115702479,0.02066115702479339,0.004132231404958678,0.9752066115702479,0.02066115702479339,0.004132231404958678,Gregory W. Meeks RECAP,0.9752066115702479
29069,29069,100,88,0,1,89,88,0,1,0.9887640449438202,0.0,0.011235955056179775,0.9887640449438202,0.0,0.011235955056179775,Gregory W. Meeks RECAP,0.9887640449438202
29070,29070,100,206,2,7,215,206,2,7,0.958139534883721,0.009302325581395349,0.03255813953488372,0.958139534883721,0.009302325581395349,0.03255813953488372,Gregory W. Meeks RECAP,0.958139534883721
29071,29071,100,216,4,1,221,216,4,1,0.9773755656108597,0.01809954751131222,0.004524886877828055,0.9773755656108597,0.01809954751131222,0.004524886877828055,Gregory W. Meeks RECAP,0.9773755656108597
31001,31001,100,108,7,1,116,108,7,1,0.9310344827586207,0.0603448275862069,0.008620689655172414,0.9310344827586207,0.0603448275862069,0.008620689655172414,Gregory W. Meeks RECAP,0.9310344827586207
31002,31002,100,121,14,1,136,121,14,1,0.8897058823529411,0.10294117647058823,0.007352941176470588,0.8897058823529411,0.10294117647058823,0.007352941176470588,Gregory W. Meeks RECAP,0.8897058823529411
31003,31003,100,111,15,0,126,111,15,0,0.8809523809523809,0.11904761904761904,0.0,0.8809523809523809,0.11904761904761904,0.0,Gregory W. Meeks RECAP,0.8809523809523809
31004,31004,100,141,6,0,147,141,6,0,0.9591836734693877,0.04081632653061224,0.0,0.9591836734693877,0.04081632653061224,0.0,Gregory W. Meeks RECAP,0.9591836734693877
31005,31005,100,105,10,0,115,105,10,0,0.9130434782608695,0.08695652173913043,0.0,0.9130434782608695,0.08695652173913043,0.0,Gregory W. Meeks RECAP,0.9130434782608695
31006,31006,100,5,0,0,5,5,0,0,1.0,0.0,0.0,1.0,0.0,0.0,Gregory W. Meeks RECAP,1.0
31007,31007,100,91,2,0,93,91,2,0,0.978494623655914,0.021505376344086023,0.0,0.978494623655914,0.021505376344086023,0.0,Gregory W. Meeks RECAP,0.978494623655914
31008,31008,100,91,11,0,102,91,11,0,0.8921568627450981,0.10784313725490197,0.0,0.8921568627450981,0.10784313725490197,0.0,Gregory W. Meeks RECAP,0.8921568627450981
31009,31009,100,127,2,1,130,127,2,1,0.9769230769230769,0.015384615384615385,0.007692307692307693,0.9769230769230769,0.015384615384615385,0.007692307692307693,Gregory W. Meeks RECAP,0.9769230769230769
31010,31010,100,188,7,1,196,188,7,1,0.9591836734693877,0.03571428571428571,0.00510204081632653,0.9591836734693877,0.03571428571428571,0.00510204081632653,Gregory W. Meeks RECAP,0.9591836734693877
31011,31011,100,204,1,0,205,204,1,0,0.9951219512195122,0.004878048780487805,0.0,0.9951219512195122,0.004878048780487805,0.0,Gregory W. Meeks RECAP,0.9951219512195122
31012,31012,100,116,4,0,120,116,4,0,0.9666666666666667,0.03333333333333333,0.0,0.9666666666666667,0.03333333333333333,0.0,Gregory W. Meeks RECAP,0.9666666666666667
31013,31013,100,157,2,0,159,157,2,0,0.9874213836477987,0.012578616352201259,0.0,0.9874213836477987,0.012578616352201259,0.0,Gregory W. Meeks RECAP,0.9874213836477987
31014,31014,100,198,0,0,198,198,0,0,1.0,0.0,0.0,1.0,0.0,0.0,Gregory W. Meeks RECAP,1.0
31015,31015,100,161,1,0,162,161,1,0,0.9938271604938271,0.006172839506172839,0.0,0.9938271604938271,0.006172839506172839,0.0,Gregory W. Meeks RECAP,0.9938271604938271
31016,31016,100,68,2,0,70,68,2,0,0.9714285714285714,0.02857142857142857,0.0,0.9714285714285714,0.02857142857142857,0.0,Gregory W. Meeks RECAP,0.9714285714285714
31017,31017,100,133,3,0,136,133,3,0,0.9779411764705882,0.022058823529411766,0.0,0.9779411764705882,0.022058823529411766,0.0,Gregory W. Meeks RECAP,0.9779411764705882
31018,31018,100,204,2,0,206,204,2,0,0.9902912621359223,0.009708737864077669,0.0,0.9902912621359223,0.009708737864077669,0.0,Gregory W. Meeks RECAP,0.9902912621359223
31019,31019,100,232,2,0,234,232,2,0,0.9914529914529915,0.008547008547008548,0.0,0.9914529914529915,0.008547008547008548,0.0,Gregory W. Meeks RECAP,0.9914529914529915
31020,31020,100,44,1,0,45,44,1,0,0.9777777777777777,0.022222222222222223,0.0,0.9777777777777777,0.022222222222222223,0.0,Gregory W. Meeks RECAP,0.9777777777777777
31021,31021,100,5,1,0,6,5,1,0,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,Gregory W. Meeks RECAP,0.8333333333333334
31022,31022,100,121,1,1,123,121,1,1,0.983739837398374,0.008130081300813009,0.008130081300813009,0.983739837398374,0.008130081300813009,0.008130081300813009,Gregory W. Meeks RECAP,0.983739837398374
31023,31023,100,66,1,0,67,66,1,0,0.9850746268656716,0.014925373134328358,0.0,0.9850746268656716,0.014925373134328358,0.0,Gregory W. Meeks RECAP,0.9850746268656716
31024,31024,100,178,6,1,185,178,6,1,0.9621621621621622,0.032432432432432434,0.005405405405405406,0.9621621621621622,0.032432432432432434,0.005405405405405406,Gregory W. Meeks RECAP,0.9621621621621622
31025,31025,100,120,6,0,126,120,6,0,0.9523809523809523,0.047619047619047616,0.0,0.9523809523809523,0.047619047619047616,0.0,Gregory W. Meeks RECAP,0.9523809523809523
31026,31026,100,92,22,0,114,92,22,0,0.8070175438596491,0.19298245614035087,0.0,0.8070175438596491,0.19298245614035087,0.0,Gregory W. Meeks RECAP,0.8070175438596491
31027,31027,100,73,15,2,90,73,15,2,0.8111111111111111,0.16666666666666666,0.022222222222222223,0.8111111111111111,0.16666666666666666,0.022222222222222223,Gregory W. Meeks RECAP,0.8111111111111111
31028,31028,100,69,10,0,79,69,10,0,0.8734177215189873,0.12658227848101267,0.0,0.8734177215189873,0.12658227848101267,0.0,Gregory W. Meeks RECAP,0.8734177215189873
31029,31029,100,205,3,0,208,205,3,0,0.9855769230769231,0.014423076923076924,0.0,0.9855769230769231,0.014423076923076924,0.0,Gregory W. Meeks RECAP,0.9855769230769231
31030,31030,100,2,3,0,5,2,3,0,0.4,0.6,0.0,0.4,0.6,0.0,Allen F. Steinhardt RECAP,0.6
31031,31030,100,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
31032,31032,100,227,12,0,239,227,12,0,0.9497907949790795,0.0502092050209205,0.0,0.9497907949790795,0.0502092050209205,0.0,Gregory W. Meeks RECAP,0.9497907949790795
31033,31033,100,86,0,0,86,86,0,0,1.0,0.0,0.0,1.0,0.0,0.0,Gregory W. Meeks RECAP,1.0
31034,31034,100,272,4,0,276,272,4,0,0.9855072463768116,0.014492753623188406,0.0,0.9855072463768116,0.014492753623188406,0.0,Gregory W. Meeks RECAP,0.9855072463768116
31035,31035,100,203,5,0,208,203,5,0,0.9759615384615384,0.02403846153846154,0.0,0.9759615384615384,0.02403846153846154,0.0,Gregory W. Meeks RECAP,0.9759615384615384
31036,31036,100,233,2,1,236,233,2,1,0.9872881355932204,0.00847457627118644,0.00423728813559322,0.9872881355932204,0.00847457627118644,0.00423728813559322,Gregory W. Meeks RECAP,0.9872881355932204
31037,31037,100,211,0,0,211,211,0,0,1.0,0.0,0.0,1.0,0.0,0.0,Gregory W. Meeks RECAP,1.0
31038,31038,100,248,2,1,251,248,2,1,0.9880478087649402,0.00796812749003984,0.00398406374501992,0.9880478087649402,0.00796812749003984,0.00398406374501992,Gregory W. Meeks RECAP,0.9880478087649402
31039,31039,100,127,10,2,139,127,10,2,0.9136690647482014,0.07194244604316546,0.014388489208633094,0.9136690647482014,0.07194244604316546,0.014388489208633094,Gregory W. Meeks RECAP,0.9136690647482014
31040,31040,100,251,0,0,251,251,0,0,1.0,0.0,0.0,1.0,0.0,0.0,Gregory W. Meeks RECAP,1.0
31041,31041,100,194,3,0,197,194,3,0,0.9847715736040609,0.015228426395939087,0.0,0.9847715736040609,0.015228426395939087,0.0,Gregory W. Meeks RECAP,0.9847715736040609
31042,31042,100,259,3,1,263,259,3,1,0.9847908745247148,0.011406844106463879,0.0038022813688212928,0.9847908745247148,0.011406844106463879,0.0038022813688212928,Gregory W. Meeks RECAP,0.9847908745247148
31043,31043,100,308,5,0,313,308,5,0,0.9840255591054313,0.01597444089456869,0.0,0.9840255591054313,0.01597444089456869,0.0,Gregory W. Meeks RECAP,0.9840255591054313
31044,31044,100,291,3,0,294,291,3,0,0.9897959183673469,0.01020408163265306,0.0,0.9897959183673469,0.01020408163265306,0.0,Gregory W. Meeks RECAP,0.9897959183673469
31045,31045,100,105,3,1,109,105,3,1,0.963302752293578,0.027522935779816515,0.009174311926605505,0.963302752293578,0.027522935779816515,0.009174311926605505,Gregory W. Meeks RECAP,0.963302752293578
31046,31046,100,176,4,0,180,176,4,0,0.9777777777777777,0.022222222222222223,0.0,0.9777777777777777,0.022222222222222223,0.0,Gregory W. Meeks RECAP,0.9777777777777777
31047,31047,100,198,7,1,206,198,7,1,0.9611650485436893,0.03398058252427184,0.0048543689320388345,0.9611650485436893,0.03398058252427184,0.0048543689320388345,Gregory W. Meeks RECAP,0.9611650485436893
31048,31048,100,192,5,1,198,192,5,1,0.9696969696969697,0.025252525252525252,0.005050505050505051,0.9696969696969697,0.025252525252525252,0.005050505050505051,Gregory W. Meeks RECAP,0.9696969696969697
31049,31049,100,210,7,2,219,210,7,2,0.958904109589041,0.0319634703196347,0.0091324200913242,0.958904109589041,0.0319634703196347,0.0091324200913242,Gregory W. Meeks RECAP,0.958904109589041
31050,31050,100,203,6,0,209,203,6,0,0.9712918660287081,0.028708133971291867,0.0,0.9712918660287081,0.028708133971291867,0.0,Gregory W. Meeks RECAP,0.9712918660287081
31051,31051,100,249,4,0,253,249,4,0,0.9841897233201581,0.015810276679841896,0.0,0.9841897233201581,0.015810276679841896,0.0,Gregory W. Meeks RECAP,0.9841897233201581
31052,31052,100,259,9,1,269,259,9,1,0.9628252788104089,0.03345724907063197,0.0037174721189591076,0.9628252788104089,0.03345724907063197,0.0037174721189591076,Gregory W. Meeks RECAP,0.9628252788104089
31053,31053,100,262,4,0,266,262,4,0,0.9849624060150376,0.015037593984962405,0.0,0.9849624060150376,0.015037593984962405,0.0,Gregory W. Meeks RECAP,0.9849624060150376
31054,31054,100,222,4,1,227,222,4,1,0.9779735682819384,0.01762114537444934,0.004405286343612335,0.9779735682819384,0.01762114537444934,0.004405286343612335,Gregory W. Meeks RECAP,0.9779735682819384
31055,31055,100,132,0,0,132,132,0,0,1.0,0.0,0.0,1.0,0.0,0.0,Gregory W. Meeks RECAP,1.0
31056,31056,100,98,2,0,100,98,2,0,0.98,0.02,0.0,0.98,0.02,0.0,Gregory W. Meeks RECAP,0.98
31057,31057,100,176,7,0,183,176,7,0,0.9617486338797814,0.03825136612021858,0.0,0.9617486338797814,0.03825136612021858,0.0,Gregory W. Meeks RECAP,0.9617486338797814
31058,31058,100,177,3,0,180,177,3,0,0.9833333333333333,0.016666666666666666,0.0,0.9833333333333333,0.016666666666666666,0.0,Gregory W. Meeks RECAP,0.9833333333333333
31059,31059,100,192,13,0,205,192,13,0,0.9365853658536586,0.06341463414634146,0.0,0.9365853658536586,0.06341463414634146,0.0,Gregory W. Meeks RECAP,0.9365853658536586
31060,31060,100,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
31061,31061,100,183,5,0,188,183,5,0,0.973404255319149,0.026595744680851064,0.0,0.973404255319149,0.026595744680851064,0.0,Gregory W. Meeks RECAP,0.973404255319149
31062,31062,100,160,0,0,160,160,0,0,1.0,0.0,0.0,1.0,0.0,0.0,Gregory W. Meeks RECAP,1.0
31063,31063,100,268,5,0,273,268,5,0,0.9816849816849816,0.018315018315018316,0.0,0.9816849816849816,0.018315018315018316,0.0,Gregory W. Meeks RECAP,0.9816849816849816
31064,31064,100,234,9,0,243,234,9,0,0.9629629629629629,0.037037037037037035,0.0,0.9629629629629629,0.037037037037037035,0.0,Gregory W. Meeks RECAP,0.9629629629629629
31065,31020,100,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
31066,31020,100,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
31067,31020,100,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
31068,31020,100,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
31069,31020,100,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
31070,31020,100,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
31071,31071,100,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
31072,31072,100,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
31073,31073,100,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
31074,31074,100,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
31075,31020,100,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
31076,31020,100,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
31077,31077,100,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
32001,32001,100,211,1,0,212,211,1,0,0.9952830188679245,0.0047169811320754715,0.0,0.9952830188679245,0.0047169811320754715,0.0,Gregory W. Meeks RECAP,0.9952830188679245
32003,32003,100,218,5,0,223,218,5,0,0.9775784753363229,0.02242152466367713,0.0,0.9775784753363229,0.02242152466367713,0.0,Gregory W. Meeks RECAP,0.9775784753363229
32004,32004,100,225,4,2,231,225,4,2,0.974025974025974,0.017316017316017316,0.008658008658008658,0.974025974025974,0.017316017316017316,0.008658008658008658,Gregory W. Meeks RECAP,0.974025974025974
32005,32005,100,150,6,1,157,150,6,1,0.9554140127388535,0.03821656050955414,0.006369426751592357,0.9554140127388535,0.03821656050955414,0.006369426751592357,Gregory W. Meeks RECAP,0.9554140127388535
32006,32006,100,179,3,0,182,179,3,0,0.9835164835164835,0.016483516483516484,0.0,0.9835164835164835,0.016483516483516484,0.0,Gregory W. Meeks RECAP,0.9835164835164835
32008,32008,100,26,2,0,28,26,2,0,0.9285714285714286,0.07142857142857142,0.0,0.9285714285714286,0.07142857142857142,0.0,Gregory W. Meeks RECAP,0.9285714285714286
32010,32010,100,11,0,0,11,11,0,0,1.0,0.0,0.0,1.0,0.0,0.0,Gregory W. Meeks RECAP,1.0
32011,32011,100,60,4,0,64,60,4,0,0.9375,0.0625,0.0,0.9375,0.0625,0.0,Gregory W. Meeks RECAP,0.9375
32013,32013,100,25,0,0,25,25,0,0,1.0,0.0,0.0,1.0,0.0,0.0,Gregory W. Meeks RECAP,1.0
32012,32013,100,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
32014,32014,100,2,1,0,3,2,1,0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,Gregory W. Meeks RECAP,0.6666666666666666
32015,32015,100,170,1,0,171,170,1,0,0.9941520467836257,0.005847953216374269,0.0,0.9941520467836257,0.005847953216374269,0.0,Gregory W. Meeks RECAP,0.9941520467836257
32016,32016,100,200,1,0,201,200,1,0,0.9950248756218906,0.004975124378109453,0.0,0.9950248756218906,0.004975124378109453,0.0,Gregory W. Meeks RECAP,0.9950248756218906
32017,32017,100,177,1,0,178,177,1,0,0.9943820224719101,0.0056179775280898875,0.0,0.9943820224719101,0.0056179775280898875,0.0,Gregory W. Meeks RECAP,0.9943820224719101
32018,32018,100,125,1,0,126,125,1,0,0.9920634920634921,0.007936507936507936,0.0,0.9920634920634921,0.007936507936507936,0.0,Gregory W. Meeks RECAP,0.9920634920634921
32019,32019,100,129,5,0,134,129,5,0,0.9626865671641791,0.03731343283582089,0.0,0.9626865671641791,0.03731343283582089,0.0,Gregory W. Meeks RECAP,0.9626865671641791
32020,32020,100,147,2,0,149,147,2,0,0.9865771812080537,0.013422818791946308,0.0,0.9865771812080537,0.013422818791946308,0.0,Gregory W. Meeks RECAP,0.9865771812080537
32021,32021,100,179,1,0,180,179,1,0,0.9944444444444445,0.005555555555555556,0.0,0.9944444444444445,0.005555555555555556,0.0,Gregory W. Meeks RECAP,0.9944444444444445
32022,32022,100,159,5,1,165,159,5,1,0.9636363636363636,0.030303030303030304,0.006060606060606061,0.9636363636363636,0.030303030303030304,0.006060606060606061,Gregory W. Meeks RECAP,0.9636363636363636
32023,32023,100,126,3,0,129,126,3,0,0.9767441860465116,0.023255813953488372,0.0,0.9767441860465116,0.023255813953488372,0.0,Gregory W. Meeks RECAP,0.9767441860465116
32024,32024,100,98,2,1,101,98,2,1,0.9702970297029703,0.019801980198019802,0.009900990099009901,0.9702970297029703,0.019801980198019802,0.009900990099009901,Gregory W. Meeks RECAP,0.9702970297029703
32025,32025,100,159,3,1,163,159,3,1,0.9754601226993865,0.018404907975460124,0.006134969325153374,0.9754601226993865,0.018404907975460124,0.006134969325153374,Gregory W. Meeks RECAP,0.9754601226993865
32026,32026,100,152,2,0,154,152,2,0,0.987012987012987,0.012987012987012988,0.0,0.987012987012987,0.012987012987012988,0.0,Gregory W. Meeks RECAP,0.987012987012987
32027,32027,100,175,2,1,178,175,2,1,0.9831460674157303,0.011235955056179775,0.0056179775280898875,0.9831460674157303,0.011235955056179775,0.0056179775280898875,Gregory W. Meeks RECAP,0.9831460674157303
32028,32028,100,164,5,0,169,164,5,0,0.9704142011834319,0.029585798816568046,0.0,0.9704142011834319,0.029585798816568046,0.0,Gregory W. Meeks RECAP,0.9704142011834319
32029,32029,100,224,3,0,227,224,3,0,0.986784140969163,0.013215859030837005,0.0,0.986784140969163,0.013215859030837005,0.0,Gregory W. Meeks RECAP,0.986784140969163
32030,32030,100,186,1,1,188,186,1,1,0.9893617021276596,0.005319148936170213,0.005319148936170213,0.9893617021276596,0.005319148936170213,0.005319148936170213,Gregory W. Meeks RECAP,0.9893617021276596
32031,32031,100,192,4,0,196,192,4,0,0.9795918367346939,0.02040816326530612,0.0,0.9795918367346939,0.02040816326530612,0.0,Gregory W. Meeks RECAP,0.9795918367346939
32032,32032,100,100,2,1,103,100,2,1,0.970873786407767,0.019417475728155338,0.009708737864077669,0.970873786407767,0.019417475728155338,0.009708737864077669,Gregory W. Meeks RECAP,0.970873786407767
32033,32033,100,274,3,0,277,274,3,0,0.9891696750902527,0.010830324909747292,0.0,0.9891696750902527,0.010830324909747292,0.0,Gregory W. Meeks RECAP,0.9891696750902527
32034,32034,100,259,3,0,262,259,3,0,0.9885496183206107,0.011450381679389313,0.0,0.9885496183206107,0.011450381679389313,0.0,Gregory W. Meeks RECAP,0.9885496183206107
32035,32035,100,215,2,0,217,215,2,0,0.9907834101382489,0.009216589861751152,0.0,0.9907834101382489,0.009216589861751152,0.0,Gregory W. Meeks RECAP,0.9907834101382489
32036,32036,100,226,3,0,229,226,3,0,0.9868995633187773,0.013100436681222707,0.0,0.9868995633187773,0.013100436681222707,0.0,Gregory W. Meeks RECAP,0.9868995633187773
32037,32037,100,100,0,4,104,100,0,4,0.9615384615384616,0.0,0.038461538461538464,0.9615384615384616,0.0,0.038461538461538464,Gregory W. Meeks RECAP,0.9615384615384616
32038,32038,100,253,1,0,254,253,1,0,0.9960629921259843,0.003937007874015748,0.0,0.9960629921259843,0.003937007874015748,0.0,Gregory W. Meeks RECAP,0.9960629921259843
32039,32039,100,221,3,0,224,221,3,0,0.9866071428571429,0.013392857142857142,0.0,0.9866071428571429,0.013392857142857142,0.0,Gregory W. Meeks RECAP,0.9866071428571429
32040,32040,100,274,2,1,277,274,2,1,0.9891696750902527,0.007220216606498195,0.0036101083032490976,0.9891696750902527,0.007220216606498195,0.0036101083032490976,Gregory W. Meeks RECAP,0.9891696750902527
32041,32041,100,236,3,0,239,236,3,0,0.9874476987447699,0.012552301255230125,0.0,0.9874476987447699,0.012552301255230125,0.0,Gregory W. Meeks RECAP,0.9874476987447699
32042,32042,100,270,3,1,274,270,3,1,0.9854014598540146,0.010948905109489052,0.0036496350364963502,0.9854014598540146,0.010948905109489052,0.0036496350364963502,Gregory W. Meeks RECAP,0.9854014598540146
32043,32043,100,278,2,0,280,278,2,0,0.9928571428571429,0.007142857142857143,0.0,0.9928571428571429,0.007142857142857143,0.0,Gregory W. Meeks RECAP,0.9928571428571429
32044,32044,100,102,2,1,105,102,2,1,0.9714285714285714,0.01904761904761905,0.009523809523809525,0.9714285714285714,0.01904761904761905,0.009523809523809525,Gregory W. Meeks RECAP,0.9714285714285714
32045,32045,100,283,7,0,290,283,7,0,0.9758620689655172,0.02413793103448276,0.0,0.9758620689655172,0.02413793103448276,0.0,Gregory W. Meeks RECAP,0.9758620689655172
32046,32046,100,173,1,0,174,173,1,0,0.9942528735632183,0.005747126436781609,0.0,0.9942528735632183,0.005747126436781609,0.0,Gregory W. Meeks RECAP,0.9942528735632183
32047,32047,100,161,0,0,161,161,0,0,1.0,0.0,0.0,1.0,0.0,0.0,Gregory W. Meeks RECAP,1.0
32048,32048,100,144,2,0,146,144,2,0,0.9863013698630136,0.0136986301369863,0.0,0.9863013698630136,0.0136986301369863,0.0,Gregory W. Meeks RECAP,0.9863013698630136
32049,32049,100,213,6,0,219,213,6,0,0.9726027397260274,0.0273972602739726,0.0,0.9726027397260274,0.0273972602739726,0.0,Gregory W. Meeks RECAP,0.9726027397260274
32050,32050,100,238,3,0,241,238,3,0,0.9875518672199171,0.012448132780082987,0.0,0.9875518672199171,0.012448132780082987,0.0,Gregory W. Meeks RECAP,0.9875518672199171
32051,32051,100,245,4,0,249,245,4,0,0.9839357429718876,0.01606425702811245,0.0,0.9839357429718876,0.01606425702811245,0.0,Gregory W. Meeks RECAP,0.9839357429718876
32052,32052,100,135,2,0,137,135,2,0,0.9854014598540146,0.014598540145985401,0.0,0.9854014598540146,0.014598540145985401,0.0,Gregory W. Meeks RECAP,0.9854014598540146
32053,32053,100,208,2,1,211,208,2,1,0.985781990521327,0.009478672985781991,0.004739336492890996,0.985781990521327,0.009478672985781991,0.004739336492890996,Gregory W. Meeks RECAP,0.985781990521327
32054,32054,100,154,4,0,158,154,4,0,0.9746835443037974,0.02531645569620253,0.0,0.9746835443037974,0.02531645569620253,0.0,Gregory W. Meeks RECAP,0.9746835443037974
32055,32055,100,196,0,0,196,196,0,0,1.0,0.0,0.0,1.0,0.0,0.0,Gregory W. Meeks RECAP,1.0
32056,32056,100,74,0,0,74,74,0,0,1.0,0.0,0.0,1.0,0.0,0.0,Gregory W. Meeks RECAP,1.0
32057,32057,100,312,2,1,315,312,2,1,0.9904761904761905,0.006349206349206349,0.0031746031746031746,0.9904761904761905,0.006349206349206349,0.0031746031746031746,Gregory W. Meeks RECAP,0.9904761904761905
32058,32058,100,287,0,0,287,287,0,0,1.0,0.0,0.0,1.0,0.0,0.0,Gregory W. Meeks RECAP,1.0
32059,32059,100,239,9,1,249,239,9,1,0.9598393574297188,0.03614457831325301,0.004016064257028112,0.9598393574297188,0.03614457831325301,0.004016064257028112,Gregory W. Meeks RECAP,0.9598393574297188
32060,32060,100,322,3,0,325,322,3,0,0.9907692307692307,0.009230769230769232,0.0,0.9907692307692307,0.009230769230769232,0.0,Gregory W. Meeks RECAP,0.9907692307692307
32061,32061,100,269,2,0,271,269,2,0,0.992619926199262,0.007380073800738007,0.0,0.992619926199262,0.007380073800738007,0.0,Gregory W. Meeks RECAP,0.992619926199262
32062,32062,100,339,4,1,344,339,4,1,0.9854651162790697,0.011627906976744186,0.0029069767441860465,0.9854651162790697,0.011627906976744186,0.0029069767441860465,Gregory W. Meeks RECAP,0.9854651162790697
32063,32063,100,305,2,1,308,305,2,1,0.9902597402597403,0.006493506493506494,0.003246753246753247,0.9902597402597403,0.006493506493506494,0.003246753246753247,Gregory W. Meeks RECAP,0.9902597402597403
32064,32064,100,302,6,0,308,302,6,0,0.9805194805194806,0.01948051948051948,0.0,0.9805194805194806,0.01948051948051948,0.0,Gregory W. Meeks RECAP,0.9805194805194806
32065,32065,100,299,3,1,303,299,3,1,0.9867986798679867,0.009900990099009901,0.0033003300330033004,0.9867986798679867,0.009900990099009901,0.0033003300330033004,Gregory W. Meeks RECAP,0.9867986798679867
32066,32066,100,315,1,0,316,315,1,0,0.9968354430379747,0.0031645569620253164,0.0,0.9968354430379747,0.0031645569620253164,0.0,Gregory W. Meeks RECAP,0.9968354430379747
32067,32067,100,281,2,2,285,281,2,2,0.9859649122807017,0.007017543859649123,0.007017543859649123,0.9859649122807017,0.007017543859649123,0.007017543859649123,Gregory W. Meeks RECAP,0.9859649122807017
32068,32068,100,295,2,0,297,295,2,0,0.9932659932659933,0.006734006734006734,0.0,0.9932659932659933,0.006734006734006734,0.0,Gregory W. Meeks RECAP,0.9932659932659933
32069,32069,100,312,6,1,319,312,6,1,0.9780564263322884,0.018808777429467086,0.003134796238244514,0.9780564263322884,0.018808777429467086,0.003134796238244514,Gregory W. Meeks RECAP,0.9780564263322884
32070,32070,100,304,7,0,311,304,7,0,0.977491961414791,0.022508038585209004,0.0,0.977491961414791,0.022508038585209004,0.0,Gregory W. Meeks RECAP,0.977491961414791
32071,32071,100,263,1,1,265,263,1,1,0.9924528301886792,0.0037735849056603774,0.0037735849056603774,0.9924528301886792,0.0037735849056603774,0.0037735849056603774,Gregory W. Meeks RECAP,0.9924528301886792
32072,32072,100,232,3,0,235,232,3,0,0.9872340425531915,0.01276595744680851,0.0,0.9872340425531915,0.01276595744680851,0.0,Gregory W. Meeks RECAP,0.9872340425531915
32073,32073,100,194,2,0,196,194,2,0,0.9897959183673469,0.01020408163265306,0.0,0.9897959183673469,0.01020408163265306,0.0,Gregory W. Meeks RECAP,0.9897959183673469
32074,32074,100,159,5,0,164,159,5,0,0.9695121951219512,0.03048780487804878,0.0,0.9695121951219512,0.03048780487804878,0.0,Gregory W. Meeks RECAP,0.9695121951219512
32075,32075,100,160,1,0,161,160,1,0,0.9937888198757764,0.006211180124223602,0.0,0.9937888198757764,0.006211180124223602,0.0,Gregory W. Meeks RECAP,0.9937888198757764
32076,32056,100,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
32077,32077,100,177,0,0,177,177,0,0,1.0,0.0,0.0,1.0,0.0,0.0,Gregory W. Meeks RECAP,1.0
32078,32078,100,180,0,0,180,180,0,0,1.0,0.0,0.0,1.0,0.0,0.0,Gregory W. Meeks RECAP,1.0
